method	contrast_id	level_a	level_b	feature_id	gene_id	p_value	q_value	n_junctions	mapping_complete	short_read_effect_norm	native_effect_dot_product	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	block_id	gene_name	event_type	n_paths	n_mappable_paths	n_mapped_transcripts	original_effect_norm	replicate_1_cosine	replicate_2_cosine	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication	statistic	raw_p_value	rank	p_tie_size	n_evaluable	n_agreement	n_observed	cumulative_agreement	p_value_pairwise
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Rab6a_chr7_100280948_+	ENSMUSG00000030704	7.906556726010981e-07	1.822758817138273e-05	2.0	True	0.003322098857817	NA	0.4065586051249841	0.0013506278777213	1.0	True	0.0015362044133976	0.0011913921804879	True	1121.66	518.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	1	131	13	19	0.6842105263157895	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Myo5a_chr9_75101220_+	ENSMUSG00000034593	1.0746388504981055e-06	2.442809211807688e-05	2.0	True	0.0224808124317287	NA	0.1566381657579279	0.003521353224054	1.0	True	0.0074780640359666	-1.310255479258508e-05	False	325.70000000000005	122.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1	131	14	20	0.7	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_pyramidal	EX_cortical	EX_hippocampus_pyramidal	Rab6a_chr7_100280948_+	ENSMUSG00000030704	2.035764436529869e-06	4.249065063259354e-05	2.0	True	0.0114092924169027	NA	0.0028580273475712	-3.2608069743945005e-05	-1.0	False	1.6274056366394198e-05	-4.472025865334016e-05	False	1659.0	334.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	1	131	14	21	0.6666666666666666	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Gabrb3_chr7_57241228_+	ENSMUSG00000033676	2.1084766566210507e-06	5.350942313020677e-05	3.0	True	0.0835936421772076	NA	0.0524644847534409	-0.0043856973654907	-1.0	False	-0.002478336266606	-0.0068124281003191	False	29.0	14.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	1	131	14	22	0.6363636363636364	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_pyramidal	EX_cortical	EX_hippocampus_pyramidal	Bclaf1_chr10_20215454_+	ENSMUSG00000037608	3.638577292956966e-06	7.107354312242606e-05	2.0	True	0.0162103487151054	NA	0.0735313964479668	0.0011919695779302	1.0	True	0.0015312579727756	0.0009997329323703	True	54.3	18.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	1	131	15	23	0.6521739130434783	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Cdc42bpa_chr1_179921945_+	ENSMUSG00000026490	3.768789967859274e-06	0.0001405440353215	2.0	True	0.0024963643706635	NA	0.0194740221679432	-4.861425509356656e-05	-1.0000000000000002	False	NA	2.554891935333812e-05	NA	340.29	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	1	131	15	24	0.625	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_pyramidal	EX_cortical	EX_hippocampus_pyramidal	Gabrb3_chr7_57241228_+	ENSMUSG00000033676	3.770066017265492e-06	7.32800792692563e-05	3.0	True	0.1096723078907962	NA	0.02930722976125	0.0032141915258021	1.0	True	-0.0206100469361249	0.0089376978038387	False	122.14	13.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	1	131	16	25	0.64	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Gabrb3_chr7_57241228_+	ENSMUSG00000033676	4.025531685700025e-06	0.0001477289077678	3.0	True	0.0990763956179139	NA	0.0524644847534409	0.0051979920473219	1.0	True	0.0029373600435301	0.0080741884670487	True	78.33	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	1	131	17	26	0.6538461538461539	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Cdc42bpa_chr1_179921945_+	ENSMUSG00000026490	4.068480210415033e-06	7.509368481861202e-05	2.0	True	0.1243377712490671	NA	0.004424291751125	0.0005501065756905	1.0	True	NA	-0.0028868722310296	NA	191.42	17.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	1	131	18	27	0.6666666666666666	NA
Paired junction CLR	cell_type__EX_cortical__EX_thalamus	EX_cortical	EX_thalamus	Cdc42bpa_chr1_179921945_+	ENSMUSG00000026490	4.149036947944138e-06	0.0001063824028005	2.0	True	0.0111636107859744	NA	0.0158927456353863	0.0001774204265939	1.0	True	NA	0.0005090742604281	NA	20.6	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	1	131	19	28	0.6785714285714286	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Nop58_chr1_59750429_+	ENSMUSG00000026020	4.322050503003554e-06	8.090292500876484e-05	2.0	True	0.0776435001215774	NA	0.0018399275696636	0.0001428584164788	1.0	True	7.486841595289092e-05	-0.0057014696647365	False	117.54	27.930000000000003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	1	131	20	29	0.6896551724137931	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Clasp1_chr1_118453026_+	ENSMUSG00000064302	4.5982967641711525e-06	8.347909527861455e-05	2.0	True	0.5470528467133055	NA	0.5037341391571224	0.2755691948125801	1.0	True	0.2124500104264815	0.3759889839438891	True	20.63	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	1	131	21	30	0.7	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Ttc3_chr16_94220256_+	ENSMUSG00000040785	6.897969926118039e-06	0.0001399814984534	2.0	True	0.0169090752022869	NA	0.088010257342613	0.0014881720599788	1.0	True	0.0007181163814696	0.0017689396167951	True	206.75	64.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	1	131	22	31	0.7096774193548387	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Gnas_chr2_174183445_+	ENSMUSG00000027523	7.412897606156097e-06	0.0001479821233749	2.0	True	0.0306497117892882	NA	0.0409197652633201	0.001254179011806	1.0000000000000002	True	0.0018577261058314	0.0025424670929341	True	1983.3	454.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	1	131	23	32	0.71875	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Gnas_chr2_174183445_+	ENSMUSG00000027523	1.2001348778630029e-05	0.0003453861848502	2.0	True	0.0075565022291086	NA	0.0551702902986127	0.000416894421622	1.0	True	-0.0009225685403185	0.0003797091592479	False	1361.39	55.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	1	131	24	33	0.7272727272727273	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Rab6a_chr7_100280948_+	ENSMUSG00000030704	1.5569700423013127e-05	0.0002425271812013	2.0	True	0.0495481887198686	NA	0.0114861253098622	0.0005691167045131	0.9999999999999998	True	0.0008169897788519	0.0002827286746103	True	4645.18	2152.6800000000003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	1	131	25	34	0.7352941176470589	NA
Paired junction CLR	cell_type__EX_cortical__EX_thalamus	EX_cortical	EX_thalamus	Rab6a_chr7_100280948_+	ENSMUSG00000030704	1.560813755459251e-05	0.0003224989911213	2.0	True	0.0114092924169027	NA	0.0259142415120729	-0.0002956631591734	-1.0	False	0.0001128918771631	-0.0005063225678447	False	111.66	38.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	1	131	25	35	0.7142857142857143	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Map7d2_chrX_158245109_+	ENSMUSG00000041020	1.7259707881300518e-05	0.0003163459002299	2.0	True	0.6697179106212083	NA	0.7683600264822372	0.5145844715405402	1.0	True	0.4854890775324864	0.5386504269235259	True	1063.59	496.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	1	131	26	36	0.7222222222222222	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Cacna2d1_chr5_16547680_+	ENSMUSG00000040118	2.2986735410862527e-05	0.0003899567920293	2.0	True	0.0173284809957444	NA	0.2221307912000796	0.0038491891938802	1.0	True	0.0026331457758621	0.0049775095998086	True	130.74	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	1	131	27	37	0.7297297297297297	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Gabrb3_chr7_57241228_+	ENSMUSG00000033676	2.725195159759648e-05	0.00044900336375	3.0	True	0.0478004645369733	NA	0.0274756200400565	0.001313347401356	1.0	True	-0.0013280196098521	0.0038954784040833	False	452.75	197.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	1	131	28	38	0.7368421052631579	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Nop58_chr1_59750429_+	ENSMUSG00000026020	3.088761284406553e-05	0.0005202557374636	2.0	True	0.0025249787818554	NA	0.173484543986184	0.0004380447925449	1.0	True	0.0001826147375967	0.000471016007812	True	47.2	7.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	1	131	29	39	0.7435897435897436	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Lgi1_chr19_38286376_+	ENSMUSG00000067242	3.377134691064076e-05	0.0004673041444856	2.0	True	0.1475611628748254	NA	0.0130486580768877	-0.0019254751597815	-1.0000000000000002	False	-0.0011535183119624	-0.0023123410378916	False	39.41	10.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	1	131	29	40	0.725	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Ttc3_chr16_94220256_+	ENSMUSG00000040785	3.5941474330535665e-05	0.0008571215636211	2.0	True	0.0169090752022869	NA	0.088010257342613	0.0014881720599788	1.0	True	0.0007181163814696	0.0017689396167951	True	133.04999999999998	3.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	1	131	30	41	0.7317073170731707	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__ODC	EX_cerebellum_granule	ODC	Cdc42bpa_chr1_179921945_+	ENSMUSG00000026490	3.97224516963318e-05	0.0141464891307869	2.0	True	0.2090682347095925	NA	0.096419309894442	0.0201582149115481	0.9999999999999998	True	NA	0.0183738077133054	NA	340.29	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	1	131	31	42	0.7380952380952381	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_pyramidal	EX_cortical	EX_hippocampus_pyramidal	Cops6_chr5_138159636_+	ENSMUSG00000019494	4.329122772494175e-05	0.0006226852773309	2.0	True	0.0141165231355798	NA	0.0032475378844131	4.584394367898971e-05	1.0	True	0.0006052366277791	-0.0002584047878069	False	896.0	347.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	1	131	32	43	0.7441860465116279	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Opa1_chr16_29408498_+	ENSMUSG00000038084	6.123355512094754e-05	0.0007881857607875	2.0	True	0.0242266837155629	NA	0.0462280500174582	0.0011199523465601	0.9999999999999998	True	0.0047029087962674	-0.0025024527318816	False	120.68	57.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	1	131	33	44	0.75	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	1110004F10Rik_chr7_115702445_+	ENSMUSG00000030663	6.320317242420065e-05	0.0007995128996818	2.0	True	0.118139745210487	NA	0.0003893545406015	-4.599824622321752e-05	-1.0	False	-0.0001315342701401	NA	NA	1211.66	540.1700000000001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	1	131	33	45	0.7333333333333333	NA
Paired junction CLR	cell_type__EX_cortical__EX_thalamus	EX_cortical	EX_thalamus	Prrc2b_chr2_32120622_+	ENSMUSG00000039262	6.430126209930623e-05	0.0010720096679174	2.0	True	0.0103751742326068	NA	0.0752614757099278	-0.0007808509234936	-1.0	False	-0.0023035176160476	1.185389256338874e-05	False	30.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	1	131	33	46	0.717391304347826	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Agfg1_chr1_82871144_+	ENSMUSG00000026159	6.790713710534455e-05	0.0008483404608324	3.0	True	0.6438696837449015	NA	0.313783069052399	0.2017305154926213	0.9984909083534416	True	0.1680800397569382	0.2310470252416197	True	130.56	59.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	1	131	34	47	0.723404255319149	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Cops6_chr5_138159636_+	ENSMUSG00000019494	7.804532422348233e-05	0.0011278469076336	2.0	True	0.0074679329445955	NA	0.0161084478184112	-0.0001202968081494	-1.0	False	-0.000287262106849	4.791682345074141e-05	False	2897.0	833.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	1	131	34	48	0.7083333333333334	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Bclaf1_chr10_20215454_+	ENSMUSG00000037608	8.593122582945263e-05	0.001724300707653	2.0	True	0.0442261283093858	NA	0.0735313964479668	-0.003252008974076	-1.0	False	-0.0041776776532661	-0.0027275364471911	False	111.32	6.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	1	131	34	49	0.6938775510204082	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Fyttd1_chr16_32722788_+	ENSMUSG00000022800	0.0001211396240896	0.0014157312258693	2.0	True	0.0628539361054708	NA	0.0227911970898064	-0.0014325164456498	-1.0	False	-0.0010717529715095	-0.0019112839358277	False	828.81	313.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	1	131	34	50	0.68	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Dctn1_chr6_83174472_+	ENSMUSG00000031865	0.0001227478955499	0.0014063220033163	2.0	True	0.1491905751264639	NA	0.2677628947244317	0.0399477002614647	1.0	True	NA	0.0533142835690514	NA	105.92	41.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	1	131	35	51	0.6862745098039216	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Mink1_chr11_70500379_+	ENSMUSG00000020827	0.0001398990230258	0.0015782893863003	2.0	True	0.607392480765977	NA	0.0338334879380912	0.020550206171683	1.0000000000000002	True	-0.2188214007277693	0.1189918292616787	False	27.93	8.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	1	131	36	52	0.6923076923076923	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Rab6a_chr7_100280948_+	ENSMUSG00000030704	0.0001773759370554	0.0022725299159464	2.0	True	0.1171555768897423	NA	0.0467348335220854	0.0054752463821259	1.0	True	0.0053292736861451	0.0056390758162484	True	2084.0	986.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	1	131	37	53	0.6981132075471698	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Prrc2b_chr2_32120622_+	ENSMUSG00000039262	0.0002006658880369	0.0025201577425767	2.0	True	0.0049700250118928	NA	0.194631364049564	0.0009673227474251	1.0	True	0.0011200185524665	0.0008049455304061	True	219.91000000000005	100.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	1	131	38	54	0.7037037037037037	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Afdn_chr17_14049190_+	ENSMUSG00000068036	0.0002149987289681	0.0022922140284201	2.0	True	0.4203635385254979	NA	0.3152045728249871	0.1325005095921295	1.0	True	0.1250866260652762	0.1390865202471514	True	38.46	18.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	1	131	39	55	0.7090909090909091	NA
Paired junction CLR	cell_type__INH_medium_spiny__ODC	INH_medium_spiny	ODC	Cdc42bpa_chr1_179921945_+	ENSMUSG00000026490	0.0002166583658282	0.0367371341557479	2.0	True	0.2015909508084213	NA	0.1317860776977716	0.0265668807064062	1.0	True	0.0297292484656866	0.0248462924772914	True	273.58	46.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	1	131	40	56	0.7142857142857143	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Homer1_chr13_93524031_+	ENSMUSG00000007617	0.0002216286941351	0.0024043883084764	2.0	True	0.0293944828506868	NA	0.0506471365845055	-0.0014887463877696	-1.0000000000000002	False	-0.0036710601946699	0.0010260847299416	False	432.85	177.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	1	131	40	57	0.7017543859649122	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Myo5a_chr9_75101220_+	ENSMUSG00000034593	0.0002405649467013	0.0040349973268809	2.0	True	0.04070644247804	NA	0.1334319397351097	-0.0054315395795605	-1.0	False	NA	-0.0088346606125792	NA	30.97	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	1	131	40	58	0.6896551724137931	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	BC004004_chr17_29501033_+	ENSMUSG00000052712	0.0002409536951536	0.0025395462856231	2.0	True	0.0630099101010377	NA	0.0126122475679175	-0.0007946965854265	-1.0	False	0.0009740639011749	-0.0029625267897546	False	211.82	103.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	1	131	40	59	0.6779661016949152	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Map7d2_chrX_158245109_+	ENSMUSG00000041020	0.0002485626376107	0.0026097896689693	2.0	True	0.6109660490022126	NA	0.5497471846267106	0.3358768653414712	1.0	True	0.4213141385661827	0.3036184515848058	True	137.05	38.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	1	131	41	60	0.6833333333333333	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Cops6_chr5_138159636_+	ENSMUSG00000019494	0.0002760715073917	0.0028954736254835	2.0	True	0.0338706173401565	NA	0.0066436066332305	-0.0002250230580326	-1.0	False	0.0005223044198769	-0.0008058896471716	False	5937.66	2181.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	1	131	41	61	0.6721311475409836	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Afdn_chr17_14049190_+	ENSMUSG00000068036	0.0003044293503181	0.0035334003740719	2.0	True	0.7679308399658697	NA	0.0452546673844887	0.0347524547369464	1.0	True	-0.0682276029410032	0.0890202045015537	False	133.44	48.07000000000001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	1	131	42	62	0.6774193548387096	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Cops6_chr5_138159636_+	ENSMUSG00000019494	0.0003163831084683	0.0032032341091809	2.0	True	0.0289516136449457	NA	0.0188754465808325	0.000546474636784	1.0000000000000002	True	0.0014123626380555	-9.299634808573492e-05	False	2392.0	1134.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	1	131	43	63	0.6825396825396826	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Slc12a5_chr2_164839029_+	ENSMUSG00000017740	0.0003429861961352	0.0053385441407769	2.0	True	0.0767996531788722	NA	0.0421898966566483	-0.003240169430883	-1.0	False	-0.0294554173042334	0.0001548864024182	False	30.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	1	131	43	64	0.671875	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Chl1_chr6_103645688_+	ENSMUSG00000030077	0.0003578762118035	0.0055126580931211	2.0	True	0.0522998333550419	NA	0.0267103151014959	-0.0013969450286688	-1.0	False	0.0012202545071417	-0.0016818709085199	False	261.99	6.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	1	131	43	65	0.6615384615384615	NA
Paired junction CLR	cell_type__EX_cortical__EX_thalamus	EX_cortical	EX_thalamus	Stim2_chr5_54267878_+	ENSMUSG00000039156	0.0004463939556446	0.0055048168911163	2.0	True	0.0399758944309252	NA	0.0923136498809387	0.0036903207221738	1.0	True	NA	0.0077394065008565	NA	27.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	1	131	44	66	0.6666666666666666	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_pyramidal	EX_cortical	EX_hippocampus_pyramidal	Prrc2b_chr2_32120622_+	ENSMUSG00000039262	0.0004802316174424	0.0049922632399308	2.0	True	0.0103751742326068	NA	0.1085370889422359	-0.0011260912084756	-1.0	False	0.0004383528290747	-0.0017952064411978	False	34.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	1	131	44	67	0.6567164179104478	NA
Paired junction CLR	cell_type__EX_cortical__EX_hippocampus_granule	EX_cortical	EX_hippocampus_granule	Bag6_chr17_35358210_+	ENSMUSG00000024392	0.0004945969587417	0.0054852975372594	2.0	True	0.0605415468967946	NA	0.0324608992153034	-0.0019652330521554	-1.0	False	-0.0017894201587379	-0.0029614989359731	False	590.1800000000001	175.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	1	131	44	68	0.6470588235294118	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Dctn1_chr6_83174472_+	ENSMUSG00000031865	0.0004946145875191	0.0071172435909335	2.0	True	0.0710429242080414	NA	0.4003343279054946	-0.0284409213152672	-1.0	False	NA	-0.0220759001734397	NA	196.31	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	1	131	44	69	0.6376811594202898	NA
Paired junction CLR	cell_type__EX_cerebellum_granule__EX_cortical	EX_cerebellum_granule	EX_cortical	Rab6a_chr7_100280948_+	ENSMUSG00000030704	0.0005089434181355	0.0072755623800401	2.0	True	0.0285759124716222	NA	3.66591751963436e-05	1.0475693816925794e-06	0.9999999999999998	True	0.0004140152967119	-1.8941721136169192e-05	False	1301.34	58.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	1	131	45	70	0.6428571428571429	NA
Paired junction CLR	cell_type__ASC__EX_cortical	ASC	EX_cortical	Bag6_chr17_35358210_+	ENSMUSG00000024392	0.000559717431156	0.0052763657449821	2.0	True	0.0247886941046574	NA	0.1319432509835222	-0.0032707008878045	-1.0	False	-0.0050064112725426	-0.0016664196692024	False	550.4	270.20000000000005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	1	131	45	71	0.6338028169014085	NA
Paired junction CLR	cell_type__EX_cortical__INH_medium_spiny	EX_cortical	INH_medium_spiny	Mink1_chr11_70495009_+	ENSMUSG00000020827	0.0005625072356738	0.005305149368729	2.0	True	0.0257231021754749	NA	0.0401516391047287	0.0010328247152037	1.0	True	0.0009777171613545	0.0010550842094696	True	305.85	71.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72	1	131	46	72	0.6388888888888888	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Rab6a_chr7_100280948_+	ENSMUSG00000030704	0.0005881611448079	0.0061687650690997	2.0	True	0.0671581277149359	NA	0.6096252906120511	0.040941293125179	1.0000000000000002	True	0.0428669779864097	0.0392824770344832	True	3008.44	1392.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73	1	131	47	73	0.6438356164383562	NA
Paired junction CLR	cell_type__EX_cortical__ODC	EX_cortical	ODC	Dip2b_chr15_100055050_+	ENSMUSG00000023026	0.0006617568503224	0.0068022771309119	2.0	True	0.127739894576204	NA	0.4106994351644858	0.0524627025504179	1.0000000000000002	True	0.0636454017034085	0.0373168966138401	True	32.51	14.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	1	131	48	74	0.6486486486486487	NA
