Name Chr Start End INHmediumspiny_polydT_0 INHmediumspiny_randomhexamer_0 INHmidbrain_polydT_0 INHmidbrain_randomhexamer_0
chr2:25184475-25184477 chr2 25184475 25184477 0.0 40.49459041731066 0.0 0.0
chr2:25184475-25184478 chr2 25184475 25184478 71.71561051004636 0.0 0.0 0.0
chr2:25184477-25184478 chr2 25184477 25184478 0.0 40.80370942812983 0.0 0.0
chr2:25184478-25184479 chr2 25184478 25184479 0.0 39.876352395672335 0.0 0.0
chr2:25184478-25184480 chr2 25184478 25184480 72.02472952086553 0.0 0.0 0.0
chr2:25184479-25184481 chr2 25184479 25184481 0.0 38.639876352395675 0.0 14.528593508500773
chr2:25184480-25184482 chr2 25184480 25184482 73.87944358578052 0.0 0.0 0.0
chr2:25184481-25184482 chr2 25184481 25184482 0.0 38.33075734157651 0.0 0.0
chr2:25184481-25184483 chr2 25184481 25184483 0.0 0.0 0.0 14.219474497681608
chr2:25184482-25184484 chr2 25184482 25184484 0.0 38.639876352395675 0.0 0.0
chr2:25184482-25184485 chr2 25184482 25184485 74.49768160741885 0.0 0.0 0.0
chr2:25184483-25184486 chr2 25184483 25184486 0.0 0.0 0.0 13.910355486862441
chr2:25184484-25184487 chr2 25184484 25184487 0.0 38.948995363214834 0.0 0.0
chr2:25184485-25184486 chr2 25184485 25184486 74.80680061823801 0.0 0.0 0.0
chr2:25184486-25184487 chr2 25184486 25184487 75.11591962905719 0.0 0.0 0.0
chr2:25184486-25184490 chr2 25184486 25184490 0.0 0.0 0.0 14.528593508500773
chr2:25184487-25184488 chr2 25184487 25184488 76.35239567233384 38.639876352395675 0.0 0.0
chr2:25184488-25184489 chr2 25184488 25184489 77.58887171561051 38.948995363214834 0.0 0.0
chr2:25184489-25184491 chr2 25184489 25184491 78.20710973724884 0.0 0.0 0.0
chr2:25184489-25184492 chr2 25184489 25184492 0.0 39.258114374034 0.0 0.0
chr2:25184490-25184491 chr2 25184490 25184491 0.0 0.0 0.0 13.910355486862441
chr2:25184491-25184492 chr2 25184491 25184492 78.516228748068 0.0 0.0 0.0
chr2:25184491-25184498 chr2 25184491 25184498 0.0 0.0 0.0 14.219474497681608
chr2:25184492-25184493 chr2 25184492 25184493 80.370942812983 39.876352395672335 0.0 0.0
chr2:25184493-25184494 chr2 25184493 25184494 80.98918083462132 39.56723338485317 0.0 0.0
chr2:25184494-25184495 chr2 25184494 25184495 82.53477588871715 41.112828438948995 0.0 0.0
chr2:25184494-25184496 chr2 25184494 25184496 0.0 0.0 9.891808346213292 0.0
chr2:25184495-25184496 chr2 25184495 25184496 0.0 41.42194744976816 0.0 0.0
chr2:25184495-25184497 chr2 25184495 25184497 83.15301391035548 0.0 0.0 0.0
chr2:25184496-25184497 chr2 25184496 25184497 0.0 42.04018547140649 0.0 0.0
chr2:25184496-25184500 chr2 25184496 25184500 0.0 0.0 10.200927357032457 0.0
chr2:25184497-25184499 chr2 25184497 25184499 82.84389489953632 42.349304482225655 0.0 0.0
chr2:25184498-25184500 chr2 25184498 25184500 0.0 0.0 0.0 13.910355486862441
chr2:25184499-25184500 chr2 25184499 25184500 83.15301391035548 41.73106646058733 0.0 0.0
chr2:25184500-25184501 chr2 25184500 25184501 83.46213292117466 41.42194744976816 10.819165378670789 0.0
chr2:25184500-25184503 chr2 25184500 25184503 0.0 0.0 0.0 14.219474497681608
chr2:25184501-25184503 chr2 25184501 25184503 83.77125193199382 41.73106646058733 11.128284389489954 0.0
chr2:25184503-25184504 chr2 25184503 25184504 84.69860896445131 41.42194744976816 0.0 0.0
chr2:25184503-25184506 chr2 25184503 25184506 0.0 0.0 0.0 14.837712519319938
chr2:25184503-25184519 chr2 25184503 25184519 0.0 0.0 11.437403400309119 0.0
chr2:25184504-25184505 chr2 25184504 25184505 85.00772797527048 39.876352395672335 0.0 0.0
chr2:25184505-25184506 chr2 25184505 25184506 0.0 40.1854714064915 0.0 0.0
chr2:25184505-25184507 chr2 25184505 25184507 85.31684698608964 0.0 0.0 0.0
chr2:25184506-25184508 chr2 25184506 25184508 0.0 38.948995363214834 0.0 0.0
chr2:25184506-25184512 chr2 25184506 25184512 0.0 0.0 0.0 14.528593508500773
chr2:25184507-25184510 chr2 25184507 25184510 86.24420401854714 0.0 0.0 0.0
chr2:25184508-25184511 chr2 25184508 25184511 0.0 38.33075734157651 0.0 0.0
chr2:25184510-25184514 chr2 25184510 25184514 86.86244204018547 0.0 0.0 0.0
chr2:25184511-25184512 chr2 25184511 25184512 0.0 38.948995363214834 0.0 0.0
chr2:25184512-25184514 chr2 25184512 25184514 0.0 39.258114374034 0.0 0.0
chr2:25184512-25184517 chr2 25184512 25184517 0.0 0.0 0.0 15.455950540958268
chr2:25184514-25184515 chr2 25184514 25184515 86.24420401854714 39.56723338485317 0.0 0.0
chr2:25184515-25184518 chr2 25184515 25184518 86.55332302936631 0.0 0.0 0.0
chr2:25184515-25184519 chr2 25184515 25184519 0.0 40.49459041731066 0.0 0.0
chr2:25184517-25184520 chr2 25184517 25184520 0.0 0.0 0.0 15.765069551777435
chr2:25184518-25184519 chr2 25184518 25184519 85.93508500772798 0.0 0.0 0.0
chr2:25184519-25184520 chr2 25184519 25184520 89.95363214837712 0.0 0.0 0.0
chr2:25184519-25184521 chr2 25184519 25184521 0.0 40.1854714064915 0.0 0.0
chr2:25184519-25184529 chr2 25184519 25184529 0.0 0.0 11.746522411128284 0.0
chr2:25184520-25184521 chr2 25184520 25184521 91.19010819165379 0.0 0.0 16.0741885625966
chr2:25184521-25184522 chr2 25184521 25184522 91.49922720247295 0.0 0.0 0.0
chr2:25184521-25184523 chr2 25184521 25184523 0.0 0.0 0.0 16.383307573415763
chr2:25184521-25184524 chr2 25184521 25184524 0.0 40.49459041731066 0.0 0.0
chr2:25184522-25184523 chr2 25184522 25184523 91.19010819165379 0.0 0.0 0.0
chr2:25184523-25184524 chr2 25184523 25184524 91.80834621329211 0.0 0.0 0.0
chr2:25184523-25184528 chr2 25184523 25184528 0.0 0.0 0.0 16.69242658423493
chr2:25184524-25184525 chr2 25184524 25184525 0.0 40.80370942812983 0.0 0.0
chr2:25184524-25184528 chr2 25184524 25184528 91.49922720247295 0.0 0.0 0.0
chr2:25184525-25184527 chr2 25184525 25184527 0.0 41.112828438948995 0.0 0.0
chr2:25184527-25184528 chr2 25184527 25184528 0.0 40.80370942812983 0.0 0.0
chr2:25184528-25184529 chr2 25184528 25184529 89.33539412673879 0.0 0.0 15.765069551777435
chr2:25184528-25184531 chr2 25184528 25184531 0.0 39.876352395672335 0.0 0.0
chr2:25184529-25184530 chr2 25184529 25184530 89.95363214837712 0.0 0.0 0.0
chr2:25184529-25184531 chr2 25184529 25184531 0.0 0.0 0.0 16.0741885625966
chr2:25184529-25184538 chr2 25184529 25184538 0.0 0.0 12.055641421947449 0.0
chr2:25184530-25184531 chr2 25184530 25184531 89.33539412673879 0.0 0.0 0.0
chr2:25184531-25184532 chr2 25184531 25184532 0.0 40.1854714064915 0.0 0.0
chr2:25184531-25184534 chr2 25184531 25184534 88.71715610510046 0.0 0.0 0.0
chr2:25184531-25184536 chr2 25184531 25184536 0.0 0.0 0.0 15.765069551777435
chr2:25184532-25184533 chr2 25184532 25184533 0.0 40.49459041731066 0.0 0.0
chr2:25184533-25184536 chr2 25184533 25184536 0.0 41.112828438948995 0.0 0.0
chr2:25184534-25184535 chr2 25184534 25184535 89.64451313755796 0.0 0.0 0.0
chr2:25184535-25184536 chr2 25184535 25184536 91.80834621329211 0.0 0.0 0.0
chr2:25184536-25184537 chr2 25184536 25184537 0.0 41.42194744976816 0.0 15.146831530139103
chr2:25184536-25184538 chr2 25184536 25184538 92.73570324574962 0.0 0.0 0.0
chr2:25184537-25184538 chr2 25184537 25184538 0.0 0.0 0.0 15.455950540958268
chr2:25184537-25184539 chr2 25184537 25184539 0.0 40.49459041731066 0.0 0.0
chr2:25184538-25184539 chr2 25184538 25184539 93.35394126738794 0.0 12.364760432766616 16.0741885625966
chr2:25184539-25184540 chr2 25184539 25184540 95.5177743431221 41.112828438948995 0.0 0.0
chr2:25184539-25184542 chr2 25184539 25184542 0.0 0.0 12.673879443585781 0.0
chr2:25184539-25184543 chr2 25184539 25184543 0.0 0.0 0.0 16.383307573415763
chr2:25184540-25184541 chr2 25184540 25184541 95.20865533230294 42.349304482225655 0.0 0.0
chr2:25184541-25184542 chr2 25184541 25184542 96.44513137557959 42.65842349304482 0.0 0.0
chr2:25184542-25184543 chr2 25184542 25184543 96.13601236476043 42.04018547140649 12.364760432766616 0.0
chr2:25184543-25184544 chr2 25184543 25184544 98.91808346213293 42.96754250386399 13.910355486862441 0.0
chr2:25184543-25184545 chr2 25184543 25184545 0.0 0.0 0.0 17.001545595054097
chr2:25184544-25184545 chr2 25184544 25184545 102.31839258114374 44.20401854714065 14.219474497681608 0.0
chr2:25184545-25184546 chr2 25184545 25184546 106.02782071097373 45.13137557959814 14.528593508500773 17.31066460587326
chr2:25184546-25184547 chr2 25184546 25184547 110.97372488408037 46.986089644513136 15.146831530139103 17.92890262751159
chr2:25184547-25184548 chr2 25184547 25184548 113.13755795981453 47.60432766615147 16.0741885625966 18.547140649149924
chr2:25184548-25184549 chr2 25184548 25184549 134.46676970633695 0.0 0.0 0.0
chr2:25184548-25184550 chr2 25184548 25184550 0.0 0.0 0.0 20.71097372488408
chr2:25184548-25184551 chr2 25184548 25184551 0.0 55.332302936630605 0.0 0.0
chr2:25184548-25184555 chr2 25184548 25184555 0.0 0.0 19.474497681607417 0.0
chr2:25184549-25184551 chr2 25184549 25184551 133.8485316846986 0.0 0.0 0.0
chr2:25184550-25184551 chr2 25184550 25184551 0.0 0.0 0.0 20.401854714064914
chr2:25184551-25184552 chr2 25184551 25184552 133.53941267387944 0.0 0.0 0.0
chr2:25184551-25184555 chr2 25184551 25184555 0.0 55.95054095826893 0.0 0.0
chr2:25184551-25184557 chr2 25184551 25184557 0.0 0.0 0.0 20.09273570324575
chr2:25184552-25184553 chr2 25184552 25184553 133.8485316846986 0.0 0.0 0.0
chr2:25184553-25184554 chr2 25184553 25184554 133.23029366306028 0.0 0.0 0.0
chr2:25184554-25184556 chr2 25184554 25184556 133.8485316846986 0.0 0.0 0.0
chr2:25184555-25184556 chr2 25184555 25184556 0.0 56.568778979907265 0.0 0.0
chr2:25184555-25184561 chr2 25184555 25184561 0.0 0.0 20.09273570324575 0.0
chr2:25184556-25184557 chr2 25184556 25184557 133.53941267387944 56.87789799072643 0.0 0.0
chr2:25184557-25184558 chr2 25184557 25184558 132.61205564142193 56.568778979907265 0.0 0.0
chr2:25184557-25184559 chr2 25184557 25184559 0.0 0.0 0.0 20.401854714064914
chr2:25184558-25184559 chr2 25184558 25184559 0.0 56.2596599690881 0.0 0.0
chr2:25184558-25184560 chr2 25184558 25184560 131.68469860896445 0.0 0.0 0.0
chr2:25184559-25184561 chr2 25184559 25184561 0.0 55.641421947449764 0.0 20.09273570324575
chr2:25184560-25184561 chr2 25184560 25184561 131.3755795981453 0.0 0.0 0.0
chr2:25184561-25184562 chr2 25184561 25184562 2.1638330757341575 0.6182380216383307 0.0 0.0
chr2:25184562-25184563 chr2 25184562 25184563 1.545595054095827 0.0 0.0 0.0
chr2:25184562-25184572 chr2 25184562 25184572 0.0 0.3091190108191654 0.0 0.0
chr2:25184563-25184568 chr2 25184563 25184568 1.2364760432766615 0.0 0.0 0.0
chr2:25184568-25184572 chr2 25184568 25184572 0.9273570324574961 0.0 0.0 0.0
chr2:25184572-25184597 chr2 25184572 25184597 0.6182380216383307 0.0 0.0 0.0
chr2:25184597-25184598 chr2 25184597 25184598 0.3091190108191654 0.0 0.0 0.0
chr2:25184656-25184754 chr2 25184656 25184754 0.0 0.0 0.3091190108191654 0.0
chr2:25184710-25184814 chr2 25184710 25184814 0.0 0.0 0.0 0.3091190108191654
chr2:25185146-25185165 chr2 25185146 25185165 0.0 0.0 0.0 0.3091190108191654
chr2:25185497-25185530 chr2 25185497 25185530 0.3091190108191654 0.0 0.0 0.0
chr2:25185620-25185673 chr2 25185620 25185673 0.0 0.0 0.3091190108191654 0.0
chr2:25185803-25185804 chr2 25185803 25185804 0.0 0.3091190108191654 0.3091190108191654 0.3091190108191654
chr2:25185804-25185805 chr2 25185804 25185805 131.68469860896445 0.0 0.0 72.02472952086553
chr2:25185804-25185807 chr2 25185804 25185807 0.0 72.02472952086553 0.0 0.0
chr2:25185804-25185815 chr2 25185804 25185815 0.0 0.0 30.293663060278206 0.0
chr2:25185805-25185807 chr2 25185805 25185807 131.9938176197836 0.0 0.0 0.0
chr2:25185805-25185808 chr2 25185805 25185808 0.0 0.0 0.0 72.3338485316847
chr2:25185807-25185808 chr2 25185807 25185808 131.68469860896445 71.71561051004636 0.0 0.0
chr2:25185808-25185809 chr2 25185808 25185809 130.4482225656878 0.0 0.0 68.00618238021639
chr2:25185808-25185813 chr2 25185808 25185813 0.0 68.31530139103555 0.0 0.0
chr2:25185809-25185810 chr2 25185809 25185810 130.13910355486863 0.0 0.0 67.69706336939721
chr2:25185810-25185811 chr2 25185810 25185811 0.0 0.0 0.0 66.46058732612056
chr2:25185810-25185813 chr2 25185810 25185813 129.82998454404947 0.0 0.0 0.0
chr2:25185811-25185812 chr2 25185811 25185812 0.0 0.0 0.0 65.84234930448223
chr2:25185812-25185815 chr2 25185812 25185815 0.0 0.0 0.0 65.53323029366305
chr2:25185813-25185814 chr2 25185813 25185814 0.0 68.00618238021639 0.0 0.0
chr2:25185813-25185815 chr2 25185813 25185815 130.13910355486863 0.0 0.0 0.0
chr2:25185814-25185815 chr2 25185814 25185815 0.0 68.31530139103555 0.0 0.0
chr2:25185815-25185816 chr2 25185815 25185816 130.4482225656878 0.0 0.0 0.0
chr2:25185815-25185817 chr2 25185815 25185817 0.0 0.0 29.984544049459043 0.0
chr2:25185815-25185818 chr2 25185815 25185818 0.0 68.00618238021639 0.0 66.15146831530139
chr2:25185816-25185818 chr2 25185816 25185818 129.82998454404947 0.0 0.0 0.0
chr2:25185817-25185824 chr2 25185817 25185824 0.0 0.0 30.293663060278206 0.0
chr2:25185818-25185819 chr2 25185818 25185819 127.6661514683153 0.0 0.0 65.53323029366305
chr2:25185818-25185821 chr2 25185818 25185821 0.0 67.69706336939721 0.0 0.0
chr2:25185819-25185820 chr2 25185819 25185820 127.35703245749613 0.0 0.0 64.60587326120556
chr2:25185820-25185821 chr2 25185820 25185821 127.6661514683153 0.0 0.0 65.53323029366305
chr2:25185821-25185822 chr2 25185821 25185822 125.50231839258115 65.53323029366305 0.0 62.442040185471406
chr2:25185822-25185823 chr2 25185822 25185823 126.12055641421948 64.91499227202473 0.0 61.82380216383307
chr2:25185823-25185824 chr2 25185823 25185824 125.50231839258115 64.60587326120556 0.0 61.205564142194746
chr2:25185824-25185825 chr2 25185824 25185825 123.95672333848532 0.0 0.0 60.89644513137558
chr2:25185824-25185827 chr2 25185824 25185827 0.0 0.0 30.602782071097373 0.0
chr2:25185824-25185829 chr2 25185824 25185829 0.0 61.51468315301391 0.0 0.0
chr2:25185825-25185826 chr2 25185825 25185826 0.0 0.0 0.0 60.278207109737245
chr2:25185825-25185829 chr2 25185825 25185829 123.33848531684698 0.0 0.0 0.0
chr2:25185826-25185827 chr2 25185826 25185827 0.0 0.0 0.0 60.58732612055641
chr2:25185827-25185828 chr2 25185827 25185828 0.0 0.0 30.911901081916536 60.89644513137558
chr2:25185828-25185829 chr2 25185828 25185829 0.0 0.0 31.221020092735703 61.205564142194746
chr2:25185829-25185830 chr2 25185829 25185830 0.0 0.0 0.0 58.11437403400309
chr2:25185829-25185831 chr2 25185829 25185831 122.72024729520865 59.969088098918085 31.53013910355487 0.0
chr2:25185830-25185831 chr2 25185830 25185831 0.0 0.0 0.0 57.805255023183925
chr2:25185831-25185832 chr2 25185831 25185832 90.26275115919628 0.0 23.493044822256568 0.0
chr2:25185831-25185833 chr2 25185831 25185833 0.0 49.1499227202473 0.0 0.0
chr2:25185831-25185834 chr2 25185831 25185834 0.0 0.0 0.0 43.585780525502315
chr2:25185832-25185833 chr2 25185832 25185833 89.95363214837712 0.0 23.802163833075735 0.0
chr2:25185833-25185834 chr2 25185833 25185834 90.26275115919628 49.45904173106646 0.0 0.0
chr2:25185833-25185837 chr2 25185833 25185837 0.0 0.0 24.111282843894898 0.0
chr2:25185834-25185835 chr2 25185834 25185835 89.95363214837712 0.0 0.0 43.276661514683155
chr2:25185834-25185836 chr2 25185834 25185836 0.0 49.1499227202473 0.0 0.0
chr2:25185835-25185836 chr2 25185835 25185836 0.0 0.0 0.0 42.65842349304482
chr2:25185835-25185837 chr2 25185835 25185837 90.26275115919628 0.0 0.0 0.0
chr2:25185836-25185837 chr2 25185836 25185837 0.0 48.53168469860896 0.0 42.349304482225655
chr2:25185837-25185838 chr2 25185837 25185838 88.4080370942813 0.0 0.0 40.1854714064915
chr2:25185837-25185840 chr2 25185837 25185840 0.0 48.222565687789796 0.0 0.0
chr2:25185837-25185846 chr2 25185837 25185846 0.0 0.0 23.802163833075735 0.0
chr2:25185838-25185839 chr2 25185838 25185839 89.02627511591963 0.0 0.0 0.0
chr2:25185838-25185841 chr2 25185838 25185841 0.0 0.0 0.0 40.49459041731066
chr2:25185839-25185842 chr2 25185839 25185842 88.71715610510046 0.0 0.0 0.0
chr2:25185840-25185841 chr2 25185840 25185841 0.0 48.53168469860896 0.0 0.0
chr2:25185841-25185842 chr2 25185841 25185842 0.0 48.84080370942813 0.0 40.80370942812983
chr2:25185842-25185843 chr2 25185842 25185843 0.0 49.1499227202473 0.0 0.0
chr2:25185842-25185844 chr2 25185842 25185844 87.78979907264296 0.0 0.0 41.112828438948995
chr2:25185843-25185845 chr2 25185843 25185845 0.0 48.53168469860896 0.0 0.0
chr2:25185844-25185845 chr2 25185844 25185845 0.0 0.0 0.0 40.80370942812983
chr2:25185844-25185846 chr2 25185844 25185846 86.86244204018547 0.0 0.0 0.0
chr2:25185845-25185846 chr2 25185845 25185846 0.0 48.222565687789796 0.0 41.112828438948995
chr2:25185846-25185847 chr2 25185846 25185847 87.4806800618238 0.0 0.0 40.80370942812983
chr2:25185846-25185848 chr2 25185846 25185848 0.0 0.0 24.111282843894898 0.0
chr2:25185846-25185849 chr2 25185846 25185849 0.0 47.913446676970636 0.0 0.0
chr2:25185847-25185849 chr2 25185847 25185849 0.0 0.0 0.0 40.49459041731066
chr2:25185847-25185850 chr2 25185847 25185850 87.17156105100463 0.0 0.0 0.0
chr2:25185848-25185854 chr2 25185848 25185854 0.0 0.0 24.72952086553323 0.0
chr2:25185849-25185850 chr2 25185849 25185850 0.0 48.222565687789796 0.0 40.80370942812983
chr2:25185850-25185851 chr2 25185850 25185851 87.78979907264296 0.0 0.0 41.112828438948995
chr2:25185850-25185853 chr2 25185850 25185853 0.0 46.986089644513136 0.0 0.0
chr2:25185851-25185852 chr2 25185851 25185852 88.09891808346214 0.0 0.0 0.0
chr2:25185851-25185853 chr2 25185851 25185853 0.0 0.0 0.0 41.42194744976816
chr2:25185852-25185858 chr2 25185852 25185858 87.78979907264296 0.0 0.0 0.0
chr2:25185853-25185855 chr2 25185853 25185855 0.0 46.67697063369397 0.0 0.0
chr2:25185853-25185858 chr2 25185853 25185858 0.0 0.0 0.0 41.112828438948995
chr2:25185854-25185855 chr2 25185854 25185855 0.0 0.0 25.038639876352395 0.0
chr2:25185855-25185856 chr2 25185855 25185856 0.0 46.05873261205564 0.0 0.0
chr2:25185855-25185857 chr2 25185855 25185857 0.0 0.0 25.347758887171562 0.0
chr2:25185856-25185857 chr2 25185856 25185857 0.0 46.36785162287481 0.0 0.0
chr2:25185857-25185858 chr2 25185857 25185858 0.0 46.67697063369397 25.656877897990725 0.0
chr2:25185858-25185859 chr2 25185858 25185859 87.4806800618238 46.36785162287481 0.0 40.80370942812983
chr2:25185858-25185860 chr2 25185858 25185860 0.0 0.0 25.965996908809892 0.0
chr2:25185859-25185860 chr2 25185859 25185860 88.09891808346214 46.05873261205564 0.0 41.112828438948995
chr2:25185860-25185861 chr2 25185860 25185861 86.55332302936631 45.13137557959814 0.0 39.258114374034
chr2:25185860-25185863 chr2 25185860 25185863 0.0 0.0 25.656877897990725 0.0
chr2:25185861-25185862 chr2 25185861 25185862 85.93508500772798 43.276661514683155 0.0 0.0
chr2:25185861-25185863 chr2 25185861 25185863 0.0 0.0 0.0 38.02163833075734
chr2:25185862-25185863 chr2 25185862 25185863 83.15301391035548 41.42194744976816 0.0 0.0
chr2:25185863-25185864 chr2 25185863 25185864 83.46213292117466 40.80370942812983 24.72952086553323 37.712519319938174
chr2:25185864-25185865 chr2 25185864 25185865 83.15301391035548 41.112828438948995 25.656877897990725 0.0
chr2:25185864-25185867 chr2 25185864 25185867 0.0 0.0 0.0 37.40340030911901
chr2:25185865-25185866 chr2 25185865 25185866 0.0 40.80370942812983 0.0 0.0
chr2:25185865-25185867 chr2 25185865 25185867 82.84389489953632 0.0 25.347758887171562 0.0
chr2:25185866-25185867 chr2 25185866 25185867 0.0 41.112828438948995 0.0 0.0
chr2:25185867-25185868 chr2 25185867 25185868 83.15301391035548 40.49459041731066 24.72952086553323 0.0
chr2:25185867-25185869 chr2 25185867 25185869 0.0 0.0 0.0 36.78516228748068
chr2:25185868-25185869 chr2 25185868 25185869 83.46213292117466 0.0 0.0 0.0
chr2:25185868-25185870 chr2 25185868 25185870 0.0 40.80370942812983 0.0 0.0
chr2:25185868-25185877 chr2 25185868 25185877 0.0 0.0 25.038639876352395 0.0
chr2:25185869-25185871 chr2 25185869 25185871 82.84389489953632 0.0 0.0 36.476043276661514
chr2:25185870-25185871 chr2 25185870 25185871 0.0 41.112828438948995 0.0 0.0
chr2:25185871-25185873 chr2 25185871 25185873 83.15301391035548 42.04018547140649 0.0 37.09428129829985
chr2:25185873-25185874 chr2 25185873 25185874 81.91653786707883 41.73106646058733 0.0 36.476043276661514
chr2:25185874-25185876 chr2 25185874 25185876 80.370942812983 42.04018547140649 0.0 0.0
chr2:25185874-25185877 chr2 25185874 25185877 0.0 0.0 0.0 36.16692426584235
chr2:25185876-25185877 chr2 25185876 25185877 79.75270479134467 41.73106646058733 0.0 0.0
chr2:25185877-25185878 chr2 25185877 25185878 80.06182380216383 41.42194744976816 25.347758887171562 36.476043276661514
chr2:25185878-25185879 chr2 25185878 25185879 0.0 0.0 25.656877897990725 36.78516228748068
chr2:25185878-25185880 chr2 25185878 25185880 80.68006182380216 0.0 0.0 0.0
chr2:25185878-25185881 chr2 25185878 25185881 0.0 41.73106646058733 0.0 0.0
chr2:25185879-25185880 chr2 25185879 25185880 0.0 0.0 25.965996908809892 0.0
chr2:25185879-25185882 chr2 25185879 25185882 0.0 0.0 0.0 36.476043276661514
chr2:25185880-25185881 chr2 25185880 25185881 81.91653786707883 0.0 0.0 0.0
chr2:25185880-25185882 chr2 25185880 25185882 0.0 0.0 26.584234930448222 0.0
chr2:25185881-25185882 chr2 25185881 25185882 80.98918083462132 41.42194744976816 0.0 0.0
chr2:25185882-25185883 chr2 25185882 25185883 0.0 0.0 26.89335394126739 36.16692426584235
chr2:25185882-25185884 chr2 25185882 25185884 78.82534775888718 0.0 0.0 0.0
chr2:25185882-25185886 chr2 25185882 25185886 0.0 41.112828438948995 0.0 0.0
chr2:25185883-25185884 chr2 25185883 25185884 0.0 0.0 27.202472952086552 35.85780525502318
chr2:25185884-25185885 chr2 25185884 25185885 77.89799072642967 0.0 0.0 34.62132921174652
chr2:25185884-25185891 chr2 25185884 25185891 0.0 0.0 26.89335394126739 0.0
chr2:25185885-25185886 chr2 25185885 25185886 78.20710973724884 0.0 0.0 34.93044822256569
chr2:25185886-25185887 chr2 25185886 25185887 77.89799072642967 40.80370942812983 0.0 0.0
chr2:25185886-25185888 chr2 25185886 25185888 0.0 0.0 0.0 35.239567233384854
chr2:25185887-25185888 chr2 25185887 25185888 77.58887171561051 41.112828438948995 0.0 0.0
chr2:25185888-25185889 chr2 25185888 25185889 77.89799072642967 0.0 0.0 35.54868624420402
chr2:25185888-25185891 chr2 25185888 25185891 0.0 42.04018547140649 0.0 0.0
chr2:25185889-25185890 chr2 25185889 25185890 77.27975270479135 0.0 0.0 0.0
chr2:25185889-25185892 chr2 25185889 25185892 0.0 0.0 0.0 35.239567233384854
chr2:25185890-25185891 chr2 25185890 25185891 77.58887171561051 0.0 0.0 0.0
chr2:25185891-25185892 chr2 25185891 25185892 0.0 41.42194744976816 0.0 0.0
chr2:25185891-25185893 chr2 25185891 25185893 77.27975270479135 0.0 26.584234930448222 0.0
chr2:25185892-25185893 chr2 25185892 25185893 0.0 42.04018547140649 0.0 35.54868624420402
chr2:25185893-25185894 chr2 25185893 25185894 77.58887171561051 41.73106646058733 0.0 35.85780525502318
chr2:25185893-25185895 chr2 25185893 25185895 0.0 0.0 27.51159196290572 0.0
chr2:25185894-25185895 chr2 25185894 25185895 77.27975270479135 41.42194744976816 0.0 35.54868624420402
chr2:25185895-25185896 chr2 25185895 25185896 78.20710973724884 41.73106646058733 0.0 36.16692426584235
chr2:25185895-25185897 chr2 25185895 25185897 0.0 0.0 27.202472952086552 0.0
chr2:25185896-25185897 chr2 25185896 25185897 79.13446676970634 41.42194744976816 0.0 36.476043276661514
chr2:25185897-25185898 chr2 25185897 25185898 77.89799072642967 40.80370942812983 26.89335394126739 35.85780525502318
chr2:25185898-25185899 chr2 25185898 25185899 0.0 0.0 0.0 35.54868624420402
chr2:25185898-25185900 chr2 25185898 25185900 0.0 0.0 26.584234930448222 0.0
chr2:25185898-25185902 chr2 25185898 25185902 77.58887171561051 40.49459041731066 0.0 0.0
chr2:25185899-25185900 chr2 25185899 25185900 0.0 0.0 0.0 35.85780525502318
chr2:25185900-25185902 chr2 25185900 25185902 0.0 0.0 0.0 36.16692426584235
chr2:25185900-25185904 chr2 25185900 25185904 0.0 0.0 27.202472952086552 0.0
chr2:25185902-25185903 chr2 25185902 25185903 0.0 0.0 0.0 36.476043276661514
chr2:25185902-25185904 chr2 25185902 25185904 0.0 41.112828438948995 0.0 0.0
chr2:25185902-25185905 chr2 25185902 25185905 77.27975270479135 0.0 0.0 0.0
chr2:25185903-25185905 chr2 25185903 25185905 0.0 0.0 0.0 36.78516228748068
chr2:25185904-25185905 chr2 25185904 25185905 0.0 41.42194744976816 26.89335394126739 0.0
chr2:25185905-25185906 chr2 25185905 25185906 0.0 41.73106646058733 0.0 37.40340030911901
chr2:25185905-25185907 chr2 25185905 25185907 77.58887171561051 0.0 0.0 0.0
chr2:25185905-25185908 chr2 25185905 25185908 0.0 0.0 27.202472952086552 0.0
chr2:25185906-25185907 chr2 25185906 25185907 0.0 41.42194744976816 0.0 0.0
chr2:25185906-25185911 chr2 25185906 25185911 0.0 0.0 0.0 36.78516228748068
chr2:25185907-25185909 chr2 25185907 25185909 77.27975270479135 0.0 0.0 0.0
chr2:25185907-25185910 chr2 25185907 25185910 0.0 41.112828438948995 0.0 0.0
chr2:25185908-25185913 chr2 25185908 25185913 0.0 0.0 26.89335394126739 0.0
chr2:25185909-25185910 chr2 25185909 25185910 76.35239567233384 0.0 0.0 0.0
chr2:25185910-25185911 chr2 25185910 25185911 75.73415765069552 0.0 0.0 0.0
chr2:25185910-25185912 chr2 25185910 25185912 0.0 40.80370942812983 0.0 0.0
chr2:25185911-25185912 chr2 25185911 25185912 0.0 0.0 0.0 36.476043276661514
chr2:25185911-25185913 chr2 25185911 25185913 75.42503863987635 0.0 0.0 0.0
chr2:25185912-25185913 chr2 25185912 25185913 0.0 40.49459041731066 0.0 0.0
chr2:25185912-25185914 chr2 25185912 25185914 0.0 0.0 0.0 36.16692426584235
chr2:25185913-25185914 chr2 25185913 25185914 76.04327666151468 0.0 0.0 0.0
