test_id	path_number	path	min_usage	max_usage	usage_span	min_cell_type	max_cell_type	n_dominant_paths	block_id	gene_id	gene_name	event_type	event_components	chromosome	strand	left_anchor	right_anchor	n_tested_paths	tested_path_signatures	n_test_levels	statistic	empirical_p_value	fdr	dominant_path_switch
ENSMUSG00000024163.18:B1	3	Path 3	0.6280387547831939	0.8257725447362052	0.19773378995301127	INH_midbrain	EX_cortical	1	ENSMUSG00000024163.18:B1	ENSMUSG00000024163.18	Mapk8ip3	alternative first region	alternative acceptor; cassette exon	chr17	-	[25155510, 25155868]		4	[[], [[25155868, 25155886]], [[25155868, 25155942]], [[25155868, 25155951]]]	6	128.08366864300916	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000040479.13:B1	4	Path 4	0.02995170982597155	0.22751783859937513	0.19756612877340357	EX_hippocampus_pyramidal	INH_medium_spiny	1	ENSMUSG00000040479.13:B1	ENSMUSG00000040479.13	Dgkz	alternative first region	mutually exclusive exons	chr2	-	[91775105, 91775214]		4	[[[91780565, 91780772], [91775518, 91776269]], [[91793630, 91794002]], [[91795764, 91795945]], [[91805911, 91806209]]]	6	64.1622452595807	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000025326.13:B1	1	Path 1	0.5256911688463248	0.7222450733159974	0.19655390446967258	EX_cerebellum_granule	EX_cortical	1	ENSMUSG00000025326.13:B1	ENSMUSG00000025326.13	Ube3a	alternative first region	cassette exon	chr7	+		[58878549, 58879019]	2	[[], [[58878498, 58878549]]]	5	32.92173726293757	0.0001239925604463	0.0009589405456861	False
ENSMUSG00000000631.21:B5	6	Path 6	0.470684471376501	0.6666561187069651	0.19597164733046407	EX_cerebellum_granule	INH_midbrain	1	ENSMUSG00000000631.21:B5	ENSMUSG00000000631.21	Myo18a	alternative last region	alternative donor; cassette exon	chr11	+	[77755516, 77755663]		6	[[], [[77755663, 77755674]], [[77755663, 77755882]], [[77755663, 77755935]], [[77755663, 77756663]], [[77755663, 77756806]]]	4	68.98789978669726	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000024743.17:B2	4	Path 4	0.7119191855095343	0.9071593622664423	0.19524017675690808	EX_cerebellum_granule	EX_thalamus	1	ENSMUSG00000024743.17:B2	ENSMUSG00000024743.17	Syt7	compound internal	cassette exon; multi-exon skipping	chr19	+	[10395326, 10395406]	[10412913, 10413049]	5	[[], [[10399120, 10399252]], [[10399120, 10399252], [10400148, 10400376], [10403662, 10404031], [10407701, 10407824]], [[10399120, 10399252], [10403662, 10404031], [10407701, 10407824]], [[10403662, 10404031], [10407701, 10407824]]]	8	216.95296862824776	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000022521.11:B1	1	Path 1	0.09367219616329905	0.2887767718681144	0.19510457570481535	EX_cortical	EX_cerebellum_granule	1	ENSMUSG00000022521.11:B1	ENSMUSG00000022521.11	Crebbp	alternative first region	cassette exon	chr16	-	[4031002, 4031277]		2	[[], [[4031277, 4031861]]]	7	54.72297896848003	0.000223164472216	0.0010655654826185	False
ENSMUSG00000026825.18:B1	1	Path 1	0.18686788541838195	0.3818081560272797	0.19494027060889774	EX_cortical	EX_hippocampus_granule	1	ENSMUSG00000026825.18:B1	ENSMUSG00000026825.18	Dnm1	alternative first region	alternative acceptor	chr2	-	[32243060, 32243246]		2	[[[32243246, 32243296]], [[32243246, 32243302]]]	7	39.010999322729056	0.000223164472216	0.0010655654826185	False
ENSMUSG00000032549.8:B1	2	Path 2	0.1416027946187467	0.33642099181475627	0.19481819719600957	EX_cerebellum_granule	EX_hippocampus_granule	1	ENSMUSG00000032549.8:B1	ENSMUSG00000032549.8	Rab6b	alternative first region	cassette exon	chr9	+		[102989005, 102989425]	2	[[], [[102988985, 102989005]]]	9	67.34531547008719	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000032405.11:B1	1	Path 1	0.6480603852047692	0.8422889849318372	0.19422859972706807	INH_midbrain	INH_migrating_interneuron	1	ENSMUSG00000032405.11:B1	ENSMUSG00000032405.11	Pias1	alternative first region	cassette exon	chr9	-	[62888129, 62888161]		2	[[], [[62888161, 62888165]]]	5	15.75367112615074	0.0028518288902665	0.0088986463664943	False
ENSMUSG00000040479.13:B2	2	Path 2	0.039827167142001074	0.2340505740866395	0.19422340694463844	EX_hippocampus_pyramidal	INH_medium_spiny	1	ENSMUSG00000040479.13:B2	ENSMUSG00000040479.13	Dgkz	alternative last region	alternative donor; cassette exon	chr2	-		[91763171, 91763870]	3	[[], [[91763168, 91763171]], [[91763170, 91763171]]]	6	46.32502919113575	0.0003810612555968	0.0017268959191296	False
ENSMUSG00000035901.15:B1	1	Path 1	0.6567667521094995	0.8500987494953679	0.19333199738586837	ASC	EX_cerebellum_granule	1	ENSMUSG00000035901.15:B1	ENSMUSG00000035901.15	Dennd5a	alternative first region	cassette exon	chr7	-	[109559280, 109559607]		2	[[], [[109559607, 109559677]]]	7	38.05785674252914	0.000223164472216	0.0010655654826185	False
ENSMUSG00000039686.15:B1	1	Path 1	0.6347748850066631	0.8279740110045074	0.19319912599784428	INH_medium_spiny	EX_cortical	1	ENSMUSG00000039686.15:B1	ENSMUSG00000039686.15	Zer1	alternative first region	cassette exon	chr2	-	[30014287, 30014466]		2	[[], [[30014466, 30014594]]]	4	17.377138085684773	0.0003779765654529	0.0017268959191296	False
ENSMUSG00000009394.14:B1	2	Path 2	0.11755889098951769	0.3102501592255301	0.19269126823601243	EX_thalamus	ASC	1	ENSMUSG00000009394.14:B1	ENSMUSG00000009394.14	Syn2	alternative first region	alternative acceptor	chr6	+		[115111910, 115112421]	2	[[[115111862, 115111910]], [[115111877, 115111910]]]	9	61.53102471990545	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000061603.9:B1	1	Path 1	0.6509206816624471	0.8434465052358607	0.19252582357341363	INH_midbrain	EX_cerebellum_granule	1	ENSMUSG00000061603.9:B1	ENSMUSG00000061603.9	Akap6	alternative first region	mutually exclusive exons	chr12	+		[52842619, 52842983]	2	[[[52746165, 52746225]], [[52842618, 52842619]]]	6	36.784429650865086	0.000197745699031	0.0010607984637779	False
ENSMUSG00000028782.15:B1	3	Path 3	0.5389112410195651	0.7302840826912448	0.19137284167167967	INH_midbrain	EX_cortical	1	ENSMUSG00000028782.15:B1	ENSMUSG00000028782.15	Adgrb2	alternative first region	cassette exon; multi-exon skipping	chr4	+		[129885861, 129886672]	3	[[], [[129878956, 129879100], [129885846, 129885861]], [[129885860, 129885861]]]	7	46.16055624360947	0.0005715918833952	0.0022572176149156	False
ENSMUSG00000028782.15:B3	2	Path 2	0.5389133566226911	0.7302853415729803	0.19137198495028918	INH_midbrain	EX_cortical	1	ENSMUSG00000028782.15:B3	ENSMUSG00000028782.15	Adgrb2	compound internal	cassette exon; mutually exclusive exons	chr4	+	[129908343, 129908429]	[129910854, 129911026]	3	[[], [[129908727, 129908826]], [[129910426, 129910489]]]	7	46.16588400914021	0.0005715918833952	0.0022572176149156	False
ENSMUSG00000021010.10:B3	2	Path 2	0.283346141949954	0.47353429049569146	0.19018814854573746	ASC	EX_cortical	1	ENSMUSG00000021010.10:B3	ENSMUSG00000021010.10	Npas3	cassette exon	cassette exon	chr12	+	[54112573, 54112689]	[54114520, 54115857]	2	[[], [[54112689, 54112698]]]	7	34.1237290062321	0.000223164472216	0.0010655654826185	False
ENSMUSG00000029635.16:B1	1	Path 1	0.28535011721352127	0.4744575988325649	0.18910748161904362	EX_cerebellum_granule	EX_thalamus	1	ENSMUSG00000029635.16:B1	ENSMUSG00000029635.16	Cdk8	alternative first region	cassette exon	chr5	+		[146168097, 146168144]	2	[[], [[146168059, 146168097]]]	12	35.78491536786162	0.0034295513003715	0.0102312074806728	False
ENSMUSG00000038914.16:B2	2	Path 2	0.5407827049249005	0.7293961669370385	0.1886134620121379	INH_migrating_interneuron	EX_cortical	1	ENSMUSG00000038914.16:B2	ENSMUSG00000038914.16	Dido1	alternative last region		chr2	-		[180325601, 180325821]	3	[[[180316760, 180317220], [180316483, 180316643], [180315267, 180315384], [180315023, 180315128], [180314075, 180314211], [180313184, 180313707], [180312653, 180312807], [180312057, 180312147], [180311005, 180311379]], [[180316760, 180317220], [180316483, 180316643], [180315267, 180315384], [180315023, 180315128], [180314075, 180314211], [180313184, 180313707], [180312653, 180312807], [180312057, 180312147], [180311183, 180311379], [180299756, 180304376]], [[180322850, 180325601]]]	3	15.695368506134518	0.0029758214507129	0.0091838055230915	False
ENSMUSG00000024743.17:B1	3	Path 3	0.7492464428783807	0.9350465404411604	0.1858000975627797	EX_cerebellum_granule	EX_thalamus	1	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+		[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	8	110.26053186924172	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000029673.20:B3	2	Path 2	0.7565471559716316	0.9409050513536794	0.18435789538204783	EX_cerebellum_granule	INH_migrating_interneuron	1	ENSMUSG00000029673.20:B3	ENSMUSG00000029673.20	Auts2	cassette exon	cassette exon	chr5	-	[131494869, 131494965]	[131501096, 131501317]	2	[[], [[131499251, 131499296]]]	8	63.36465003656728	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000024617.17:B1	1	Path 1	0.7724503798464561	0.9566503712746351	0.184199991428179	INH_midbrain	EX_cerebellum_granule	1	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+			3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	9	136.870983869018	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000024163.18:B4	2	Path 2	0.6710858235972088	0.8534623430296742	0.18237651943246536	ASC	EX_cortical	1	ENSMUSG00000024163.18:B4	ENSMUSG00000024163.18	Mapk8ip3	compound internal	cassette exon; mutually exclusive exons	chr17	-	[25126302, 25126360]	[25131721, 25131840]	3	[[[25128123, 25128135]], [[25128123, 25128135], [25127384, 25127402]], [[25131709, 25131721], [25127384, 25127402]]]	6	88.2219247941023	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000061689.16:B1	2	Path 2	0.1319339186730865	0.31288632661679266	0.18095240794370618	ASC	INH_migrating_interneuron	1	ENSMUSG00000061689.16:B1	ENSMUSG00000061689.16	Dlgap4	alternative first region	alternative acceptor; mutually exclusive exons	chr2	+		[156587754, 156588116]	4	[[[156542541, 156543594], [156546329, 156546574], [156547775, 156547890], [156548997, 156549048], [156552940, 156553181]], [[156562964, 156563007]], [[156562989, 156563007]], [[156563411, 156564022]]]	6	103.08894259060985	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000039585.16:B1	1	Path 1	0.0927759006123629	0.2731596781640251	0.18038377755166218	ODC	EX_cerebellum_granule	1	ENSMUSG00000039585.16:B1	ENSMUSG00000039585.16	Myo9a	cassette exon	cassette exon	chr9	+	[59781884, 59781966]	[59791762, 59791875]	2	[[], [[59782484, 59782697]]]	6	33.15457427878817	0.000197745699031	0.0010607984637779	False
ENSMUSG00000026131.21:B1	4	Path 4	0.46637155560910987	0.6465737031453058	0.18020214753619596	EX_hippocampus_granule	EX_cerebellum_granule	1	ENSMUSG00000026131.21:B1	ENSMUSG00000026131.21	Dst	whole-gene complex		chr1	+			6	[[[34044962, 34045089], [34045271, 34045479], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34176216]], [[34045206, 34045479], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34176217]], [[34050893, 34050996], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34174337], [34191282, 34191395], [34191493, 34191600], [34193593, 34193713], [34195679, 34195775], [34195861, 34195989], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34223096, 34223225], [34225042, 34225131], [34225899, 34226032], [34236281, 34236434], [34237598, 34237832], [34238372, 34238639], [34239950, 34240496], [34241525, 34241702], [34247634, 34247758], [34250234, 34250443], [34251302, 34251620], [34251982, 34252149], [34253614, 34253771], [34254566, 34254693], [34256890, 34256953], [34257415, 34257657], [34258476, 34258606], [34262884, 34263084], [34264589, 34265085], [34266855, 34268327], [34281699, 34281861], [34283424, 34283595], [34286729, 34286896], [34288559, 34288719], [34289690, 34289775], [34290776, 34291018], [34291891, 34292098], [34295312, 34295432], [34295622, 34295730], [34296802, 34297021], [34299244, 34299448], [34301100, 34301332], [34302344, 34302571], [34303605, 34303728], [34303830, 34303932], [34305937, 34306039], [34307309, 34307483], [34307815, 34307971], [34309908, 34310106], [34310435, 34310564], [34313248, 34313419], [34314285, 34314441], [34314753, 34314960], [34317100, 34317220], [34321503, 34321673], [34323339, 34323499], [34326267, 34326462], [34326971, 34327100], [34328604, 34328748], [34329439, 34329628], [34330867, 34330997], [34332400, 34332564], [34333464, 34333627], [34334234, 34334389], [34334542, 34334617], [34335822, 34335840], [34338801, 34338919], [34340941, 34341013], [34341910, 34342113], [34345608, 34345732], [34346410, 34347733]], [[34050905, 34050996], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34174337], [34191282, 34191395], [34191493, 34191600], [34193593, 34193713], [34195679, 34195775], [34195861, 34195989], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34223096, 34223225], [34225042, 34225131], [34225899, 34226032], [34227052, 34232344], [34232472, 34232622], [34233085, 34233301], [34233595, 34233745], [34234908, 34235142], [34236281, 34236434], [34237598, 34237832], [34238372, 34238639], [34239950, 34240496], [34241525, 34241702], [34247634, 34247758], [34250234, 34250443], [34251302, 34251620], [34251982, 34252149], [34253614, 34253771], [34254566, 34254693], [34256890, 34256953], [34257415, 34257657], [34258476, 34258606], [34262884, 34263084], [34264589, 34265085], [34266855, 34268327], [34281699, 34281861], [34283424, 34283595], [34286729, 34286896], [34288559, 34288719], [34289690, 34289775], [34290776, 34291018], [34291891, 34292098], [34295312, 34295432], [34295622, 34295730], [34296802, 34297021], [34299244, 34299448], [34301100, 34301332], [34302344, 34302571], [34303605, 34303728], [34303830, 34303932], [34305937, 34306039], [34307309, 34307483], [34307815, 34307971], [34309908, 34310106], [34310435, 34310564], [34313248, 34313419], [34314285, 34314441], [34314753, 34314960], [34317100, 34317220], [34321503, 34321673], [34323339, 34323499], [34326267, 34326462], [34326971, 34327100], [34328604, 34328748], [34329439, 34329628], [34330867, 34330997], [34332400, 34332564], [34333464, 34333627], [34334234, 34334389], [34334542, 34334617], [34334746, 34334764], [34338801, 34338919], [34341910, 34342113], [34342501, 34342612], [34345608, 34345732], [34346410, 34347731]], [[34050905, 34050996], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34174337], [34191282, 34191395], [34191493, 34191600], [34193593, 34193713], [34195679, 34195775], [34195861, 34195989], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34223096, 34223225], [34225042, 34225131], [34225899, 34226032], [34227052, 34232344], [34232472, 34232622], [34233085, 34233301], [34233595, 34233745], [34234908, 34235142], [34236281, 34236434], [34237598, 34237832], [34238372, 34238639], [34239950, 34240496], [34241525, 34241702], [34247634, 34247758], [34250234, 34250443], [34251302, 34251620], [34251982, 34252149], [34253614, 34253771], [34254566, 34254693], [34256890, 34256953], [34257415, 34257657], [34258476, 34258606], [34262884, 34263084], [34264589, 34265085], [34266855, 34268327], [34281699, 34281861], [34283424, 34283595], [34286729, 34286896], [34288559, 34288719], [34289690, 34289775], [34290776, 34291018], [34291891, 34292098], [34295312, 34295432], [34295622, 34295730], [34296802, 34297021], [34299244, 34299448], [34301100, 34301332], [34302344, 34302571], [34303605, 34303728], [34303830, 34303932], [34305937, 34306039], [34307309, 34307483], [34307815, 34307971], [34309908, 34310106], [34310435, 34310564], [34313248, 34313419], [34314285, 34314441], [34314753, 34314960], [34317100, 34317220], [34321503, 34321673], [34323339, 34323499], [34326267, 34326462], [34326971, 34327100], [34328604, 34328748], [34329439, 34329628], [34330867, 34330997], [34332400, 34332564], [34333464, 34333627], [34334234, 34334389], [34334542, 34334617], [34335822, 34335840], [34338801, 34338919], [34340941, 34341013], [34341910, 34342113], [34345608, 34345732], [34346410, 34347742]], [[34199410, 34199577], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34216876, 34219579], [34220215, 34222985]]]	12	577.0771946810371	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000029004.16:B1	2	Path 2	0.17653269917631798	0.355752983619812	0.17922028444349403	INH_medium_spiny	EX_hippocampus_pyramidal	1	ENSMUSG00000029004.16:B1	ENSMUSG00000029004.16	Kmt2e	alternative first region	cassette exon	chr5	+		[23639446, 23639781]	2	[[], [[23639438, 23639446]]]	9	77.8139579262116	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000024163.18:B2	2	Path 2	0.09381969631127896	0.2717729072476781	0.17795321093639915	EX_cortical	INH_midbrain	1	ENSMUSG00000024163.18:B2	ENSMUSG00000024163.18	Mapk8ip3	cassette exon	cassette exon	chr17	-	[25137061, 25137110]	[25142789, 25142881]	2	[[[25137110, 25137113]], [[25139445, 25139469], [25137110, 25137113]]]	6	46.12248340174234	0.000197745699031	0.0010607984637779	False
ENSMUSG00000038615.18:B1	6	Path 6	0.44293037811210006	0.6204265652064932	0.17749618709439313	INH_migrating_interneuron	EX_cerebellum_granule	1	ENSMUSG00000038615.18:B1	ENSMUSG00000038615.18	Nfe2l1	alternative first region	alternative acceptor; mutually exclusive exons	chr11	-	[96712929, 96713145]		6	[[[96714770, 96714839]], [[96714901, 96714953]], [[96718023, 96718545]], [[96718023, 96718781]], [[96720644, 96720794], [96718023, 96719049]], [[96720648, 96720781], [96718023, 96719049]]]	4	44.66279483482881	0.0026674287891778	0.0084381717114134	False
ENSMUSG00000071753.14:B1	4	Path 4	0.23099360383187448	0.4084012375161476	0.17740763368427312	INH_medium_spiny	EX_cerebellum_granule	1	ENSMUSG00000071753.14:B1	ENSMUSG00000071753.14	Cdr1os	whole-gene complex		chrX	+			4	[[[60159983, 60160030], [60161819, 60161853], [60162192, 60162297], [60162947, 60163030], [60165617, 60165765], [60176971, 60177109], [60178326, 60178402], [60216590, 60216648], [60218733, 60219929]], [[60159991, 60160030], [60161819, 60161853], [60162192, 60162297], [60162947, 60163030], [60178326, 60178402], [60226853, 60229780], [60247301, 60247391]], [[60160003, 60160064], [60162192, 60162297], [60162947, 60163030], [60165617, 60165765], [60176971, 60177109], [60178318, 60178402], [60218733, 60219597]], [[60225155, 60225205], [60226853, 60227280]]]	5	80.63202731051047	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000005583.17:B3	1	Path 1	0.212757348760918	0.39000760846205695	0.17725025970113895	INH_migrating_interneuron	ASC	1	ENSMUSG00000005583.17:B3	ENSMUSG00000005583.17	Mef2c	cassette exon	cassette exon	chr13	+	[83800932, 83801105]	[83803625, 83803755]	2	[[], [[83802716, 83802740]]]	4	11.451641502043602	0.0031498047121078	0.0095567328658672	False
ENSMUSG00000034730.18:B1	1	Path 1	0.6021858508601191	0.7787147281873241	0.176528877327205	EX_hippocampus_pyramidal	EX_cortical	1	ENSMUSG00000034730.18:B1	ENSMUSG00000034730.18	Adgrb1	alternative first region		chr15	+		[74435808, 74435950]	3	[[[74388043, 74388715], [74400778, 74401789], [74410146, 74410308], [74411051, 74411162], [74411555, 74411720], [74412244, 74412409], [74412666, 74412840], [74413378, 74413543], [74413637, 74413739], [74415104, 74415211], [74415356, 74415551], [74416125, 74416194], [74416793, 74416902], [74419468, 74419612], [74420120, 74420196], [74420380, 74420483], [74421862, 74421906]], [[74435640, 74435730]], [[74435701, 74435760], [74435796, 74435808]]]	8	110.3046095041844	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000015501.11:B1	2	Path 2	0.13218072575871884	0.30825288865365497	0.17607216289493613	EX_cerebellum_granule	EX_hippocampus_pyramidal	1	ENSMUSG00000015501.11:B1	ENSMUSG00000015501.11	Hivep2	alternative first region		chr10	+		[13942326, 13942428]	2	[[[13841818, 13841964], [13879944, 13880019]], [[13842122, 13842441]]]	7	59.00350533576456	0.000223164472216	0.0010655654826185	False
ENSMUSG00000039218.18:B1	1	Path 1	0.07359783475312685	0.24728483794821465	0.17368700319508779	EX_cortical	PER	1	ENSMUSG00000039218.18:B1	ENSMUSG00000039218.18	Srrm2	alternative first region	cassette exon	chr17	+		[24022194, 24022372]	2	[[], [[24022160, 24022194]]]	12	145.7757335428024	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000045038.15:B1	1	Path 1	0.1469014647648939	0.32007280236570906	0.17317133760081516	ASC	EX_hippocampus_granule	1	ENSMUSG00000045038.15:B1	ENSMUSG00000045038.15	Prkce	alternative first region	cassette exon	chr17	+		[86475601, 86475636]	2	[[], [[86475212, 86475601]]]	7	28.032310689894302	0.000446328944432	0.0019108457933496	False
ENSMUSG00000039000.9:B1	2	Path 2	0.5984782374936349	0.7714682042933059	0.17298996679967094	ODC	EX_cortical	1	ENSMUSG00000039000.9:B1	ENSMUSG00000039000.9	Ube3c	alternative first region	cassette exon	chr5	+		[29774443, 29774578]	2	[[], [[29774239, 29774443]]]	7	42.65965484321804	0.000223164472216	0.0010655654826185	False
ENSMUSG00000009569.15:B1	1	Path 1	0.2533273328072632	0.42441538363966486	0.17108805083240164	EX_cortical	ASC	1	ENSMUSG00000009569.15:B1	ENSMUSG00000009569.15	Mrtfb	whole-gene complex		chr16	+			3	[[[13074344, 13074418], [13082942, 13083003], [13144245, 13144435], [13196127, 13196193], [13197703, 13197759], [13199391, 13199467], [13202057, 13202219], [13203469, 13203648], [13212686, 13212824], [13216087, 13216350], [13217943, 13218043], [13218516, 13219548], [13221018, 13221174], [13223112, 13223271], [13223628, 13223766], [13227480, 13227541], [13230023, 13232927]], [[13082939, 13083003], [13144245, 13144435], [13149877, 13149940], [13150482, 13150783]], [[13176284, 13176623], [13196127, 13196193], [13197703, 13197759], [13199391, 13199467], [13202057, 13202219], [13203469, 13203648], [13212686, 13212824], [13216087, 13216350], [13217943, 13218043], [13218516, 13219548], [13221018, 13221174], [13223112, 13223271], [13223628, 13223766], [13227480, 13227541], [13230023, 13235393]]]	7	77.07207773948852	9.52653138992093e-05	0.0009589405456861	False
ENSMUSG00000028434.13:B1	2	Path 2	0.12918601602524835	0.2996519444272887	0.17046592840204036	EX_thalamus	INH_migrating_interneuron	1	ENSMUSG00000028434.13:B1	ENSMUSG00000028434.13	Epb41l4b	alternative last region		chr4	-		[57064798, 57064863]	2	[[[57040843, 57041052], [57038502, 57038621], [57032114, 57032240], [57027608, 57027676], [57024337, 57024436], [57019771, 57019958], [57016853, 57016931], [57010061, 57010178], [57007905, 57007977], [56999581, 56999727], [56991971, 56995803]], [[57061725, 57063279]]]	6	31.471113056741267	0.000197745699031	0.0010607984637779	False
ENSMUSG00000061080.12:B1	2	Path 2	0.7633259538847741	0.9337670686979247	0.1704411148131506	ASC	EX_cerebellum_granule	1	ENSMUSG00000061080.12:B1	ENSMUSG00000061080.12	Lsamp	alternative first region	alternative acceptor	chr16	+		[41353814, 41353893]	2	[[[41353219, 41353814]], [[41353398, 41353814]]]	5	17.093673263516937	0.0011159330440173	0.0039591170346512	False
ENSMUSG00000027012.16:B1	3	Path 3	0.4456637517455915	0.6158761071994316	0.17021235545384017	INH_medium_spiny	INH_migrating_interneuron	1	ENSMUSG00000027012.16:B1	ENSMUSG00000027012.16	Dync1i2	alternative first region	alternative acceptor	chr2	+		[71044782, 71044899]	3	[[[71042177, 71042418]], [[71042327, 71042418]], [[71042335, 71042418]]]	4	24.34965951349486	0.0011158223610801	0.0039591170346512	False
ENSMUSG00000026219.15:B1	1	Path 1	0.11317612008832047	0.2832658094551241	0.17008968936680363	EX_cortical	INH_medium_spiny	1	ENSMUSG00000026219.15:B1	ENSMUSG00000026219.15	Trip12	alternative first region	mutually exclusive exons	chr1	-	[84792543, 84792690]		2	[[[84816949, 84817025]], [[84818203, 84818237]]]	5	22.66806680134024	0.0001239925604463	0.0009589405456861	False
ENSMUSG00000028399.19:B1	3	Path 3	0.13344644979480974	0.3032131598269144	0.16976671003210464	INH_midbrain	ODC	1	ENSMUSG00000028399.19:B1	ENSMUSG00000028399.19	Ptprd	alternative first region		chr4	-	[76051299, 76051569]		3	[[[76051569, 76052119]], [[76243416, 76243501], [76164989, 76165135], [76161881, 76162023], [76058750, 76058939], [76057530, 76057539], [76056792, 76056810], [76055047, 76055158], [76053781, 76053793]], [[76262402, 76262480], [76243416, 76243582], [76164989, 76165135], [76161881, 76162023], [76058750, 76058939], [76057530, 76057539], [76055047, 76055158]]]	4	49.81317196613257	0.000223164472216	0.0010655654826185	False
ENSMUSG00000026812.17:B2	2	Path 2	0.19631608774023243	0.36538522387618977	0.16906913613595734	EX_cortical	ASC	1	ENSMUSG00000026812.17:B2	ENSMUSG00000026812.17	Tsc1	cassette exon	cassette exon	chr2	+	[28562404, 28562516]	[28562796, 28562915]	2	[[], [[28562793, 28562796]]]	6	29.622742732131016	0.000197745699031	0.0010607984637779	False
ENSMUSG00000029478.17:B4	1	Path 1	0.6088071317668533	0.7776307327703141	0.16882360100346083	EX_cerebellum_granule	EX_hippocampus_granule	1	ENSMUSG00000029478.17:B4	ENSMUSG00000029478.17	Ncor2	cassette exon	cassette exon	chr5	-	[125113884, 125113982]	[125114337, 125114440]	2	[[], [[125114125, 125114230]]]	7	34.947846295688485	0.000223164472216	0.0010655654826185	False
