test_id	feature_id	feature_type	start	end	path_numbers	primer	low_cell_type	high_cell_type	n_common_subjects	fitted_delta	observed_delta	observed_delta_se	minimum_total_denominator
ENSMUSG00000022185.20:B1	E:54916199-54916319	exon	54916199	54916319	4	poly(dT)	INH_midbrain	EX_cortical	8	0.07678252582597417	-0.0340327863379783	0.06285156519306614	63.55633802816902
ENSMUSG00000022185.20:B1	E:54916199-54916319	exon	54916199	54916319	4	random hexamer	INH_midbrain	ASC	3	0.10875133183743346	0.19380096446763115	0.32318002846673105	5.429577464788732
ENSMUSG00000022185.20:B1	E:54916697-54916809	exon	54916697	54916809	4	poly(dT)	INH_midbrain	EX_cortical	8	0.07678252582597417	0.18408910633500158	0.05158297186120066	63.55633802816902
ENSMUSG00000022185.20:B1	E:54916697-54916809	exon	54916697	54916809	4	random hexamer	INH_midbrain	ASC	3	0.10875133183743346	0.2022789563512275	0.3315478367710452	5.429577464788732
ENSMUSG00000022185.20:B1	E:54922467-54922533	exon	54922467	54922533	4	poly(dT)	INH_midbrain	EX_cortical	8	0.07678252582597417	0.0991517590283818	0.058219838618346426	63.55633802816902
ENSMUSG00000022185.20:B1	E:54922467-54922533	exon	54922467	54922533	4	random hexamer	INH_midbrain	ASC	3	0.10875133183743346	0.14336184754946424	0.33609998652979717	5.429577464788732
ENSMUSG00000022185.20:B1	E:54923925-54924388	exon	54923925	54924388	4	poly(dT)	INH_midbrain	EX_cortical	8	0.07678252582597417	0.31821636952364557	0.12928204815784122	63.55633802816902
ENSMUSG00000022185.20:B1	E:54923925-54924388	exon	54923925	54924388	4	random hexamer	INH_midbrain	ASC	3	0.10875133183743346	0.017939425268910753	0.36382060122453946	5.429577464788732
ENSMUSG00000022185.20:B1	J:54889315-54890670	junction	54889315	54890670	2,3	poly(dT)	EX_cortical	INH_midbrain	6	0.06119136415987541	-0.07030352545058426	0.18367333665188032	60.0
ENSMUSG00000022185.20:B1	J:54889315-54890670	junction	54889315	54890670	2,3	random hexamer	EX_cortical	INH_midbrain	3	0.2893952391007607	-0.2597883597883598	0.31780448715821036	19.0
ENSMUSG00000022185.20:B1	J:54889315-54899624	junction	54889315	54899624	4	random hexamer	INH_midbrain	EX_cortical	3	0.25887729080918553	-0.29126984126984123	0.3121813063788512	19.0
ENSMUSG00000022185.20:B1	J:54903091-54904529	junction	54903091	54904529	4	poly(dT)	EX_cortical	ASC	3	0.051828518421213166	0.0	0.0	26.0
ENSMUSG00000022185.20:B1	J:54904618-54916199	junction	54904618	54916199	4	poly(dT)	EX_cortical	INH_midbrain	3	0.07292517120381169	0.26666666666666666	0.2742742012084981	22.0
ENSMUSG00000022185.20:B4	E:54879617-54879618	exon	54879617	54879618	1	poly(dT)	INH_midbrain	EX_cortical	4	0.16447904663428065	-0.24382762765882257	0.24975526823002103	12.180685358255452
ENSMUSG00000022185.20:B4	E:54879617-54879618	exon	54879617	54879618	1	random hexamer	INH_midbrain	EX_cortical	7	0.15595978111734796	-0.006012367890218114	0.006012367890218114	95.81931464174454
ENSMUSG00000022194.16:B1	E:55131604-55131951	exon	55131604	55131951	1	poly(dT)	ASC	EX_cortical	3	0.1133600555647311	-0.02879248124204899	0.028792481242048997	5.6347826086956525
ENSMUSG00000022194.16:B1	E:55131604-55131951	exon	55131604	55131951	1	random hexamer	ASC	INH_midbrain	3	0.13516262317396807	0.21586096792087783	0.21586096792087783	5.460869565217391
ENSMUSG00000022194.16:B1	E:55132058-55132126	exon	55132058	55132126	2,3	poly(dT)	EX_cortical	ASC	3	0.1133600555647311	0.0	0.0	5.6347826086956525
ENSMUSG00000022194.16:B1	E:55132058-55132126	exon	55132058	55132126	2,3	random hexamer	INH_midbrain	ASC	3	0.13516262317396813	0.13425303833654675	0.34205335178099133	5.460869565217391
ENSMUSG00000022194.16:B1	E:55132126-55132304	exon	55132126	55132304	3	poly(dT)	EX_cortical	ASC	3	0.09394962177865988	-0.25730823483632476	0.25730823483632476	5.6347826086956525
ENSMUSG00000022194.16:B1	E:55132126-55132304	exon	55132126	55132304	3	random hexamer	INH_midbrain	ASC	3	0.13168779126435357	-0.16181215679999109	0.1531922318907162	5.460869565217391
ENSMUSG00000022194.16:B3	E:55134729-55134856	exon	55134729	55134856	1,2,3	poly(dT)	ASC	INH_migrating_interneuron	8	0.22665298966058478	0.04249483490696178	0.032814847388273255	93.81578947368422
ENSMUSG00000022194.16:B3	E:55134729-55134856	exon	55134729	55134856	1,2,3	random hexamer	ASC	INH_migrating_interneuron	7	0.20175731352968748	-0.04078094163333196	0.08768618870112546	39.453947368421055
ENSMUSG00000022194.16:B3	E:55134856-55135014	exon	55134856	55135014	2,3	poly(dT)	ASC	INH_medium_spiny	5	0.24191208288164487	0.0	0.0	83.98684210526315
ENSMUSG00000022194.16:B3	E:55134856-55135014	exon	55134856	55135014	2,3	random hexamer	ASC	INH_migrating_interneuron	7	0.23165693049492023	0.019462576992038672	0.08240747082084456	39.453947368421055
ENSMUSG00000022194.16:B3	E:55135014-55135473	exon	55135014	55135473	3	poly(dT)	ASC	INH_medium_spiny	5	0.2387243643818285	0.4546077712739258	0.08129062709351098	83.98684210526315
ENSMUSG00000022194.16:B3	E:55135014-55135473	exon	55135014	55135473	3	random hexamer	ASC	EX_cortical	10	0.23914543580516612	0.2491436649024025	0.07687533172669508	52.33552631578947
ENSMUSG00000022194.16:B3	E:55135473-55135613	exon	55135473	55135613	3,4	random hexamer	INH_medium_spiny	INH_migrating_interneuron	5	0.05913935150870213	-0.3088255756192888	0.1675115824834706	33.13815789473684
ENSMUSG00000022194.16:B3	E:55135613-55135626	exon	55135613	55135626	4	poly(dT)	INH_migrating_interneuron	ASC	8	0.22665298966058478	-0.17514920171862414	0.08297303694000885	93.81578947368422
ENSMUSG00000022194.16:B3	E:55135613-55135626	exon	55135613	55135626	4	random hexamer	INH_migrating_interneuron	ASC	7	0.20175731352968748	-0.0713194098507076	0.21632484169990812	39.453947368421055
ENSMUSG00000022194.16:B3	J:55134729-55135473	junction	55134729	55135473	4	poly(dT)	INH_migrating_interneuron	ASC	8	0.22665298966058478	0.0	0.0	187.0
ENSMUSG00000022263.11:B1	E:27919357-27919377	exon	27919357	27919377	2	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.06383325840161003	0.07585616438356162	0.07585616438356162	6.963636363636364
ENSMUSG00000022263.11:B1	E:28025425-28025934	exon	28025425	28025934	2	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.06383325840161003	0.03413825859798352	0.025047735815408607	6.963636363636364
ENSMUSG00000022415.13:B1	E:79975534-79975544	exon	79975534	79975544	2	random hexamer	EX_cortical	INH_migrating_interneuron	7	0.052214034389173394	0.024515698779917716	0.032681105984601236	74.89932885906042
ENSMUSG00000022456.19:B1	E:82153002-82153268	exon	82153002	82153268	1	random hexamer	EX_cerebellum_granule	ASC	3	0.11663114197334258	0.0	0.0	9.505208333333334
ENSMUSG00000022456.19:B1	E:82155633-82157066	exon	82155633	82157066	1	random hexamer	EX_cerebellum_granule	ASC	3	0.11663114197334258	0.0	0.0	9.505208333333334
ENSMUSG00000022456.19:B1	E:82159439-82159687	exon	82159439	82159687	3	random hexamer	ASC	EX_cerebellum_granule	3	0.09975830078384322	0.5551573078454799	0.29389736634086117	9.505208333333334
ENSMUSG00000022456.19:B2	E:82175032-82175453	exon	82175032	82175453	2	random hexamer	ASC	EX_cerebellum_granule	3	0.2190648907495407	0.06851842460484116	0.04830901891764593	15.704384268214055
ENSMUSG00000022456.19:B2	J:82175032-82175453	junction	82175032	82175453	1	random hexamer	EX_cortical	EX_cerebellum_granule	3	0.06261082535192306	0.042508417508417495	0.20304916477149326	26.0
ENSMUSG00000022456.19:B3	E:82176267-82178775	exon	82176267	82178775	2	random hexamer	EX_cortical	INH_medium_spiny	3	0.07599317887778223	-0.12662780008563823	0.12662780008563823	6.7727272727272725
ENSMUSG00000022477.14:B1	E:81756509-81756684	exon	81756509	81756684	2	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.1512089449834417	-0.055227673852536255	0.0429902668251083	21.615384615384613
ENSMUSG00000022477.14:B2	E:81773580-81773635	exon	81773580	81773635	1,2	random hexamer	INH_midbrain	EX_cerebellum_granule	3	0.11740425778080225	-0.009086081229344142	0.012317817704645701	19.32926829268293
ENSMUSG00000022477.14:B2	E:81773635-81773686	exon	81773635	81773686	2	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	3	0.14992967098991183	0.051830334328518766	0.051830334328518766	10.707317073170731
ENSMUSG00000022477.14:B2	E:81773686-81773889	exon	81773686	81773889	2,3	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	3	0.2213182228392159	0.0288133417124477	0.028813341712447697	10.707317073170731
ENSMUSG00000022477.14:B2	E:81773889-81773890	exon	81773889	81773890	3	random hexamer	EX_cerebellum_granule	INH_midbrain	3	0.11740425778080239	0.0739404869251578	0.07394048692515781	19.32926829268293
ENSMUSG00000022477.14:B2	E:81779370-81779629	exon	81779370	81779629	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	-0.16351634940499782	0.36590484760105924	10.707317073170731
ENSMUSG00000022477.14:B2	E:81783329-81783422	exon	81783329	81783422	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.024926828110094428	0.18180886233091018	10.707317073170731
ENSMUSG00000022477.14:B2	E:81787676-81787835	exon	81787676	81787835	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.1273640761719089	0.07048539258462332	10.707317073170731
ENSMUSG00000022477.14:B2	E:81788056-81788207	exon	81788056	81788207	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.011732275523582211	0.011732275523582213	10.707317073170731
ENSMUSG00000022477.14:B2	E:81788963-81789068	exon	81788963	81789068	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.15389640080998104	0.15389640080998107	10.707317073170731
ENSMUSG00000022477.14:B2	E:81790052-81790144	exon	81790052	81790144	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.25234028742323195	0.3031951208885134	10.707317073170731
ENSMUSG00000022477.14:B2	E:81791626-81791732	exon	81791626	81791732	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.3609865986301542	0.384787118780205	10.707317073170731
ENSMUSG00000022477.14:B2	E:81793690-81793848	exon	81793690	81793848	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.18144297257388373	0.10779453223229474	10.707317073170731
ENSMUSG00000022477.14:B2	E:81794042-81794116	exon	81794042	81794116	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.0	0.0	10.707317073170731
ENSMUSG00000022477.14:B2	E:81794613-81794725	exon	81794613	81794725	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.0	0.0	10.707317073170731
ENSMUSG00000022477.14:B2	E:81796086-81796209	exon	81796086	81796209	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.0	0.0	10.707317073170731
ENSMUSG00000022477.14:B2	E:81796406-81796562	exon	81796406	81796562	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.3513252323462967	0.2401269328670102	10.707317073170731
ENSMUSG00000022477.14:B2	E:81797306-81797498	exon	81797306	81797498	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.20878764312190864	0.13889133188771494	10.707317073170731
ENSMUSG00000022477.14:B2	E:81797880-81798013	exon	81797880	81798013	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.49057547044901223	0.24831635217356207	10.707317073170731
ENSMUSG00000022477.14:B2	E:81798438-81798560	exon	81798438	81798560	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.18434994868380908	0.1843499486838091	10.707317073170731
ENSMUSG00000022477.14:B2	E:81798828-81799334	exon	81798828	81799334	1	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	3	0.22131822283921576	0.1254617651910325	0.19002547064870112	10.707317073170731
ENSMUSG00000022477.14:B2	J:81788207-81788963	junction	81788207	81788963	1	random hexamer	INH_medium_spiny	EX_cortical	3	0.09651788025743875	0.0	0.0	33.0
ENSMUSG00000022477.14:B2	J:81789068-81790052	junction	81789068	81790052	1	random hexamer	EX_cortical	EX_cerebellum_granule	3	0.05878317392593516	0.0	0.0	18.0
ENSMUSG00000022477.14:B2	J:81793848-81794042	junction	81793848	81794042	1	random hexamer	INH_migrating_interneuron	ASC	3	0.07518205985507533	0.0	0.0	21.0
ENSMUSG00000022477.14:B2	J:81794116-81794613	junction	81794116	81794613	1	random hexamer	INH_migrating_interneuron	EX_cortical	3	0.10688601192516506	0.0	0.0	17.0
ENSMUSG00000022477.14:B2	J:81794725-81796086	junction	81794725	81796086	1	random hexamer	INH_midbrain	EX_cerebellum_granule	4	0.12832522940057314	0.0	0.0	36.0
ENSMUSG00000022477.14:B2	J:81798013-81798438	junction	81798013	81798438	1	random hexamer	INH_midbrain	EX_cortical	3	0.12281847616294732	0.0	0.0	40.0
ENSMUSG00000022477.14:B2	J:81798560-81798828	junction	81798560	81798828	1	random hexamer	EX_cortical	EX_cerebellum_granule	5	0.0705048827021818	0.0	0.0	56.0
ENSMUSG00000022489.7:B1	E:103411460-103411799	exon	103411460	103411799	1	random hexamer	EX_cortical	EX_cerebellum_granule	3	0.21464991662322774	0.11202017362683044	0.3043476440259255	12.342105263157894
ENSMUSG00000022489.7:B1	E:103411887-103412010	exon	103411887	103412010	1	random hexamer	EX_cortical	EX_cerebellum_granule	3	0.21464991662322774	0.07592708064505611	0.11655740310769083	12.342105263157894
ENSMUSG00000022489.7:B1	E:103423346-103423848	exon	103423346	103423848	2	random hexamer	EX_cerebellum_granule	EX_cortical	3	0.21464991662322777	0.1718432871905273	0.1432550071849729	12.342105263157894
ENSMUSG00000022514.15:B1	E:26400453-26400491	exon	26400453	26400491	2	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.18660268382045936	0.10238747549363328	0.10292593581543638	12.923076923076923
ENSMUSG00000022514.15:B1	E:26400491-26400502	exon	26400491	26400502	2,3	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.14950320497520472	0.43220509707857974	0.22840091744845695	12.923076923076923
ENSMUSG00000022558.17:B1	E:76264712-76264776	exon	76264712	76264776	3	random hexamer	INH_midbrain	INH_migrating_interneuron	7	0.06424391040370929	0.0233792885315451	0.08864520232885918	17.989690721649485
ENSMUSG00000022565.16:B1	E:76089797-76090521	exon	76089797	76090521	6,7	random hexamer	INH_migrating_interneuron	ASC	4	0.06595860751387844	0.035961330018347254	0.1446685731414688	6.258064516129032
ENSMUSG00000022623.18:B1	E:89383825-89384122	exon	89383825	89384122	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.11980985195896554	0.08042564217687505	12.461538461538462
ENSMUSG00000022623.18:B1	E:89384417-89384621	exon	89384417	89384621	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.09083974032617831	0.07550291233742873	12.461538461538462
ENSMUSG00000022623.18:B1	E:89385606-89385678	exon	89385606	89385678	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.0409018470211186	0.028462819080557228	12.461538461538462
ENSMUSG00000022623.18:B1	E:89387322-89387431	exon	89387322	89387431	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.1496987217935391	0.10281589486455167	12.461538461538462
ENSMUSG00000022623.18:B1	E:89387505-89387657	exon	89387505	89387657	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.029636357685257922	0.07279219510075108	12.461538461538462
ENSMUSG00000022623.18:B1	E:89387742-89387910	exon	89387742	89387910	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	0.035759446813551275	0.020892736789999672	12.461538461538462
ENSMUSG00000022623.18:B1	E:89387999-89388116	exon	89387999	89388116	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	0.04048271665554969	0.0966249317508001	12.461538461538462
ENSMUSG00000022623.18:B1	E:89388519-89388597	exon	89388519	89388597	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.07811640448675342	0.22060691187849654	12.461538461538462
ENSMUSG00000022623.18:B1	E:89389592-89389659	exon	89389592	89389659	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	-0.1841840661009741	0.10960069105694185	12.461538461538462
ENSMUSG00000022623.18:B1	E:89405305-89405576	exon	89405305	89405576	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	0.019607952354964556	0.1468398903168183	12.461538461538462
ENSMUSG00000022623.18:B1	E:89407963-89408228	exon	89407963	89408228	2	random hexamer	INH_medium_spiny	EX_cerebellum_granule	7	0.1566202066631761	0.0	0.0	24.230769230769234
ENSMUSG00000022623.18:B1	E:89431828-89434085	exon	89431828	89434085	1	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.14185425362840254	0.17711043112849595	0.07752133636520266	12.461538461538462
ENSMUSG00000022623.18:B1	J:89428081-89431828	junction	89428081	89431828	1	random hexamer	EX_cerebellum_granule	EX_cortical	7	0.175182114103525	-0.061052754435107395	0.03911088806281128	153.0
ENSMUSG00000022623.18:B1	J:89428081-89441937	junction	89428081	89441937	2	random hexamer	INH_midbrain	EX_cerebellum_granule	3	0.1411905518656311	0.0	0.0	38.0
ENSMUSG00000022623.18:B2	E:89441963-89444464	exon	89441963	89444464	2	random hexamer	EX_cerebellum_granule	INH_medium_spiny	7	0.13628091430446862	-0.025011176987703294	0.1048832826336167	24.230769230769234
ENSMUSG00000022629.18:B1	E:90934041-90934048	exon	90934041	90934048	2	poly(dT)	INH_midbrain	INH_migrating_interneuron	3	0.3282204496319477	0.5330286633394424	0.3148348514078813	11.39375
ENSMUSG00000022629.18:B1	E:90934041-90934048	exon	90934041	90934048	2	random hexamer	ASC	EX_cortical	3	0.20080841883075587	0.6819659025511985	0.18161604931008735	22.19375
ENSMUSG00000022812.15:B1	E:37909362-37910649	exon	37909362	37910649	2	poly(dT)	EX_cerebellum_granule	EX_cortical	8	0.09028170358435178	0.02076050633115325	0.11888628695287033	25.647239263803684
ENSMUSG00000022812.15:B1	E:37909362-37910649	exon	37909362	37910649	2	random hexamer	EX_cerebellum_granule	ASC	5	0.11418882223006159	-0.06628229373543375	0.10444837870516702	7.32515337423313
ENSMUSG00000022822.17:B1	E:20245104-20245144	exon	20245104	20245144	2	poly(dT)	INH_medium_spiny	INH_midbrain	3	0.086871064701691	-0.03621937351390463	0.030603458036834865	15.920454545454547
ENSMUSG00000022822.17:B1	E:20245104-20245144	exon	20245104	20245144	2	random hexamer	INH_medium_spiny	INH_midbrain	3	0.086871064701691	-0.019172113289760335	0.01917211328976033	10.25
ENSMUSG00000022892.12:B1	E:84970623-84970646	exon	84970623	84970646	3	poly(dT)	INH_medium_spiny	EX_cortical	4	0.12578574691802047	0.0	0.0	7.421568627450981
ENSMUSG00000022892.12:B1	E:84970623-84970646	exon	84970623	84970646	3	random hexamer	ASC	EX_hippocampus_pyramidal	3	0.2842715265306128	-0.0631814827972563	0.0631814827972563	12.892156862745098
ENSMUSG00000022914.18:B1	E:95883628-95883647	exon	95883628	95883647	2,3	random hexamer	INH_migrating_interneuron	INH_midbrain	4	0.20545676900510967	-0.25551541547957307	0.10935948937698299	14.777142857142856
ENSMUSG00000022914.18:B2	E:95793291-95793648	exon	95793291	95793648	3	random hexamer	INH_midbrain	EX_cortical	5	0.0561042960496733	0.0	0.0	12.099337748344372
ENSMUSG00000022914.18:B2	E:95809919-95810768	exon	95809919	95810768	3	random hexamer	INH_midbrain	EX_cortical	5	0.0561042960496733	0.0	0.0	12.099337748344372
ENSMUSG00000022914.18:B2	E:95811019-95811187	exon	95811019	95811187	3	random hexamer	INH_midbrain	EX_cortical	5	0.0561042960496733	0.0	0.0	12.099337748344372
ENSMUSG00000022961.19:B1	E:91444766-91444767	exon	91444766	91444767	1,2	poly(dT)	ASC	OPC	4	0.17752420073434755	-0.05858633808095329	0.15523937854882958	16.92
ENSMUSG00000022961.19:B1	E:91444766-91444767	exon	91444766	91444767	1,2	random hexamer	EX_hippocampus_pyramidal	INH_migrating_interneuron	3	0.1875758507366019	-0.14212575103664213	0.2463293241227484	7.66
ENSMUSG00000022961.19:B3	E:91459379-91460921	exon	91459379	91460921	1	poly(dT)	INH_medium_spiny	ASC	8	0.09451137731175956	-0.05055448468158495	0.021951834910088456	21.96273291925466
ENSMUSG00000022961.19:B3	E:91459379-91460921	exon	91459379	91460921	1	random hexamer	INH_medium_spiny	ASC	6	0.2032994494357554	0.03890593244499529	0.03094151811023298	18.024844720496894
ENSMUSG00000022961.19:B3	E:91461085-91461232	exon	91461085	91461232	2,3,4	poly(dT)	ASC	INH_medium_spiny	8	0.09451137731175954	-0.011538897923670372	0.06390793214233778	21.96273291925466
ENSMUSG00000022961.19:B3	E:91461085-91461232	exon	91461085	91461232	2,3,4	random hexamer	ASC	INH_medium_spiny	6	0.2032994494357555	0.16632865606360472	0.1590866009515167	18.024844720496894
ENSMUSG00000022961.19:B3	E:91461521-91461710	exon	91461521	91461710	2,3,4	poly(dT)	ASC	INH_medium_spiny	8	0.09451137731175954	0.06689264521865299	0.14810033081016577	21.96273291925466
ENSMUSG00000022961.19:B3	E:91461521-91461710	exon	91461521	91461710	2,3,4	random hexamer	ASC	INH_medium_spiny	6	0.2032994494357555	0.19736474160787523	0.19743240862065176	18.024844720496894
ENSMUSG00000022961.19:B3	E:91461807-91462596	exon	91461807	91462596	2	poly(dT)	INH_migrating_interneuron	INH_medium_spiny	4	0.08576517170571511	-0.24800398786624805	0.21556782584956025	6.049689440993788
ENSMUSG00000022961.19:B3	E:91461807-91462596	exon	91461807	91462596	2	random hexamer	INH_midbrain	EX_cortical	4	0.07626561644454607	0.11328222061803656	0.14298774998321936	8.826086956521738
ENSMUSG00000022961.19:B3	E:91467351-91467462	exon	91467351	91467462	3,4	poly(dT)	ASC	INH_medium_spiny	8	0.0986319048128382	-0.00950116616837067	0.16914535358353044	21.96273291925466
ENSMUSG00000022961.19:B3	E:91467351-91467462	exon	91467351	91467462	3,4	random hexamer	ASC	INH_medium_spiny	6	0.2016002399738462	-0.006412915896630622	0.1352650336645302	18.024844720496894
ENSMUSG00000022961.19:B3	E:91468236-91468353	exon	91468236	91468353	3,4	poly(dT)	ASC	INH_medium_spiny	8	0.0986319048128382	-0.19693090754121845	0.1806418537962032	21.96273291925466
ENSMUSG00000022961.19:B3	E:91468236-91468353	exon	91468236	91468353	3,4	random hexamer	ASC	INH_medium_spiny	6	0.2016002399738462	0.03395946919242028	0.018294712627853975	18.024844720496894
ENSMUSG00000022961.19:B3	E:91472288-91472436	exon	91472288	91472436	3,4	poly(dT)	ASC	INH_medium_spiny	8	0.0986319048128382	-0.3408717207505025	0.1375696868932067	21.96273291925466
ENSMUSG00000022961.19:B3	E:91472288-91472436	exon	91472288	91472436	3,4	random hexamer	ASC	INH_medium_spiny	6	0.2016002399738462	0.024941575174405445	0.15000489912845896	18.024844720496894
ENSMUSG00000022961.19:B3	E:91474292-91474364	exon	91474292	91474364	3,4	poly(dT)	ASC	INH_medium_spiny	8	0.0986319048128382	0.08076352633366425	0.12313590709286347	21.96273291925466
ENSMUSG00000022961.19:B3	E:91474292-91474364	exon	91474292	91474364	3,4	random hexamer	ASC	INH_medium_spiny	6	0.2016002399738462	0.0689003658222793	0.18868450182702584	18.024844720496894
ENSMUSG00000022961.19:B3	E:91474476-91474592	exon	91474476	91474592	3,4	poly(dT)	ASC	INH_medium_spiny	8	0.0986319048128382	0.021969784271790888	0.01461237757252215	21.96273291925466
ENSMUSG00000022961.19:B3	E:91474476-91474592	exon	91474476	91474592	3,4	random hexamer	ASC	INH_medium_spiny	6	0.2016002399738462	0.06605318265703604	0.2754144784691836	18.024844720496894
ENSMUSG00000022961.19:B3	E:91474988-91475041	exon	91474988	91475041	3	poly(dT)	ASC	INH_medium_spiny	8	0.08809038953701102	0.07002897754127274	0.07569327773335502	21.96273291925466
ENSMUSG00000022961.19:B3	E:91474988-91475041	exon	91474988	91475041	3	random hexamer	ASC	INH_medium_spiny	6	0.1945286024140557	0.02010060495979307	0.05818322186560391	18.024844720496894
ENSMUSG00000022961.19:B3	E:91475041-91476083	exon	91475041	91476083	3,4	poly(dT)	ASC	INH_medium_spiny	8	0.0986319048128382	-0.1755598407741033	0.152598580651163	21.96273291925466
ENSMUSG00000022961.19:B3	E:91475041-91476083	exon	91475041	91476083	3,4	random hexamer	ASC	INH_medium_spiny	6	0.2016002399738462	-0.05806942502934757	0.11776853604246089	18.024844720496894
ENSMUSG00000022961.19:B3	J:91461232-91461521	junction	91461232	91461521	2,3,4	poly(dT)	EX_cortical	INH_midbrain	4	0.10886401830865051	0.0	0.0	22.0
ENSMUSG00000022961.19:B3	J:91468353-91472288	junction	91468353	91472288	3,4	poly(dT)	EX_cortical	INH_medium_spiny	3	0.12500154512279446	0.08711484593837537	0.1593476482696651	17.0
ENSMUSG00000022961.19:B3	J:91472436-91474292	junction	91472436	91474292	3,4	random hexamer	ASC	INH_medium_spiny	3	0.09764775009736025	0.0	0.0	19.0
ENSMUSG00000022961.19:B3	J:91474592-91474988	junction	91474592	91474988	3	random hexamer	ASC	EX_cortical	3	0.10467815909010225	-0.003174603174603182	0.24126984126984133	18.0
ENSMUSG00000022973.19:B1	E:90807983-90808196	exon	90807983	90808196	2	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.08540039487180476	-0.035766683433936984	0.048055285284444735	8.0
ENSMUSG00000023007.16:B1	E:99193775-99193791	exon	99193775	99193791	1	random hexamer	EX_cortical	INH_migrating_interneuron	6	0.05841268866704385	0.0	0.0	25.451388888888893
ENSMUSG00000023007.16:B1	E:99201164-99201244	exon	99201164	99201244	2	random hexamer	INH_migrating_interneuron	EX_cortical	6	0.05841268866704382	0.13600337607009363	0.14902428498486256	25.451388888888893
ENSMUSG00000023007.16:B1	J:99193791-99201921	junction	99193791	99201921	1	random hexamer	EX_cortical	INH_migrating_interneuron	3	0.08813492252404011	0.0	0.0	18.0
ENSMUSG00000023007.16:B1	J:99201244-99201921	junction	99201244	99201921	2	random hexamer	INH_migrating_interneuron	EX_cortical	3	0.08813492252403998	-0.1130104463437797	0.057224861900029754	18.0
ENSMUSG00000023033.15:B1	E:100768563-100768624	exon	100768563	100768624	1	poly(dT)	INH_migrating_interneuron	INH_medium_spiny	3	0.11736376943884856	-0.3959004462261675	0.3068713906985211	4.398550724637681
ENSMUSG00000023033.15:B1	E:100768563-100768624	exon	100768563	100768624	1	random hexamer	EX_cerebellum_granule	EX_hippocampus_pyramidal	3	0.18474407115985106	0.4793650793650794	0.2894117020490754	5.489130434782608
ENSMUSG00000023033.15:B1	E:100768832-100768949	exon	100768832	100768949	2	poly(dT)	INH_medium_spiny	INH_midbrain	3	0.1175222459723944	0.22713306229789745	0.22713306229789748	5.188405797101448
ENSMUSG00000023033.15:B1	E:100768832-100768949	exon	100768832	100768949	2	random hexamer	EX_hippocampus_pyramidal	EX_cerebellum_granule	3	0.21056815530785555	-0.04433313405979785	0.2450855175416649	5.489130434782608
ENSMUSG00000023033.15:B1	J:100768624-100834151	junction	100768624	100834151	1	random hexamer	INH_medium_spiny	EX_cortical	7	0.056435105791915734	-0.036070208969368654	0.09032081143915768	79.0
