test_id	feature_id	feature_type	primer	n_cell_types	fitted_range	rank_correlation
ENSMUSG00000024109.19:B1	E:90762233-90763300	exon	random hexamer	4	0.07225878929789385	0.7999999999999999
ENSMUSG00000024109.19:B1	E:90868168-90868288	exon	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	E:90872732-90872906	exon	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	E:90896098-90896289	exon	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	E:90897275-90897657	exon	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	E:90904934-90905057	exon	random hexamer	4	0.07225878929789387	0.19999999999999998
ENSMUSG00000024109.19:B1	E:90928292-90928319	exon	random hexamer	4	0.07225878929789387	0.19999999999999998
ENSMUSG00000024109.19:B1	E:90930847-90931051	exon	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	E:90937312-90937696	exon	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	E:90950418-90950857	exon	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	E:91008171-91008333	exon	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	E:91009394-91009439	exon	random hexamer	4	0.0784569901782147	0.39999999999999997
ENSMUSG00000024109.19:B1	E:91011493-91011795	exon	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	E:91298794-91298806	exon	random hexamer	4	0.11444075619504879	-0.7999999999999999
ENSMUSG00000024109.19:B1	E:91299542-91299572	exon	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	E:91302888-91302906	exon	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	E:91395382-91396154	exon	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	E:91396154-91396335	exon	random hexamer	4	0.12075668717881666	0.39999999999999997
ENSMUSG00000024109.19:B1	E:91396335-91397033	exon	random hexamer	4	0.129017231417572	0.39999999999999997
ENSMUSG00000024109.19:B1	E:91400026-91400161	exon	random hexamer	4	0.129017231417572	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90469861-90471219	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90469861-90515750	junction	random hexamer	4	0.07225878929789385	0.7999999999999999
ENSMUSG00000024109.19:B1	J:90471309-90515750	junction	random hexamer	4	0.07225878929789387	0.7999999999999999
ENSMUSG00000024109.19:B1	J:90670369-90762233	junction	random hexamer	4	0.07225878929789385	0.7999999999999999
ENSMUSG00000024109.19:B1	J:90670369-90868168	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90868288-90872732	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90872906-90896098	junction	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	J:90896289-90897275	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90897657-90904934	junction	random hexamer	4	0.07225878929789387	0.19999999999999998
ENSMUSG00000024109.19:B1	J:90905057-90928292	junction	random hexamer	4	0.07225878929789387	0.19999999999999998
ENSMUSG00000024109.19:B1	J:90928319-90930847	junction	random hexamer	4	0.07225878929789387	0.19999999999999998
ENSMUSG00000024109.19:B1	J:90931051-90937312	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90937696-90950418	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:90950857-91008171	junction	random hexamer	4	0.07225878929789387	0.39999999999999997
ENSMUSG00000024109.19:B1	J:91008333-91009394	junction	random hexamer	4	0.0784569901782147	-0.632455532033676
ENSMUSG00000024109.19:B1	J:91008333-91011493	junction	random hexamer	4	0.12227013188203084	1.0
ENSMUSG00000024109.19:B1	J:91009439-91011493	junction	random hexamer	4	0.0784569901782147	0.19999999999999998
ENSMUSG00000024109.19:B1	J:91011795-91298794	junction	random hexamer	4	0.11444075619504879	-0.7999999999999999
ENSMUSG00000024109.19:B1	J:91011795-91299542	junction	random hexamer	4	0.129017231417572	0.39999999999999997
ENSMUSG00000024109.19:B1	J:91298806-91299542	junction	random hexamer	4	0.11444075619504879	-0.7999999999999999
ENSMUSG00000024109.19:B1	J:91299572-91302888	junction	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	J:91302906-91395382	junction	random hexamer	4	0.07225878929789387	-0.19999999999999998
ENSMUSG00000024109.19:B1	J:91397033-91400026	junction	random hexamer	4	0.129017231417572	0.7999999999999999
ENSMUSG00000024109.19:B2	E:90366903-90366912	exon	poly(dT)	6	0.10639117778705309	-0.7714285714285715
ENSMUSG00000024109.19:B2	E:90366903-90366912	exon	random hexamer	5	0.10639117778705309	0.7
ENSMUSG00000024109.19:B2	J:90344812-90366903	junction	poly(dT)	6	0.10639117778705309	-0.7714285714285715
ENSMUSG00000024109.19:B2	J:90344812-90366903	junction	random hexamer	5	0.10639117778705309	0.19999999999999998
ENSMUSG00000024109.19:B2	J:90344812-90366912	junction	poly(dT)	6	0.10639117778705304	0.3142857142857143
ENSMUSG00000024109.19:B2	J:90344812-90366912	junction	random hexamer	5	0.10639117778705304	0.7
ENSMUSG00000024163.18:B1	E:25155868-25155886	exon	poly(dT)	6	0.12722809579105065	-0.2
ENSMUSG00000024163.18:B1	E:25155868-25155886	exon	random hexamer	6	0.12722809579105065	0.3142857142857143
ENSMUSG00000024163.18:B1	E:25155886-25155942	exon	poly(dT)	6	0.16541705839944354	-0.2571428571428572
ENSMUSG00000024163.18:B1	E:25155886-25155942	exon	random hexamer	6	0.16541705839944354	-0.028571428571428574
ENSMUSG00000024163.18:B2	E:25139445-25139469	exon	random hexamer	6	0.17795321093639915	0.4285714285714286
ENSMUSG00000024163.18:B2	J:25137113-25139445	junction	random hexamer	6	0.17795321093639915	0.5428571428571429
ENSMUSG00000024163.18:B2	J:25137113-25142789	junction	random hexamer	6	0.17795321093639904	1.0
ENSMUSG00000024163.18:B2	J:25139469-25142789	junction	random hexamer	6	0.17795321093639915	0.4285714285714286
ENSMUSG00000024163.18:B3	E:25136968-25137061	exon	random hexamer	6	0.16102243659087923	0.6
ENSMUSG00000024163.18:B3	J:25133679-25136968	junction	random hexamer	6	0.16102243659087923	0.6
ENSMUSG00000024163.18:B3	J:25133679-25137061	junction	random hexamer	6	0.16102243659087917	0.8285714285714287
ENSMUSG00000024163.18:B4	E:25127384-25127402	exon	poly(dT)	6	0.15343328918772392	0.4285714285714286
ENSMUSG00000024163.18:B4	E:25127384-25127402	exon	random hexamer	6	0.15343328918772392	0.6
ENSMUSG00000024163.18:B4	J:25126360-25127384	junction	poly(dT)	6	0.15343328918772392	0.3714285714285715
ENSMUSG00000024163.18:B4	J:25126360-25127384	junction	random hexamer	6	0.15343328918772392	0.2571428571428572
ENSMUSG00000024163.18:B4	J:25126360-25128123	junction	poly(dT)	6	0.1534332891877238	0.3714285714285715
ENSMUSG00000024163.18:B4	J:25126360-25128123	junction	random hexamer	6	0.1534332891877238	0.3714285714285715
ENSMUSG00000024163.18:B4	J:25127402-25128123	junction	poly(dT)	6	0.18237651943246536	0.7714285714285715
ENSMUSG00000024163.18:B4	J:25127402-25128123	junction	random hexamer	6	0.18237651943246536	0.3714285714285715
ENSMUSG00000024163.18:B5	E:25125120-25125147	exon	random hexamer	6	0.2014531385428251	0.8285714285714287
ENSMUSG00000024163.18:B5	J:25124272-25125120	junction	random hexamer	6	0.2014531385428251	0.14285714285714288
ENSMUSG00000024163.18:B5	J:25124272-25125147	junction	random hexamer	6	0.20145313854282507	0.14285714285714288
ENSMUSG00000024163.18:B6	E:25116479-25116506	exon	random hexamer	6	0.05450581435191136	-0.2732295333235123
ENSMUSG00000024268.17:B1	E:25886807-25887040	exon	random hexamer	6	0.053733622739225995	0.028571428571428574
ENSMUSG00000024393.15:B1	E:35381945-35382022	exon	random hexamer	6	0.0873476922737102	0.028571428571428574
ENSMUSG00000024393.15:B1	E:35383710-35383873	exon	random hexamer	6	0.0873476922737102	0.028571428571428574
ENSMUSG00000024393.15:B1	J:35382022-35383710	junction	random hexamer	6	0.0873476922737102	-0.3714285714285715
ENSMUSG00000024498.17:B1	E:42644551-42644565	exon	random hexamer	4	0.08674010181796386	-0.39999999999999997
ENSMUSG00000024743.17:B1	E:10366794-10366846	exon	random hexamer	3	0.1493174490851491	-0.5
ENSMUSG00000024743.17:B2	E:10403662-10404031	exon	random hexamer	6	0.15950851924352127	0.028571428571428574
ENSMUSG00000024743.17:B2	E:10407701-10407824	exon	random hexamer	6	0.15950851924352127	-0.4285714285714286
ENSMUSG00000024743.17:B2	J:10399252-10403662	junction	random hexamer	6	0.18264374248726734	-0.08571428571428573
ENSMUSG00000024743.17:B2	J:10399252-10412913	junction	random hexamer	6	0.14782315333801757	0.6546536707079772
ENSMUSG00000024743.17:B2	J:10404031-10407701	junction	random hexamer	6	0.15950851924352127	-0.08571428571428573
ENSMUSG00000024743.17:B2	J:10407824-10412913	junction	random hexamer	6	0.15950851924352127	0.08571428571428573
ENSMUSG00000024743.17:B3	E:10425808-10430544	exon	random hexamer	7	0.11984210629709313	-0.642857142857143
ENSMUSG00000024758.16:B1	E:7460637-7460646	exon	random hexamer	4	0.3287998438445747	-0.39999999999999997
ENSMUSG00000024921.18:B1	E:26582451-26582633	exon	poly(dT)	6	0.0760421362505036	0.8116794499134279
ENSMUSG00000024921.18:B1	E:26582451-26582633	exon	random hexamer	6	0.0760421362505036	0.2
ENSMUSG00000024921.18:B1	E:26597083-26597344	exon	poly(dT)	6	0.0760421362505036	0.5428571428571429
ENSMUSG00000024921.18:B1	E:26597083-26597344	exon	random hexamer	6	0.0760421362505036	0.6
ENSMUSG00000024921.18:B1	E:26601280-26601410	exon	poly(dT)	6	0.0760421362505036	0.7714285714285715
ENSMUSG00000024921.18:B1	E:26601280-26601410	exon	random hexamer	6	0.0760421362505036	-0.028571428571428574
ENSMUSG00000024921.18:B1	E:26608069-26608531	exon	poly(dT)	6	0.0760421362505036	0.7142857142857143
ENSMUSG00000024921.18:B1	E:26608069-26608531	exon	random hexamer	6	0.0760421362505036	0.2
ENSMUSG00000024921.18:B1	E:26617787-26618049	exon	poly(dT)	6	0.0760421362505036	0.028571428571428574
ENSMUSG00000024921.18:B1	E:26617787-26618049	exon	random hexamer	6	0.0760421362505036	-0.942857142857143
ENSMUSG00000024921.18:B1	E:26624420-26624547	exon	poly(dT)	6	0.0760421362505036	0.6
ENSMUSG00000024921.18:B1	E:26624420-26624547	exon	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	E:26626383-26626557	exon	poly(dT)	6	0.0760421362505036	0.5428571428571429
ENSMUSG00000024921.18:B1	E:26626383-26626557	exon	random hexamer	6	0.0760421362505036	0.028571428571428574
ENSMUSG00000024921.18:B1	E:26628948-26629122	exon	poly(dT)	6	0.0760421362505036	0.4285714285714286
ENSMUSG00000024921.18:B1	E:26628948-26629122	exon	random hexamer	6	0.0760421362505036	0.14285714285714288
ENSMUSG00000024921.18:B1	E:26631740-26631911	exon	poly(dT)	6	0.0760421362505036	0.14285714285714288
ENSMUSG00000024921.18:B1	E:26631740-26631911	exon	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	E:26641450-26641504	exon	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	E:26641450-26641504	exon	random hexamer	6	0.0760421362505036	0.08571428571428573
ENSMUSG00000024921.18:B1	E:26646152-26646283	exon	poly(dT)	6	0.0760421362505036	-0.6571428571428573
ENSMUSG00000024921.18:B1	E:26646152-26646283	exon	random hexamer	6	0.0760421362505036	0.08571428571428573
ENSMUSG00000024921.18:B1	E:26646513-26646571	exon	poly(dT)	6	0.0760421362505036	0.08571428571428573
ENSMUSG00000024921.18:B1	E:26646513-26646571	exon	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	E:26648483-26648584	exon	poly(dT)	6	0.0760421362505036	-0.48571428571428577
ENSMUSG00000024921.18:B1	E:26648483-26648584	exon	random hexamer	6	0.0760421362505036	0.14285714285714288
ENSMUSG00000024921.18:B1	E:26650098-26650246	exon	poly(dT)	6	0.0760421362505036	0.4285714285714286
ENSMUSG00000024921.18:B1	E:26650098-26650246	exon	random hexamer	6	0.0760421362505036	-0.3142857142857143
ENSMUSG00000024921.18:B1	E:26654033-26654197	exon	poly(dT)	6	0.0760421362505036	0.3142857142857143
ENSMUSG00000024921.18:B1	E:26654033-26654197	exon	random hexamer	6	0.0760421362505036	-0.4285714285714286
ENSMUSG00000024921.18:B1	E:26655715-26655782	exon	poly(dT)	6	0.0760421362505036	0.3714285714285715
ENSMUSG00000024921.18:B1	E:26655715-26655782	exon	random hexamer	6	0.0760421362505036	-0.14285714285714288
ENSMUSG00000024921.18:B1	E:26656473-26656584	exon	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	E:26656473-26656584	exon	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	E:26659270-26659513	exon	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	E:26659270-26659513	exon	random hexamer	6	0.0760421362505036	-0.028571428571428574
ENSMUSG00000024921.18:B1	E:26661208-26661322	exon	poly(dT)	6	0.0760421362505036	-0.2571428571428572
ENSMUSG00000024921.18:B1	E:26661208-26661322	exon	random hexamer	6	0.0760421362505036	-0.8285714285714287
ENSMUSG00000024921.18:B1	E:26668744-26668852	exon	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	E:26668744-26668852	exon	random hexamer	6	0.0760421362505036	0.2
ENSMUSG00000024921.18:B1	E:26669580-26669667	exon	poly(dT)	6	0.0760421362505036	-0.3142857142857143
ENSMUSG00000024921.18:B1	E:26669580-26669667	exon	random hexamer	6	0.0760421362505036	-0.4285714285714286
ENSMUSG00000024921.18:B1	E:26673575-26673622	exon	poly(dT)	6	0.0760421362505036	-0.14285714285714288
ENSMUSG00000024921.18:B1	E:26673575-26673622	exon	random hexamer	6	0.0760421362505036	0.028571428571428574
ENSMUSG00000024921.18:B1	E:26675745-26675912	exon	poly(dT)	6	0.0760421362505036	0.08571428571428573
ENSMUSG00000024921.18:B1	E:26675745-26675912	exon	random hexamer	6	0.0760421362505036	0.4285714285714286
ENSMUSG00000024921.18:B1	E:26683467-26683631	exon	poly(dT)	6	0.0760421362505036	-0.2571428571428572
ENSMUSG00000024921.18:B1	E:26683467-26683631	exon	random hexamer	6	0.0760421362505036	-0.2
ENSMUSG00000024921.18:B1	E:26687857-26688085	exon	poly(dT)	6	0.0760421362505036	-0.6571428571428573
ENSMUSG00000024921.18:B1	E:26687857-26688085	exon	random hexamer	6	0.0760421362505036	-0.2571428571428572
ENSMUSG00000024921.18:B1	E:26693514-26693592	exon	poly(dT)	6	0.0760421362505036	0.7142857142857143
ENSMUSG00000024921.18:B1	E:26693514-26693592	exon	random hexamer	6	0.0760421362505036	0.2
ENSMUSG00000024921.18:B1	E:26698128-26698347	exon	poly(dT)	6	0.0760421362505036	-0.028571428571428574
ENSMUSG00000024921.18:B1	E:26698128-26698347	exon	random hexamer	6	0.0760421362505036	-0.8285714285714287
ENSMUSG00000024921.18:B1	E:26727717-26728108	exon	poly(dT)	6	0.0703475750300194	0.3142857142857143
ENSMUSG00000024921.18:B1	E:26727717-26728108	exon	random hexamer	6	0.0703475750300194	-0.14285714285714288
ENSMUSG00000024921.18:B1	J:26582633-26597083	junction	poly(dT)	6	0.0760421362505036	0.6546536707079772
ENSMUSG00000024921.18:B1	J:26582633-26597083	junction	random hexamer	6	0.0760421362505036	0.8857142857142858
ENSMUSG00000024921.18:B1	J:26597344-26601280	junction	poly(dT)	6	0.0760421362505036	0.8406680016960503
ENSMUSG00000024921.18:B1	J:26597344-26601280	junction	random hexamer	6	0.0760421362505036	0.3142857142857143
ENSMUSG00000024921.18:B1	J:26601410-26608069	junction	poly(dT)	6	0.0760421362505036	0.33806170189140666
ENSMUSG00000024921.18:B1	J:26601410-26608069	junction	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	J:26608531-26617787	junction	poly(dT)	6	0.0760421362505036	0.5408987230262506
ENSMUSG00000024921.18:B1	J:26608531-26617787	junction	random hexamer	6	0.0760421362505036	-0.14285714285714288
ENSMUSG00000024921.18:B1	J:26618049-26624420	junction	poly(dT)	6	0.0760421362505036	-0.028571428571428574
ENSMUSG00000024921.18:B1	J:26618049-26624420	junction	random hexamer	6	0.0760421362505036	-0.6
ENSMUSG00000024921.18:B1	J:26624547-26626383	junction	poly(dT)	6	0.0760421362505036	0.5428571428571429
ENSMUSG00000024921.18:B1	J:26624547-26626383	junction	random hexamer	6	0.0760421362505036	0.3142857142857143
ENSMUSG00000024921.18:B1	J:26626557-26628948	junction	poly(dT)	6	0.0760421362505036	0.6
ENSMUSG00000024921.18:B1	J:26626557-26628948	junction	random hexamer	6	0.0760421362505036	-0.14285714285714288
ENSMUSG00000024921.18:B1	J:26629122-26631740	junction	poly(dT)	6	0.0760421362505036	-0.14285714285714288
ENSMUSG00000024921.18:B1	J:26629122-26631740	junction	random hexamer	6	0.0760421362505036	0.028571428571428574
ENSMUSG00000024921.18:B1	J:26631911-26641450	junction	poly(dT)	6	0.0760421362505036	0.4285714285714286
ENSMUSG00000024921.18:B1	J:26631911-26641450	junction	random hexamer	6	0.0760421362505036	0.2
ENSMUSG00000024921.18:B1	J:26641504-26646152	junction	poly(dT)	6	0.0760421362505036	-0.6571428571428573
ENSMUSG00000024921.18:B1	J:26641504-26646152	junction	random hexamer	6	0.0760421362505036	-0.2
ENSMUSG00000024921.18:B1	J:26646283-26646513	junction	poly(dT)	6	0.0760421362505036	0.08571428571428573
ENSMUSG00000024921.18:B1	J:26646283-26646513	junction	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	J:26646571-26648483	junction	poly(dT)	6	0.0760421362505036	-0.48571428571428577
ENSMUSG00000024921.18:B1	J:26646571-26648483	junction	random hexamer	6	0.0760421362505036	0.2
ENSMUSG00000024921.18:B1	J:26648584-26650098	junction	poly(dT)	6	0.0760421362505036	-0.3478626213914691
ENSMUSG00000024921.18:B1	J:26648584-26650098	junction	random hexamer	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	J:26650246-26654033	junction	poly(dT)	6	0.0760421362505036	0.8116794499134279
ENSMUSG00000024921.18:B1	J:26650246-26654033	junction	random hexamer	6	0.0760421362505036	-0.2571428571428572
ENSMUSG00000024921.18:B1	J:26654197-26655715	junction	poly(dT)	6	0.0760421362505036	0.028571428571428574
ENSMUSG00000024921.18:B1	J:26654197-26655715	junction	random hexamer	6	0.0760421362505036	-0.5428571428571429
ENSMUSG00000024921.18:B1	J:26655782-26656473	junction	poly(dT)	6	0.0760421362505036	0.3768511731740915
ENSMUSG00000024921.18:B1	J:26655782-26656473	junction	random hexamer	6	0.0760421362505036	-0.4285714285714286
ENSMUSG00000024921.18:B1	J:26656584-26659270	junction	poly(dT)	6	0.0760421362505036	0.14285714285714288
ENSMUSG00000024921.18:B1	J:26656584-26659270	junction	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	J:26659513-26661208	junction	poly(dT)	6	0.0760421362505036	-0.3142857142857143
ENSMUSG00000024921.18:B1	J:26659513-26661208	junction	random hexamer	6	0.0760421362505036	-0.6
ENSMUSG00000024921.18:B1	J:26661322-26668744	junction	poly(dT)	6	0.0760421362505036	-0.2
ENSMUSG00000024921.18:B1	J:26661322-26668744	junction	random hexamer	6	0.0760421362505036	-0.3142857142857143
ENSMUSG00000024921.18:B1	J:26668852-26669580	junction	poly(dT)	6	0.0760421362505036	0.14285714285714288
ENSMUSG00000024921.18:B1	J:26668852-26669580	junction	random hexamer	6	0.0760421362505036	0.3142857142857143
ENSMUSG00000024921.18:B1	J:26669667-26673575	junction	poly(dT)	6	0.0760421362505036	-0.057977103565244846
ENSMUSG00000024921.18:B1	J:26669667-26673575	junction	random hexamer	6	0.0760421362505036	-0.4285714285714286
ENSMUSG00000024921.18:B1	J:26673622-26675745	junction	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	J:26673622-26675745	junction	random hexamer	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	J:26675912-26683467	junction	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	J:26675912-26683467	junction	random hexamer	6	0.0760421362505036	0.08571428571428573
ENSMUSG00000024921.18:B1	J:26683631-26687857	junction	poly(dT)	6	0.0760421362505036	0.2571428571428572
ENSMUSG00000024921.18:B1	J:26683631-26687857	junction	random hexamer	6	0.0760421362505036	-0.2
ENSMUSG00000024921.18:B1	J:26688085-26693514	junction	poly(dT)	6	0.0760421362505036	0.48571428571428577
ENSMUSG00000024921.18:B1	J:26688085-26693514	junction	random hexamer	6	0.0760421362505036	0.14285714285714288
ENSMUSG00000024921.18:B1	J:26693592-26698128	junction	poly(dT)	6	0.0760421362505036	0.6
ENSMUSG00000024921.18:B1	J:26693592-26698128	junction	random hexamer	6	0.0760421362505036	0.3714285714285715
ENSMUSG00000024921.18:B1	J:26698347-26729223	junction	poly(dT)	6	0.0760421362505036	-0.08571428571428573
ENSMUSG00000024921.18:B1	J:26698347-26729223	junction	random hexamer	6	0.0760421362505036	-0.6
ENSMUSG00000024921.18:B3	E:26754781-26754792	exon	poly(dT)	6	0.07029086442166343	-0.08571428571428573
ENSMUSG00000024921.18:B3	E:26754781-26754792	exon	random hexamer	6	0.07029086442166343	-0.7142857142857143
ENSMUSG00000024921.18:B3	E:26754792-26754876	exon	poly(dT)	6	0.06809916189561371	0.3714285714285715
ENSMUSG00000024921.18:B3	E:26754792-26754876	exon	random hexamer	6	0.06809916189561371	0.08571428571428573
ENSMUSG00000024921.18:B3	E:26754876-26755721	exon	poly(dT)	6	0.06465042305344093	0.7714285714285715
ENSMUSG00000024921.18:B3	E:26754876-26755721	exon	random hexamer	6	0.06465042305344093	0.3714285714285715
ENSMUSG00000025266.12:B1	E:149800196-149800200	exon	poly(dT)	3	0.0636932904527101	1.0
ENSMUSG00000025266.12:B1	J:149797085-149800196	junction	poly(dT)	3	0.0636932904527101	1.0
ENSMUSG00000025266.12:B1	J:149797085-149800200	junction	poly(dT)	3	0.0636932904527101	-0.5
ENSMUSG00000025369.16:B1	E:128295162-128295176	exon	random hexamer	6	0.09847093779235813	0.48571428571428577
ENSMUSG00000025372.17:B1	E:119887714-119887834	exon	random hexamer	5	0.1438099907524295	0.6
ENSMUSG00000025372.17:B1	J:119887573-119887714	junction	random hexamer	5	0.1438099907524295	0.49999999999999994
ENSMUSG00000025372.17:B1	J:119887573-119887834	junction	random hexamer	5	0.14380999075242965	0.39999999999999997
ENSMUSG00000025372.17:B2	J:119891412-119891899	junction	random hexamer	5	0.0616913366946199	0.19999999999999998
ENSMUSG00000025404.16:B3	E:127300999-127301053	exon	random hexamer	6	0.3046122707568225	0.6
ENSMUSG00000025404.16:B3	J:127300882-127300999	junction	random hexamer	6	0.3046122707568225	0.7142857142857143
ENSMUSG00000025404.16:B3	J:127300882-127307636	junction	random hexamer	6	0.30461227075682257	0.2
ENSMUSG00000025404.16:B3	J:127301053-127307636	junction	random hexamer	6	0.3046122707568225	0.4285714285714286
ENSMUSG00000025422.11:B1	E:126926010-126926070	exon	poly(dT)	6	0.06054753207546773	-0.3142857142857143
ENSMUSG00000025422.11:B1	E:126926010-126926070	exon	random hexamer	8	0.06054753207546773	0.5952380952380953
ENSMUSG00000025422.11:B1	J:126925227-126926010	junction	poly(dT)	6	0.06054753207546773	0.14285714285714288
ENSMUSG00000025422.11:B1	J:126925227-126926010	junction	random hexamer	8	0.06054753207546773	0.023809523809523815
ENSMUSG00000025422.11:B1	J:126925227-126926295	junction	poly(dT)	6	0.060547532075467814	-0.13093073414159545
ENSMUSG00000025422.11:B1	J:126925227-126926295	junction	random hexamer	8	0.060547532075467814	-0.5367450401216933
ENSMUSG00000025422.11:B1	J:126926070-126926295	junction	poly(dT)	6	0.06054753207546773	-0.7714285714285715
ENSMUSG00000025422.11:B1	J:126926070-126926295	junction	random hexamer	8	0.06054753207546773	0.30952380952380953
ENSMUSG00000025576.18:B1	E:118800129-118800376	exon	random hexamer	4	0.05997439376718372	0.39999999999999997
ENSMUSG00000025576.18:B1	E:118800376-118800398	exon	random hexamer	4	0.45453394608901143	0.19999999999999998
ENSMUSG00000025576.18:B1	E:118802261-118802423	exon	random hexamer	4	0.05997439376718372	-0.2581988897471611
ENSMUSG00000025576.18:B1	J:118702242-118800129	junction	random hexamer	4	0.05997439376718372	0.39999999999999997
ENSMUSG00000025576.18:B1	J:118702242-118802261	junction	random hexamer	4	0.05997439376718372	-0.2581988897471611
ENSMUSG00000025576.18:B4	E:118387216-118387357	exon	poly(dT)	4	0.3717091363427052	0.7999999999999999
ENSMUSG00000025576.18:B4	J:118387216-118387763	junction	poly(dT)	4	0.371709136342705	0.39999999999999997
ENSMUSG00000025576.18:B4	J:118387357-118387763	junction	poly(dT)	4	0.3717091363427052	0.9486832980505139
ENSMUSG00000025656.18:B1	E:94174441-94174621	exon	random hexamer	5	0.15674146690880209	0.8999999999999998
ENSMUSG00000025656.18:B1	E:94209198-94209205	exon	random hexamer	5	0.11794756791053951	0.09999999999999999
ENSMUSG00000025656.18:B1	E:94209205-94209576	exon	random hexamer	5	0.0798606598822389	0.49999999999999994
ENSMUSG00000025656.18:B1	E:94209576-94209913	exon	random hexamer	5	0.11099902285682495	0.3
ENSMUSG00000025656.18:B1	E:94209913-94209967	exon	random hexamer	5	0.09203998828627374	0.09999999999999999
ENSMUSG00000025656.18:B1	E:94210029-94210092	exon	random hexamer	5	0.11794756791053951	0.7
ENSMUSG00000025656.18:B1	E:94240015-94240427	exon	random hexamer	5	0.0798606598822389	0.0
ENSMUSG00000025656.18:B1	E:94240427-94240439	exon	random hexamer	5	0.10067207182913977	0.46169025843831935
ENSMUSG00000025656.18:B1	J:94156152-94174441	junction	random hexamer	5	0.15674146690880209	0.7999999999999999
ENSMUSG00000025656.18:B1	J:94174621-94209198	junction	random hexamer	5	0.11390656447911685	0.8720815992723809
ENSMUSG00000025656.18:B1	J:94174621-94209205	junction	random hexamer	5	0.09203998828627374	-0.09999999999999999
ENSMUSG00000025656.18:B1	J:94174621-94240015	junction	random hexamer	5	0.10067207182913977	0.6668859288553501
ENSMUSG00000025656.18:B1	J:94209576-94210029	junction	random hexamer	5	0.11794756791053951	-0.10259783520851541
ENSMUSG00000025658.17:B1	E:156604431-156606832	exon	poly(dT)	6	0.20323509980297938	-0.6
ENSMUSG00000025658.17:B1	E:156604431-156606832	exon	random hexamer	5	0.20323509980297938	0.3
ENSMUSG00000025658.17:B1	E:156609352-156609549	exon	poly(dT)	6	0.20323509980297938	0.6
ENSMUSG00000025658.17:B1	E:156609352-156609549	exon	random hexamer	5	0.20323509980297938	0.6
ENSMUSG00000025658.17:B1	E:156615738-156617069	exon	poly(dT)	6	0.2032350998029793	-0.2571428571428572
ENSMUSG00000025658.17:B1	E:156615738-156617069	exon	random hexamer	5	0.2032350998029793	-0.3
ENSMUSG00000025658.17:B1	J:156606832-156609352	junction	poly(dT)	6	0.20323509980297938	-0.2571428571428572
