Name Chr Start End EXcortical_polydT_0 EXcortical_randomhexamer_0 INHmidbrain_polydT_0 INHmidbrain_randomhexamer_0
chr16:84759659-84759660 chr16 84759659 84759660 42.74220583305397 0.0 0.0 152.08655332302936
chr16:84759659-84759661 chr16 84759659 84759661 0.0 129.65135769359705 44.82225656877898 0.0
chr16:84759660-84759661 chr16 84759660 84759661 42.574589339591014 0.0 0.0 0.0
chr16:84759660-84759662 chr16 84759660 84759662 0.0 0.0 0.0 151.7774343122102
chr16:84759661-84759662 chr16 84759661 84759662 42.49078109285954 129.0646999664767 0.0 0.0
chr16:84759661-84759663 chr16 84759661 84759663 0.0 0.0 43.89489953632148 0.0
chr16:84759662-84759663 chr16 84759662 84759663 42.323164599396584 128.56185048608785 0.0 150.8500772797527
chr16:84759663-84759664 chr16 84759663 84759664 42.239356352665105 128.81327522628226 43.585780525502315 149.92272024729522
chr16:84759664-84759665 chr16 84759664 84759665 42.49078109285954 0.0 0.0 151.15919629057186
chr16:84759664-84759666 chr16 84759664 84759666 0.0 128.89708347301374 43.89489953632148 0.0
chr16:84759665-84759666 chr16 84759665 84759666 42.82601407978545 0.0 0.0 150.8500772797527
chr16:84759666-84759667 chr16 84759666 84759667 43.07743881997989 0.0 44.20401854714065 151.46831530139104
chr16:84759666-84759668 chr16 84759666 84759668 0.0 129.3999329534026 0.0 0.0
chr16:84759667-84759668 chr16 84759667 84759668 42.90982232651693 0.0 0.0 152.39567233384852
chr16:84759667-84759669 chr16 84759667 84759669 0.0 0.0 44.513137557959816 0.0
chr16:84759668-84759669 chr16 84759668 84759669 42.658397586322494 129.4837412001341 0.0 153.01391035548687
chr16:84759669-84759670 chr16 84759669 84759670 42.82601407978545 129.73516594032853 44.82225656877898 153.94126738794435
chr16:84759670-84759671 chr16 84759670 84759671 42.99363057324841 129.31612470667113 0.0 153.32302936630603
chr16:84759670-84759672 chr16 84759670 84759672 0.0 0.0 44.513137557959816 0.0
chr16:84759671-84759672 chr16 84759671 84759672 42.40697284612806 128.05900100569897 0.0 153.01391035548687
chr16:84759672-84759673 chr16 84759672 84759673 0.0 103.5031847133758 43.89489953632148 140.34003091190107
chr16:84759672-84759674 chr16 84759672 84759674 35.61850486087831 0.0 0.0 0.0
chr16:84759673-84759674 chr16 84759673 84759674 0.0 0.0 44.20401854714065 139.10355486862443
chr16:84759673-84759675 chr16 84759673 84759675 0.0 102.16225276567215 0.0 0.0
chr16:84759674-84759675 chr16 84759674 84759675 35.86992960107275 0.0 43.89489953632148 138.79443585780524
chr16:84759675-84759676 chr16 84759675 84759676 36.037546094535706 102.07844451894067 42.96754250386399 138.17619783616692
chr16:84759676-84759677 chr16 84759676 84759677 35.86992960107275 102.16225276567215 42.65842349304482 137.2488408037094
chr16:84759677-84759678 chr16 84759677 84759678 35.36708012068387 98.89373114314449 41.42194744976816 0.0
chr16:84759677-84759679 chr16 84759677 84759679 0.0 0.0 0.0 136.01236476043277
chr16:84759678-84759679 chr16 84759678 84759679 35.53469661414683 98.97753938987597 0.0 0.0
chr16:84759678-84759681 chr16 84759678 84759681 0.0 0.0 41.73106646058733 0.0
chr16:84759679-84759680 chr16 84759679 84759680 35.36708012068387 99.06134763660745 0.0 135.39412673879443
chr16:84759680-84759681 chr16 84759680 84759681 35.19946362722092 98.55849815621858 0.0 0.0
chr16:84759680-84759682 chr16 84759680 84759682 0.0 0.0 0.0 134.7758887171561
chr16:84759681-84759682 chr16 84759681 84759682 35.2832718739524 98.13945692256118 41.112828438948995 0.0
chr16:84759682-84759683 chr16 84759682 84759683 35.78612135434127 98.89373114314449 41.42194744976816 0.0
chr16:84759682-84759684 chr16 84759682 84759684 0.0 0.0 0.0 134.15765069551776
chr16:84759683-84759684 chr16 84759683 84759684 35.95373784780423 99.06134763660745 41.73106646058733 0.0
chr16:84759684-84759685 chr16 84759684 84759685 36.20516258799866 99.22896413007041 41.42194744976816 134.7758887171561
chr16:84759685-84759686 chr16 84759685 84759686 35.86992960107275 0.0 0.0 132.92117465224112
chr16:84759685-84759687 chr16 84759685 84759687 0.0 98.39088166275562 41.112828438948995 0.0
chr16:84759686-84759687 chr16 84759686 84759687 35.45088836741535 0.0 0.0 131.3755795981453
chr16:84759687-84759688 chr16 84759687 84759688 35.53469661414683 98.22326516929266 42.04018547140649 131.9938176197836
chr16:84759688-84759689 chr16 84759688 84759689 35.36708012068387 97.7204156889038 41.112828438948995 132.92117465224112
chr16:84759689-84759690 chr16 84759689 84759690 35.19946362722092 97.38518270197788 40.80370942812983 132.30293663060277
chr16:84759690-84759691 chr16 84759690 84759691 35.36708012068387 98.13945692256118 41.112828438948995 132.61205564142193
chr16:84759691-84759692 chr16 84759691 84759692 35.031847133757964 95.96044250754275 40.49459041731066 131.3755795981453
chr16:84759692-84759693 chr16 84759692 84759693 35.11565538048944 95.62520952061683 40.1854714064915 131.0664605873261
chr16:84759693-84759694 chr16 84759693 84759694 35.45088836741535 0.0 0.0 0.0
chr16:84759693-84759695 chr16 84759693 84759695 0.0 95.7928260140798 0.0 131.9938176197836
chr16:84759693-84759696 chr16 84759693 84759696 0.0 0.0 40.49459041731066 0.0
chr16:84759694-84759695 chr16 84759694 84759695 35.86992960107275 0.0 0.0 0.0
chr16:84759695-84759696 chr16 84759695 84759696 0.0 97.38518270197788 0.0 133.53941267387944
chr16:84759695-84759697 chr16 84759695 84759697 36.540395574924574 0.0 0.0 0.0
chr16:84759696-84759697 chr16 84759696 84759697 0.0 97.13375796178345 0.0 131.68469860896445
chr16:84759696-84759698 chr16 84759696 84759698 0.0 0.0 40.1854714064915 0.0
chr16:84759697-84759698 chr16 84759697 84759698 36.70801206838753 97.46899094870936 0.0 131.9938176197836
chr16:84759698-84759699 chr16 84759698 84759699 37.12705330204492 97.3013744552464 0.0 131.0664605873261
chr16:84759698-84759700 chr16 84759698 84759700 0.0 0.0 40.80370942812983 0.0
chr16:84759699-84759700 chr16 84759699 84759700 37.04324505531344 96.96614146832049 0.0 131.3755795981453
chr16:84759700-84759701 chr16 84759700 84759701 36.79182031511901 96.79852497485753 0.0 129.21174652241112
chr16:84759700-84759702 chr16 84759700 84759702 0.0 0.0 41.112828438948995 0.0
chr16:84759701-84759702 chr16 84759701 84759702 36.372779081461616 96.37948374120013 0.0 127.35703245749613
chr16:84759702-84759703 chr16 84759702 84759703 23.550117331545426 62.939993295340265 22.874806800618238 84.38948995363215
chr16:84759703-84759704 chr16 84759703 84759704 23.466309084813947 62.52095206168287 22.56568778979907 84.08037094281298
chr16:84759704-84759705 chr16 84759704 84759705 0.0 61.59906134763661 22.874806800618238 83.15301391035548
chr16:84759704-84759706 chr16 84759704 84759706 23.382500838082468 0.0 0.0 0.0
chr16:84759705-84759706 chr16 84759705 84759706 0.0 61.18002011397922 0.0 83.46213292117466
chr16:84759705-84759707 chr16 84759705 84759707 0.0 0.0 23.493044822256568 0.0
chr16:84759706-84759707 chr16 84759706 84759707 23.550117331545426 59.67147167281261 0.0 82.53477588871715
chr16:84759707-84759708 chr16 84759707 84759708 0.0 59.75527991954409 24.420401854714065 82.22565687789799
chr16:84759707-84759709 chr16 84759707 84759709 23.88535031847134 0.0 0.0 0.0
chr16:84759708-84759709 chr16 84759708 84759709 0.0 60.090512906469996 24.72952086553323 82.53477588871715
chr16:84759709-84759710 chr16 84759709 84759710 24.052966811934294 59.42004693261817 0.0 0.0
chr16:84759709-84759711 chr16 84759709 84759711 0.0 0.0 25.347758887171562 80.98918083462132
chr16:84759710-84759711 chr16 84759710 84759711 24.220583305397252 59.58766342608113 0.0 0.0
chr16:84759711-84759712 chr16 84759711 84759712 24.639624539054644 60.174321153201475 26.275115919629055 81.2982998454405
chr16:84759712-84759713 chr16 84759712 84759713 24.555816292323165 60.090512906469996 25.965996908809892 81.60741885625966
chr16:84759713-84759714 chr16 84759713 84759714 24.472008045591686 59.839088166275566 0.0 82.84389489953632
chr16:84759713-84759715 chr16 84759713 84759715 0.0 0.0 26.275115919629055 0.0
chr16:84759714-84759715 chr16 84759714 84759715 24.38819979886021 60.42574589339591 0.0 82.22565687789799
chr16:84759715-84759716 chr16 84759715 84759716 23.969158565202818 59.42004693261817 25.656877897990725 79.4435857805255
chr16:84759716-84759717 chr16 84759716 84759717 24.052966811934294 59.75527991954409 0.0 0.0
chr16:84759716-84759718 chr16 84759716 84759718 0.0 0.0 25.965996908809892 77.58887171561051
chr16:84759717-84759718 chr16 84759717 84759718 24.220583305397252 60.8447871270533 0.0 0.0
chr16:84759718-84759719 chr16 84759718 84759719 0.0 61.2638283607107 26.275115919629055 78.20710973724884
chr16:84759718-84759721 chr16 84759718 84759721 24.891049279249078 0.0 0.0 0.0
chr16:84759719-84759720 chr16 84759719 84759720 0.0 61.59906134763661 25.965996908809892 0.0
chr16:84759719-84759721 chr16 84759719 84759721 0.0 0.0 0.0 77.58887171561051
chr16:84759720-84759721 chr16 84759720 84759721 0.0 61.2638283607107 26.275115919629055 0.0
chr16:84759721-84759722 chr16 84759721 84759722 0.0 62.35333556821992 0.0 78.516228748068
chr16:84759721-84759723 chr16 84759721 84759723 25.31009051290647 0.0 25.965996908809892 0.0
chr16:84759722-84759723 chr16 84759722 84759723 0.0 0.0 0.0 77.89799072642967
chr16:84759722-84759724 chr16 84759722 84759724 0.0 62.18571907475696 0.0 0.0
chr16:84759723-84759724 chr16 84759723 84759724 25.561515253100907 0.0 25.347758887171562 78.20710973724884
chr16:84759724-84759725 chr16 84759724 84759725 25.729131746563862 61.682869594368086 0.0 0.0
chr16:84759724-84759727 chr16 84759724 84759727 0.0 0.0 25.965996908809892 77.27975270479135
chr16:84759725-84759726 chr16 84759725 84759726 25.89674824002682 0.0 0.0 0.0
chr16:84759725-84759727 chr16 84759725 84759727 0.0 61.93429433456252 0.0 0.0
chr16:84759726-84759727 chr16 84759726 84759727 25.9805564867583 0.0 0.0 0.0
chr16:84759727-84759728 chr16 84759727 84759728 26.064364733489775 61.09621186724774 25.656877897990725 76.97063369397218
chr16:84759728-84759729 chr16 84759728 84759729 26.315789473684212 60.67717063359035 25.347758887171562 76.04327666151468
chr16:84759729-84759730 chr16 84759729 84759730 27.153871940998997 61.347636607442176 26.275115919629055 0.0
chr16:84759729-84759731 chr16 84759729 84759731 0.0 0.0 0.0 77.27975270479135
chr16:84759730-84759731 chr16 84759730 84759731 27.40529668119343 61.766677841099565 26.584234930448222 0.0
chr16:84759731-84759732 chr16 84759731 84759732 27.237680187730472 60.76097888032183 26.89335394126739 75.42503863987635
chr16:84759732-84759733 chr16 84759732 84759733 27.57291317465639 60.50955414012739 0.0 0.0
chr16:84759732-84759734 chr16 84759732 84759734 0.0 0.0 0.0 75.11591962905719
chr16:84759732-84759735 chr16 84759732 84759735 0.0 0.0 27.202472952086552 0.0
chr16:84759733-84759734 chr16 84759733 84759734 27.656721421387864 60.341937646664434 0.0 0.0
chr16:84759734-84759735 chr16 84759734 84759735 0.0 60.42574589339591 0.0 74.80680061823801
chr16:84759734-84759736 chr16 84759734 84759736 27.9081461615823 0.0 0.0 0.0
chr16:84759735-84759736 chr16 84759735 84759736 0.0 58.833389205497824 26.275115919629055 74.1885625965997
chr16:84759736-84759737 chr16 84759736 84759737 27.824337914850823 58.581964465303386 25.965996908809892 73.87944358578052
chr16:84759737-84759738 chr16 84759737 84759738 0.0 58.07911498491452 0.0 72.02472952086553
chr16:84759737-84759739 chr16 84759737 84759739 0.0 0.0 26.275115919629055 0.0
chr16:84759737-84759740 chr16 84759737 84759740 27.740529668119343 0.0 0.0 0.0
chr16:84759738-84759739 chr16 84759738 84759739 0.0 58.24673147837748 0.0 71.09737248840804
chr16:84759739-84759740 chr16 84759739 84759740 0.0 57.57626550452565 0.0 70.78825347758887
chr16:84759739-84759743 chr16 84759739 84759743 0.0 0.0 25.038639876352395 0.0
chr16:84759740-84759741 chr16 84759740 84759741 27.9081461615823 57.7438819979886 0.0 71.09737248840804
chr16:84759741-84759742 chr16 84759741 84759742 28.159570901776735 0.0 0.0 0.0
chr16:84759741-84759743 chr16 84759741 84759743 0.0 57.82769024472008 0.0 0.0
chr16:84759741-84759744 chr16 84759741 84759744 0.0 0.0 0.0 71.4064914992272
chr16:84759742-84759743 chr16 84759742 84759743 28.243379148508215 0.0 0.0 0.0
chr16:84759743-84759744 chr16 84759743 84759744 0.0 57.99530673818304 0.0 0.0
chr16:84759743-84759745 chr16 84759743 84759745 28.327187395239694 0.0 0.0 0.0
chr16:84759743-84759746 chr16 84759743 84759746 0.0 0.0 25.347758887171562 0.0
chr16:84759744-84759745 chr16 84759744 84759745 0.0 58.330539725108956 0.0 0.0
chr16:84759744-84759746 chr16 84759744 84759746 0.0 0.0 0.0 71.09737248840804
chr16:84759745-84759746 chr16 84759745 84759746 28.49480388870265 0.0 0.0 0.0
chr16:84759745-84759747 chr16 84759745 84759747 0.0 58.24673147837748 0.0 0.0
chr16:84759746-84759747 chr16 84759746 84759747 28.662420382165607 0.0 25.656877897990725 71.4064914992272
chr16:84759747-84759748 chr16 84759747 84759748 28.91384512236004 58.330539725108956 25.965996908809892 0.0
chr16:84759747-84759749 chr16 84759747 84759749 0.0 0.0 0.0 71.09737248840804
chr16:84759748-84759749 chr16 84759748 84759749 29.081461615823 57.82769024472008 0.0 0.0
chr16:84759748-84759753 chr16 84759748 84759753 0.0 0.0 26.584234930448222 0.0
chr16:84759749-84759750 chr16 84759749 84759750 0.0 58.07911498491452 0.0 0.0
chr16:84759749-84759751 chr16 84759749 84759751 29.249078109285954 0.0 0.0 0.0
chr16:84759749-84759752 chr16 84759749 84759752 0.0 0.0 0.0 71.71561051004636
chr16:84759750-84759751 chr16 84759750 84759751 0.0 58.665772712034865 0.0 0.0
chr16:84759751-84759752 chr16 84759751 84759752 29.50050284948039 59.00100569896078 0.0 0.0
chr16:84759752-84759753 chr16 84759752 84759753 0.0 58.162923231646 0.0 70.78825347758887
chr16:84759752-84759754 chr16 84759752 84759754 29.332886356017433 0.0 0.0 0.0
chr16:84759753-84759754 chr16 84759753 84759754 0.0 58.41434797184043 0.0 0.0
chr16:84759753-84759755 chr16 84759753 84759755 0.0 0.0 0.0 71.09737248840804
chr16:84759753-84759757 chr16 84759753 84759757 0.0 0.0 26.275115919629055 0.0
chr16:84759754-84759755 chr16 84759754 84759755 29.416694602748912 58.581964465303386 0.0 0.0
chr16:84759755-84759756 chr16 84759755 84759756 0.0 58.07911498491452 0.0 69.86089644513137
chr16:84759755-84759757 chr16 84759755 84759757 29.081461615823 0.0 0.0 0.0
chr16:84759756-84759757 chr16 84759756 84759757 0.0 57.66007375125712 0.0 69.24265842349304
chr16:84759757-84759758 chr16 84759757 84759758 0.0 0.25142474019443517 0.3091190108191654 0.3091190108191654
chr16:84762526-84762556 chr16 84762526 84762556 0.0 0.08380824673147838 0.0 0.0
chr16:84762553-84762556 chr16 84762553 84762556 0.08380824673147838 0.0 0.0 0.0
chr16:84762556-84762557 chr16 84762556 84762557 0.25142474019443517 0.0 0.0 0.0
chr16:84762556-84762558 chr16 84762556 84762558 0.0 0.4190412336573919 0.3091190108191654 0.0
chr16:84762557-84762558 chr16 84762557 84762558 0.4190412336573919 0.0 0.0 0.6182380216383307
chr16:84762558-84762559 chr16 84762558 84762559 0.0 58.49815621857191 0.0 69.55177743431221
chr16:84762558-84762561 chr16 84762558 84762561 29.58431109621187 0.0 26.275115919629055 0.0
chr16:84762559-84762560 chr16 84762559 84762560 0.0 58.749580958766344 0.0 70.17001545595053
chr16:84762560-84762561 chr16 84762560 84762561 0.0 59.08481394569226 0.0 70.78825347758887
chr16:84762561-84762562 chr16 84762561 84762562 30.757626550452567 59.00100569896078 0.0 70.47913446676971
chr16:84762561-84762565 chr16 84762561 84762565 0.0 0.0 27.202472952086552 0.0
chr16:84762562-84762563 chr16 84762562 84762563 30.841434797184043 59.08481394569226 0.0 70.78825347758887
chr16:84762563-84762564 chr16 84762563 84762564 31.009051290647 59.42004693261817 0.0 71.4064914992272
chr16:84762564-84762565 chr16 84762564 84762565 31.17666778410996 59.16862219242374 0.0 0.0
chr16:84762564-84762566 chr16 84762564 84762566 0.0 0.0 0.0 71.71561051004636
chr16:84762565-84762566 chr16 84762565 84762566 31.428092524304393 59.25243043915521 0.0 0.0
chr16:84762565-84762567 chr16 84762565 84762567 0.0 0.0 27.51159196290572 0.0
chr16:84762566-84762567 chr16 84762566 84762567 31.511900771035872 57.91149849145156 0.0 68.93353941267388
chr16:84762567-84762568 chr16 84762567 84762568 31.428092524304393 56.067717063359034 0.0 66.46058732612056
chr16:84762567-84762569 chr16 84762567 84762569 0.0 0.0 26.89335394126739 0.0
chr16:84762568-84762569 chr16 84762568 84762569 0.0 56.31914180355347 0.0 67.07882534775888
chr16:84762568-84762570 chr16 84762568 84762570 31.511900771035872 0.0 0.0 0.0
chr16:84762569-84762570 chr16 84762569 84762570 0.0 56.15152531009051 0.0 0.0
chr16:84762569-84762572 chr16 84762569 84762572 0.0 0.0 25.965996908809892 67.38794435857805
chr16:84762570-84762571 chr16 84762570 84762571 31.428092524304393 56.40295005028495 0.0 0.0
chr16:84762571-84762572 chr16 84762571 84762572 31.344284277572914 56.31914180355347 0.0 0.0
chr16:84762572-84762573 chr16 84762572 84762573 31.09285953737848 56.40295005028495 0.0 66.76970633693972
chr16:84762572-84762574 chr16 84762572 84762574 0.0 0.0 26.275115919629055 0.0
chr16:84762573-84762574 chr16 84762573 84762574 31.17666778410996 56.73818303721087 0.0 68.00618238021639
chr16:84762574-84762575 chr16 84762574 84762575 0.0 56.067717063359034 25.965996908809892 67.38794435857805
chr16:84762574-84762576 chr16 84762574 84762576 31.009051290647 0.0 0.0 0.0
chr16:84762575-84762576 chr16 84762575 84762576 0.0 56.31914180355347 0.0 68.00618238021639
chr16:84762575-84762580 chr16 84762575 84762580 0.0 0.0 26.275115919629055 0.0
chr16:84762576-84762577 chr16 84762576 84762577 30.673818303721088 0.0 0.0 67.38794435857805
chr16:84762576-84762578 chr16 84762576 84762578 0.0 55.48105933623869 0.0 0.0
chr16:84762577-84762578 chr16 84762577 84762578 0.0 0.0 0.0 67.07882534775888
chr16:84762577-84762579 chr16 84762577 84762579 30.50620181025813 0.0 0.0 0.0
chr16:84762578-84762579 chr16 84762578 84762579 0.0 55.648675829701645 0.0 67.38794435857805
chr16:84762579-84762580 chr16 84762579 84762580 30.42239356352665 55.22963459604425 0.0 66.76970633693972
chr16:84762580-84762581 chr16 84762580 84762581 30.254777070063696 54.89440160911834 0.0 66.15146831530139
chr16:84762580-84762582 chr16 84762580 84762582 0.0 0.0 25.965996908809892 0.0
chr16:84762581-84762582 chr16 84762581 84762582 29.835735836406304 0.0 0.0 0.0
chr16:84762581-84762583 chr16 84762581 84762583 0.0 54.97820985584982 0.0 66.46058732612056
chr16:84762582-84762583 chr16 84762582 84762583 29.919544083137783 0.0 26.275115919629055 0.0
chr16:84762583-84762584 chr16 84762583 84762584 29.50050284948039 54.89440160911834 25.965996908809892 65.2241112828439
chr16:84762584-84762585 chr16 84762584 84762585 29.416694602748912 55.14582634931278 26.584234930448222 65.53323029366305
chr16:84762585-84762586 chr16 84762585 84762586 29.50050284948039 55.22963459604425 27.51159196290572 66.15146831530139
chr16:84762586-84762587 chr16 84762586 84762587 29.332886356017433 55.14582634931278 0.0 65.53323029366305
chr16:84762586-84762589 chr16 84762586 84762589 0.0 0.0 27.202472952086552 0.0
chr16:84762587-84762588 chr16 84762587 84762588 29.081461615823 53.80489440160912 0.0 63.98763523956723
chr16:84762588-84762589 chr16 84762588 84762589 28.99765336909152 53.21823667448877 0.0 63.3693972179289
chr16:84762589-84762590 chr16 84762589 84762590 29.416694602748912 54.140127388535035 27.820710973724882 63.98763523956723
chr16:84762590-84762591 chr16 84762590 84762591 29.50050284948039 53.97251089507208 27.51159196290572 63.06027820710974
chr16:84762591-84762592 chr16 84762591 84762592 29.332886356017433 54.223935635266514 0.0 60.89644513137558
chr16:84762591-84762595 chr16 84762591 84762595 0.0 0.0 27.202472952086552 0.0
chr16:84762592-84762593 chr16 84762592 84762593 0.0 54.30774388199799 0.0 61.205564142194746
chr16:84762592-84762596 chr16 84762592 84762596 29.58431109621187 0.0 0.0 0.0
chr16:84762593-84762594 chr16 84762593 84762594 0.0 54.223935635266514 0.0 61.51468315301391
chr16:84762594-84762595 chr16 84762594 84762595 0.0 54.81059336238686 0.0 59.969088098918085
chr16:84762595-84762596 chr16 84762595 84762596 0.0 0.0 27.820710973724882 59.65996908809892
chr16:84762595-84762597 chr16 84762595 84762597 0.0 54.89440160911834 0.0 0.0
chr16:84762596-84762597 chr16 84762596 84762597 29.416694602748912 0.0 28.438948995363216 60.89644513137558
chr16:84762597-84762598 chr16 84762597 84762598 29.332886356017433 54.056319141803556 0.0 0.0
chr16:84762597-84762599 chr16 84762597 84762599 0.0 0.0 0.0 60.278207109737245
chr16:84762597-84762602 chr16 84762597 84762602 0.0 0.0 27.820710973724882 0.0
chr16:84762598-84762599 chr16 84762598 84762599 29.165269862554478 54.223935635266514 0.0 0.0
chr16:84762599-84762600 chr16 84762599 84762600 29.332886356017433 54.056319141803556 0.0 0.0
chr16:84762599-84762603 chr16 84762599 84762603 0.0 0.0 0.0 60.58732612055641
chr16:84762600-84762601 chr16 84762600 84762601 29.50050284948039 54.140127388535035 0.0 0.0
chr16:84762601-84762602 chr16 84762601 84762602 29.416694602748912 53.63727790814616 0.0 0.0
chr16:84762602-84762603 chr16 84762602 84762603 29.50050284948039 0.0 0.0 0.0
chr16:84762602-84762604 chr16 84762602 84762604 0.0 53.30204492122025 27.51159196290572 0.0
chr16:84762603-84762604 chr16 84762603 84762604 0.0 0.0 0.0 60.89644513137558
chr16:84762603-84762605 chr16 84762603 84762605 29.58431109621187 0.0 0.0 0.0
chr16:84762604-84762605 chr16 84762604 84762605 0.0 53.80489440160912 27.202472952086552 62.13292117465224
chr16:84762605-84762606 chr16 84762605 84762606 29.50050284948039 53.8887026483406 27.820710973724882 62.442040185471406
chr16:84762606-84762607 chr16 84762606 84762607 0.0 52.883003687562855 0.0 61.205564142194746
chr16:84762606-84762609 chr16 84762606 84762609 28.075762655045256 0.0 0.0 0.0
chr16:84762606-84762611 chr16 84762606 84762611 0.0 0.0 26.89335394126739 0.0
chr16:84762607-84762609 chr16 84762607 84762609 0.0 52.715387194099904 0.0 0.0
chr16:84762607-84762610 chr16 84762607 84762610 0.0 0.0 0.0 60.89644513137558
chr16:84762609-84762610 chr16 84762609 84762610 28.159570901776735 52.547770700636946 0.0 0.0
chr16:84762610-84762611 chr16 84762610 84762611 27.9081461615823 51.70968823332216 0.0 59.041731066460585
chr16:84762611-84762612 chr16 84762611 84762612 27.824337914850823 51.206838752933294 26.584234930448222 58.73261205564142
chr16:84762612-84762613 chr16 84762612 84762613 27.99195440831378 51.5420717398592 0.0 0.0
chr16:84762612-84762614 chr16 84762612 84762614 0.0 0.0 0.0 59.041731066460585
chr16:84762612-84762618 chr16 84762612 84762618 0.0 0.0 26.275115919629055 0.0
chr16:84762613-84762614 chr16 84762613 84762614 27.824337914850823 51.458263493127724 0.0 0.0
chr16:84762614-84762615 chr16 84762614 84762615 27.656721421387864 0.0 0.0 0.0
chr16:84762614-84762616 chr16 84762614 84762616 0.0 51.62587998659068 0.0 59.65996908809892
chr16:84762615-84762616 chr16 84762615 84762616 27.740529668119343 0.0 0.0 0.0
chr16:84762616-84762617 chr16 84762616 84762617 26.734830707341604 50.7877975192759 0.0 58.11437403400309
chr16:84762617-84762618 chr16 84762617 84762618 26.483405967147167 50.53637277908146 0.0 59.041731066460585
chr16:84762618-84762619 chr16 84762618 84762619 26.148172980221254 0.0 0.0 58.42349304482226
chr16:84762618-84762620 chr16 84762618 84762620 0.0 49.69829031176668 0.0 0.0
chr16:84762618-84762621 chr16 84762618 84762621 0.0 0.0 25.965996908809892 0.0
chr16:84762619-84762620 chr16 84762619 84762620 25.81293999329534 0.0 0.0 57.49613601236476
chr16:84762620-84762621 chr16 84762620 84762621 25.729131746563862 50.20113979215555 0.0 58.73261205564142
chr16:84762621-84762622 chr16 84762621 84762622 0.0 50.45256453234999 0.0 0.0
chr16:84762621-84762623 chr16 84762621 84762623 25.89674824002682 0.0 0.0 57.805255023183925
chr16:84762621-84762624 chr16 84762621 84762624 0.0 0.0 25.656877897990725 0.0
chr16:84762622-84762623 chr16 84762622 84762623 0.0 51.039222259470336 0.0 0.0
chr16:84762623-84762624 chr16 84762623 84762624 0.0 50.955414012738856 0.0 0.0
chr16:84762623-84762625 chr16 84762623 84762625 25.729131746563862 0.0 0.0 56.87789799072643
chr16:84762624-84762625 chr16 84762624 84762625 0.0 50.87160576600738 25.347758887171562 0.0
chr16:84762625-84762626 chr16 84762625 84762626 25.477707006369428 50.36875628561851 0.0 55.641421947449764
chr16:84762625-84762630 chr16 84762625 84762630 0.0 0.0 24.420401854714065 0.0
chr16:84762626-84762627 chr16 84762626 84762627 25.142474019443515 50.45256453234999 0.0 56.568778979907265
chr16:84762627-84762628 chr16 84762627 84762628 0.0 50.62018102581294 0.0 57.18701700154559
chr16:84762627-84762629 chr16 84762627 84762629 25.058665772712036 0.0 0.0 0.0
chr16:84762628-84762629 chr16 84762628 84762629 0.0 50.45256453234999 0.0 56.568778979907265
chr16:84762629-84762630 chr16 84762629 84762630 24.891049279249078 50.53637277908146 0.0 56.87789799072643
chr16:84762630-84762631 chr16 84762630 84762631 25.39389875963795 50.20113979215555 25.347758887171562 57.805255023183925
chr16:84762631-84762632 chr16 84762631 84762632 25.226282266174994 50.87160576600738 25.656877897990725 0.0
chr16:84762631-84762634 chr16 84762631 84762634 0.0 0.0 0.0 57.49613601236476
chr16:84762632-84762633 chr16 84762632 84762633 25.142474019443515 50.955414012738856 0.0 0.0
chr16:84762632-84762634 chr16 84762632 84762634 0.0 0.0 25.347758887171562 0.0
chr16:84762633-84762634 chr16 84762633 84762634 25.058665772712036 50.62018102581294 0.0 0.0
chr16:84762634-84762635 chr16 84762634 84762635 24.639624539054644 50.03352329869259 24.72952086553323 0.0
chr16:84762634-84762637 chr16 84762634 84762637 0.0 0.0 0.0 57.805255023183925
chr16:84762635-84762636 chr16 84762635 84762636 24.723432785786123 49.865906805229635 0.0 0.0
chr16:84762635-84762637 chr16 84762635 84762637 0.0 0.0 24.420401854714065 0.0
chr16:84762636-84762637 chr16 84762636 84762637 24.807241032517602 49.949715051961114 0.0 0.0
chr16:84762637-84762638 chr16 84762637 84762638 25.142474019443515 50.11733154542407 0.0 57.18701700154559
chr16:84762637-84762639 chr16 84762637 84762639 0.0 0.0 25.038639876352395 0.0
chr16:84762638-84762639 chr16 84762638 84762639 25.39389875963795 50.03352329869259 0.0 0.0
chr16:84762638-84762640 chr16 84762638 84762640 0.0 0.0 0.0 57.805255023183925
chr16:84762639-84762640 chr16 84762639 84762640 0.0 49.69829031176668 23.493044822256568 0.0
chr16:84762639-84762641 chr16 84762639 84762641 25.226282266174994 0.0 0.0 0.0
chr16:84762640-84762641 chr16 84762640 84762641 0.0 49.782098558498156 0.0 57.18701700154559
chr16:84762640-84762642 chr16 84762640 84762642 0.0 0.0 24.420401854714065 0.0
chr16:84762641-84762642 chr16 84762641 84762642 25.477707006369428 50.62018102581294 0.0 57.49613601236476
chr16:84762642-84762643 chr16 84762642 84762643 25.31009051290647 0.0 24.111282843894898 57.805255023183925
chr16:84762642-84762644 chr16 84762642 84762644 0.0 49.782098558498156 0.0 0.0
chr16:84762643-84762644 chr16 84762643 84762644 25.477707006369428 0.0 24.420401854714065 0.0
chr16:84762643-84762645 chr16 84762643 84762645 0.0 0.0 0.0 57.49613601236476
chr16:84762644-84762645 chr16 84762644 84762645 0.0 50.20113979215555 24.72952086553323 0.0
