test_id	block_id	gene_id	gene_name	event_type	event_components	chromosome	strand	left_anchor	right_anchor	n_tested_paths	tested_path_signatures	n_test_levels	statistic	empirical_p_value	fdr
ENSMUSG00000024498.17:B1	ENSMUSG00000024498.17:B1	ENSMUSG00000024498.17	Tcerg1	alternative first region	cassette exon	chr18	+	null	[42644565, 42644650]	2	[[], [[42644551, 42644565]]]	4	12.736391459361435	0.0002519843769686	0.0017260929822351
ENSMUSG00000024524.18:B1	ENSMUSG00000024524.18:B1	ENSMUSG00000024524.18	Gnal	whole-gene complex		chr18	+	null	null	4	[[[67221286, 67221944], [67267283, 67267356], [67268382, 67268437], [67268589, 67268709], [67324440, 67324538], [67344118, 67344173], [67345295, 67345369], [67346142, 67346201], [67346558, 67346679], [67350140, 67350271], [67351574, 67351642], [67355639, 67359863]], [[67221354, 67222545]], [[67221405, 67221944], [67267283, 67267356], [67268382, 67268437], [67268589, 67268709], [67324440, 67325917]], [[67266092, 67267041], [67267283, 67267356], [67268382, 67268437], [67268589, 67268709], [67324440, 67324538], [67344118, 67344173], [67345295, 67345369], [67346142, 67346201], [67346558, 67346679], [67350140, 67350271], [67351574, 67351642], [67355639, 67357306]]]	3	24.55675642731229	0.000669493416648	0.0034966796922293
ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	9	104.5492158795194	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+	null	[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	8	85.07161378748377	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000024743.17:B2	ENSMUSG00000024743.17:B2	ENSMUSG00000024743.17	Syt7	compound internal	cassette exon; multi-exon skipping	chr19	+	[10395326, 10395406]	[10412913, 10413049]	5	[[], [[10399120, 10399252]], [[10399120, 10399252], [10400148, 10400376], [10403662, 10404031], [10407701, 10407824]], [[10399120, 10399252], [10403662, 10404031], [10407701, 10407824]], [[10403662, 10404031], [10407701, 10407824]]]	8	153.97988271722323	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	8	34.276643966375	0.0003810612555968	0.0022697996529028
ENSMUSG00000024758.16:B1	ENSMUSG00000024758.16:B1	ENSMUSG00000024758.16	Rtn3	alternative first region	alternative acceptor	chr19	-	[7460303, 7460567]	null	2	[[[7460567, 7460637]], [[7460567, 7460646]]]	6	22.533789687367115	0.000395491398062	0.0022943654069986
ENSMUSG00000024897.10:B1	ENSMUSG00000024897.10:B1	ENSMUSG00000024897.10	Apba1	alternative first region		chr19	+	null	[23889818, 23889914]	2	[[[23736250, 23736455], [23870098, 23871384]], [[23881820, 23882085]]]	4	10.169076414333787	0.0069295703666372	0.0242944189428759
ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18	Smarca2	alternative first region	mutually exclusive exons	chr19	+	null	[26729223, 26729441]	5	[[[26582451, 26582633], [26597083, 26597344], [26601280, 26601410], [26608069, 26608531], [26617787, 26618049], [26624420, 26624547], [26626383, 26626557], [26628948, 26629122], [26631740, 26631911], [26641450, 26641504], [26646152, 26646283], [26646513, 26646571], [26648483, 26648584], [26650098, 26650246], [26654033, 26654197], [26655715, 26655782], [26656473, 26656584], [26659270, 26659513], [26661208, 26661322], [26668744, 26668852], [26669580, 26669667], [26673575, 26673622], [26675745, 26675912], [26683467, 26683631], [26687857, 26688085], [26693514, 26693592], [26698128, 26698347]], [[26725650, 26725698]], [[26725802, 26725944], [26727251, 26727347], [26728521, 26728556]], [[26725810, 26725937], [26727251, 26727347]], [[26727717, 26728108]]]	6	140.39853868324352	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18	Smarca2	cassette exon	cassette exon	chr19	+	[26729223, 26729441]	[26748337, 26748443]	2	[[], [[26737277, 26737331]]]	6	36.785436450089286	0.000197745699031	0.0015180391809236
ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18	Smarca2	alternative last region	alternative donor; cassette exon	chr19	+	[26754734, 26754781]	null	4	[[], [[26754781, 26754792]], [[26754781, 26754876]], [[26754781, 26755721]]]	6	93.7193128722386	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000025240.11:B1	ENSMUSG00000025240.11:B1	ENSMUSG00000025240.11	Sacm1l	alternative first region	cassette exon	chr9	+	null	[123358946, 123358986]	2	[[], [[123358823, 123358946]]]	3	7.038471864496274	0.0093260263436208	0.0311439344229533
ENSMUSG00000025261.19:B1	ENSMUSG00000025261.19:B1	ENSMUSG00000025261.19	Huwe1	alternative first region	multi-exon skipping	chrX	+	null	[150618243, 150618288]	2	[[], [[150586322, 150586565], [150589715, 150589856], [150618219, 150618243]]]	10	35.532817695477	0.000476326569496	0.0026345888828337
ENSMUSG00000025266.12:B1	ENSMUSG00000025266.12:B1	ENSMUSG00000025266.12	Gnl3l	cassette exon	cassette exon	chrX	-	[149797016, 149797085]	[149800200, 149800318]	2	[[], [[149800196, 149800200]]]	3	7.8834438421220625	0.0047110854725507	0.0178141045151015
ENSMUSG00000025272.17:B1	ENSMUSG00000025272.17:B1	ENSMUSG00000025272.17	Tro	alternative first region	alternative acceptor; multi-exon skipping; mutually exclusive exons	chrX	-	[149438879, 149438924]	null	4	[[], [[149440340, 149440395], [149438924, 149438949]], [[149440340, 149440432], [149438924, 149438949]], [[149440538, 149440579], [149438924, 149438949]]]	4	41.42782737385525	0.0001905306277984	0.0015180391809236
ENSMUSG00000025272.17:B2	ENSMUSG00000025272.17:B2	ENSMUSG00000025272.17	Tro	cassette exon	cassette exon	chrX	-	[149436287, 149436392]	[149438879, 149438924]	2	[[], [[149436984, 149438610]]]	4	22.939751359280457	0.0001259921884843	0.0015180391809236
ENSMUSG00000025272.17:B3	ENSMUSG00000025272.17:B3	ENSMUSG00000025272.17	Tro	compound internal	alternative donor; retained intron	chrX	-	[149428421, 149428517]	[149433429, 149433544]	3	[[[149428689, 149432651]], [[149432460, 149432651], [149428689, 149429115]], [[149432543, 149432651]]]	4	22.180572471299207	0.0011158223610801	0.0053715587875538
ENSMUSG00000025272.17:B4	ENSMUSG00000025272.17:B4	ENSMUSG00000025272.17	Tro	alternative last region	alternative donor; cassette exon	chrX	-	null	[149428421, 149428517]	3	[[], [[149428299, 149428421]], [[149428303, 149428421]]]	4	27.51148098028054	0.000446328944432	0.0025396544729503
ENSMUSG00000025372.17:B1	ENSMUSG00000025372.17:B1	ENSMUSG00000025372.17	Baiap2	cassette exon	cassette exon	chr11	+	[119887348, 119887573]	[119887834, 119887916]	2	[[], [[119887714, 119887834]]]	6	49.41910304489129	0.000197745699031	0.0015180391809236
ENSMUSG00000025372.17:B2	ENSMUSG00000025372.17:B2	ENSMUSG00000025372.17	Baiap2	alternative last region	alternative acceptor; mutually exclusive exons	chr11	+	[119891377, 119891412]	null	3	[[[119891412, 119893447]], [[119891899, 119893447]], [[119897184, 119897608]]]	6	69.22722001483393	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000025404.16:B1	ENSMUSG00000025404.16:B1	ENSMUSG00000025404.16	R3hdm2	alternative first region	multi-exon skipping	chr10	+	null	[127280179, 127280344]	3	[[], [[127226179, 127226296], [127235994, 127236062], [127280144, 127280179]], [[127256735, 127257235], [127280144, 127280179]]]	6	23.81443428864232	0.0147661236543774	0.0458161432551327
ENSMUSG00000025404.16:B3	ENSMUSG00000025404.16:B3	ENSMUSG00000025404.16	R3hdm2	cassette exon	cassette exon	chr10	+	[127300850, 127300882]	[127307636, 127307869]	2	[[], [[127300999, 127301053]]]	6	18.424584820689383	0.0017797112912794	0.0079440245858863
ENSMUSG00000025422.11:B1	ENSMUSG00000025422.11:B1	ENSMUSG00000025422.11	Agap2	cassette exon	cassette exon	chr10	+	[126925098, 126925227]	[126926295, 126926444]	2	[[], [[126926010, 126926070]]]	9	59.70188385414216	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000025576.18:B1	ENSMUSG00000025576.18:B1	ENSMUSG00000025576.18	Rbfox3	alternative first region	alternative acceptor; mutually exclusive exons	chr11	-	[118561474, 118561579]	null	3	[[[118800129, 118800376], [118702103, 118702242]], [[118800129, 118800398], [118702103, 118702242]], [[118802261, 118802423], [118702103, 118702242]]]	4	29.06267513077028	0.000446328944432	0.0025396544729503
ENSMUSG00000025576.18:B3	ENSMUSG00000025576.18:B3	ENSMUSG00000025576.18	Rbfox3	cassette exon	cassette exon	chr11	-	[118392394, 118392455]	[118394545, 118394599]	2	[[], [[118393667, 118393760]]]	4	9.979656628913164	0.0078115156860274	0.0267030891301629
ENSMUSG00000025576.18:B4	ENSMUSG00000025576.18:B4	ENSMUSG00000025576.18	Rbfox3	cassette exon	cassette exon	chr11	-	[118387176, 118387216]	[118387763, 118387896]	2	[[], [[118387216, 118387357]]]	4	14.602607998709052	0.0003779765654529	0.0022697996529028
ENSMUSG00000025656.18:B1	ENSMUSG00000025656.18:B1	ENSMUSG00000025656.18	Arhgef9	alternative first region	mutually exclusive exons	chrX	-	[94155960, 94156152]	null	6	[[[94209205, 94209913]], [[94209205, 94209967], [94174441, 94174621]], [[94210029, 94210092], [94209198, 94209576], [94174441, 94174621]], [[94210029, 94210106], [94209194, 94209576], [94174441, 94174621]], [[94240015, 94240427]], [[94240015, 94240439], [94174441, 94174621]]]	6	62.55394101531892	0.000476326569496	0.0026345888828337
ENSMUSG00000025658.17:B1	ENSMUSG00000025658.17:B1	ENSMUSG00000025658.17	Cnksr2	alternative last region		chrX	-	null	[156636090, 156636631]	2	[[[156609352, 156609549], [156604431, 156606832]], [[156615738, 156617069]]]	10	98.56484646874588	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000025892.17:B1	ENSMUSG00000025892.17:B1	ENSMUSG00000025892.17	Gria4	alternative first region	alternative acceptor	chr9	-	[4795186, 4795363]	null	2	[[[4795844, 4796142]], [[4795844, 4796234]]]	3	7.980969385620661	0.00461494087107	0.0176000207524107
ENSMUSG00000025964.16:B1	ENSMUSG00000025964.16:B1	ENSMUSG00000025964.16	Adam23	alternative first region	cassette exon	chr1	+	null	[63485369, 63485571]	2	[[], [[63485053, 63485369]]]	2	4.105453874272558	0.0074489697204217	0.0257604176156722
ENSMUSG00000025964.16:B3	ENSMUSG00000025964.16:B3	ENSMUSG00000025964.16	Adam23	alternative last region	cassette exon	chr1	+	[63631766, 63632071]	null	2	[[], [[63632071, 63635435]]]	2	4.327163719022922	0.0068685305214278	0.0241755985349072
ENSMUSG00000026014.16:B1	ENSMUSG00000026014.16:B1	ENSMUSG00000026014.16	Raph1	alternative first region	alternative acceptor; cassette exon	chr1	-	[60605723, 60605924]	null	3	[[], [[60605924, 60605928]], [[60605924, 60605938]]]	3	43.00312192687858	0.0001239925604463	0.0015180391809236
ENSMUSG00000026014.16:B2	ENSMUSG00000026014.16:B2	ENSMUSG00000026014.16	Raph1	multi-exon skipping	multi-exon skipping	chr1	-	[60542676, 60542754]	[60564750, 60565259]	2	[[], [[60558138, 60558219], [60549575, 60549650]]]	3	8.750185058766645	0.0025959042399769	0.0108783657679974
ENSMUSG00000026116.12:B1	ENSMUSG00000026116.12:B1	ENSMUSG00000026116.12	Tmem131	alternative first region	multi-exon skipping	chr1	-	[36978245, 36978608]	null	2	[[], [[36978777, 36978903], [36978608, 36978637]]]	4	13.4774393022167	0.0003779765654529	0.0022697996529028
ENSMUSG00000026131.21:B1	ENSMUSG00000026131.21:B1	ENSMUSG00000026131.21	Dst	whole-gene complex		chr1	+	null	null	6	[[[34044962, 34045089], [34045271, 34045479], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34176216]], [[34045206, 34045479], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34176217]], [[34050893, 34050996], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34174337], [34191282, 34191395], [34191493, 34191600], [34193593, 34193713], [34195679, 34195775], [34195861, 34195989], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34223096, 34223225], [34225042, 34225131], [34225899, 34226032], [34236281, 34236434], [34237598, 34237832], [34238372, 34238639], [34239950, 34240496], [34241525, 34241702], [34247634, 34247758], [34250234, 34250443], [34251302, 34251620], [34251982, 34252149], [34253614, 34253771], [34254566, 34254693], [34256890, 34256953], [34257415, 34257657], [34258476, 34258606], [34262884, 34263084], [34264589, 34265085], [34266855, 34268327], [34281699, 34281861], [34283424, 34283595], [34286729, 34286896], [34288559, 34288719], [34289690, 34289775], [34290776, 34291018], [34291891, 34292098], [34295312, 34295432], [34295622, 34295730], [34296802, 34297021], [34299244, 34299448], [34301100, 34301332], [34302344, 34302571], [34303605, 34303728], [34303830, 34303932], [34305937, 34306039], [34307309, 34307483], [34307815, 34307971], [34309908, 34310106], [34310435, 34310564], [34313248, 34313419], [34314285, 34314441], [34314753, 34314960], [34317100, 34317220], [34321503, 34321673], [34323339, 34323499], [34326267, 34326462], [34326971, 34327100], [34328604, 34328748], [34329439, 34329628], [34330867, 34330997], [34332400, 34332564], [34333464, 34333627], [34334234, 34334389], [34334542, 34334617], [34335822, 34335840], [34338801, 34338919], [34340941, 34341013], [34341910, 34342113], [34345608, 34345732], [34346410, 34347733]], [[34050905, 34050996], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34174337], [34191282, 34191395], [34191493, 34191600], [34193593, 34193713], [34195679, 34195775], [34195861, 34195989], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34223096, 34223225], [34225042, 34225131], [34225899, 34226032], [34227052, 34232344], [34232472, 34232622], [34233085, 34233301], [34233595, 34233745], [34234908, 34235142], [34236281, 34236434], [34237598, 34237832], [34238372, 34238639], [34239950, 34240496], [34241525, 34241702], [34247634, 34247758], [34250234, 34250443], [34251302, 34251620], [34251982, 34252149], [34253614, 34253771], [34254566, 34254693], [34256890, 34256953], [34257415, 34257657], [34258476, 34258606], [34262884, 34263084], [34264589, 34265085], [34266855, 34268327], [34281699, 34281861], [34283424, 34283595], [34286729, 34286896], [34288559, 34288719], [34289690, 34289775], [34290776, 34291018], [34291891, 34292098], [34295312, 34295432], [34295622, 34295730], [34296802, 34297021], [34299244, 34299448], [34301100, 34301332], [34302344, 34302571], [34303605, 34303728], [34303830, 34303932], [34305937, 34306039], [34307309, 34307483], [34307815, 34307971], [34309908, 34310106], [34310435, 34310564], [34313248, 34313419], [34314285, 34314441], [34314753, 34314960], [34317100, 34317220], [34321503, 34321673], [34323339, 34323499], [34326267, 34326462], [34326971, 34327100], [34328604, 34328748], [34329439, 34329628], [34330867, 34330997], [34332400, 34332564], [34333464, 34333627], [34334234, 34334389], [34334542, 34334617], [34334746, 34334764], [34338801, 34338919], [34341910, 34342113], [34342501, 34342612], [34345608, 34345732], [34346410, 34347731]], [[34050905, 34050996], [34125322, 34125384], [34153013, 34153103], [34155198, 34155276], [34156512, 34156605], [34174170, 34174337], [34191282, 34191395], [34191493, 34191600], [34193593, 34193713], [34195679, 34195775], [34195861, 34195989], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34223096, 34223225], [34225042, 34225131], [34225899, 34226032], [34227052, 34232344], [34232472, 34232622], [34233085, 34233301], [34233595, 34233745], [34234908, 34235142], [34236281, 34236434], [34237598, 34237832], [34238372, 34238639], [34239950, 34240496], [34241525, 34241702], [34247634, 34247758], [34250234, 34250443], [34251302, 34251620], [34251982, 34252149], [34253614, 34253771], [34254566, 34254693], [34256890, 34256953], [34257415, 34257657], [34258476, 34258606], [34262884, 34263084], [34264589, 34265085], [34266855, 34268327], [34281699, 34281861], [34283424, 34283595], [34286729, 34286896], [34288559, 34288719], [34289690, 34289775], [34290776, 34291018], [34291891, 34292098], [34295312, 34295432], [34295622, 34295730], [34296802, 34297021], [34299244, 34299448], [34301100, 34301332], [34302344, 34302571], [34303605, 34303728], [34303830, 34303932], [34305937, 34306039], [34307309, 34307483], [34307815, 34307971], [34309908, 34310106], [34310435, 34310564], [34313248, 34313419], [34314285, 34314441], [34314753, 34314960], [34317100, 34317220], [34321503, 34321673], [34323339, 34323499], [34326267, 34326462], [34326971, 34327100], [34328604, 34328748], [34329439, 34329628], [34330867, 34330997], [34332400, 34332564], [34333464, 34333627], [34334234, 34334389], [34334542, 34334617], [34335822, 34335840], [34338801, 34338919], [34340941, 34341013], [34341910, 34342113], [34345608, 34345732], [34346410, 34347742]], [[34199410, 34199577], [34199700, 34199794], [34200084, 34200239], [34202089, 34202552], [34202706, 34202835], [34202977, 34203055], [34203156, 34203318], [34203407, 34203512], [34204138, 34204234], [34205260, 34205386], [34206022, 34206172], [34206356, 34206511], [34206691, 34206818], [34206903, 34207087], [34208244, 34208402], [34208830, 34209009], [34209440, 34209579], [34210196, 34210390], [34211263, 34211426], [34212082, 34212166], [34213195, 34213303], [34213777, 34213876], [34216876, 34219579], [34220215, 34222985]]]	12	283.40154273184265	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000026207.17:B1	ENSMUSG00000026207.17:B1	ENSMUSG00000026207.17	Speg	alternative first region	mutually exclusive exons	chr1	+	null	[75377698, 75377874]	5	[[[75351940, 75352477], [75361299, 75361389], [75361471, 75361808], [75364441, 75365748], [75367622, 75367766], [75368405, 75368588]], [[75376728, 75376906]], [[75377164, 75377207]], [[75377278, 75377305]], [[75377653, 75377698]]]	4	48.95859206962815	0.0001905306277984	0.0015180391809236
ENSMUSG00000026219.15:B1	ENSMUSG00000026219.15:B1	ENSMUSG00000026219.15	Trip12	alternative first region	mutually exclusive exons	chr1	-	[84792543, 84792690]	null	2	[[[84816949, 84817025]], [[84818203, 84818237]]]	5	14.083939420275406	0.0027278363298202	0.011324653854102
ENSMUSG00000026259.15:B1	ENSMUSG00000026259.15:B1	ENSMUSG00000026259.15	Ngef	alternative first region		chr1	-	[87436966, 87437109]	null	2	[[[87437814, 87438084]], [[87501409, 87501592], [87473518, 87473853], [87468380, 87468495]]]	3	8.045304493806835	0.0042303624651475	0.0164145436828493
ENSMUSG00000026442.15:B1	ENSMUSG00000026442.15:B1	ENSMUSG00000026442.15	Nfasc	alternative first region	mutually exclusive exons	chr1	-	[132570415, 132570596]	null	2	[[[132634836, 132635064], [132593216, 132593325]], [[132669408, 132669495], [132593216, 132593325]]]	6	23.594261531332293	0.000197745699031	0.0015180391809236
ENSMUSG00000026463.18:B1	ENSMUSG00000026463.18:B1	ENSMUSG00000026463.18	Atp2b4	whole-gene complex		chr1	-	null	null	4	[[[133629376, 133629619]], [[133680826, 133681019], [133667651, 133667849], [133666900, 133667158], [133666275, 133666401], [133665727, 133665856], [133664353, 133664389], [133662785, 133662947], [133659963, 133660178], [133659400, 133659643], [133658106, 133658348], [133657454, 133657686], [133656434, 133656614], [133655460, 133655548], [133654194, 133654301], [133647061, 133647253], [133646437, 133646651], [133645525, 133645737], [133644242, 133644350], [133642791, 133642968], [133641718, 133641730]], [[133680826, 133681485], [133667651, 133667849], [133666900, 133667158], [133666275, 133666401], [133665727, 133665856], [133664353, 133664389], [133662785, 133662947], [133659963, 133660178], [133659400, 133659643], [133658106, 133658348], [133657454, 133657686], [133656434, 133656614], [133655460, 133655548], [133654194, 133654301], [133647061, 133647253], [133646437, 133646651], [133645525, 133645737], [133644242, 133644350], [133642791, 133642968], [133639369, 133639560], [133630411, 133634734]], [[133728374, 133728779], [133680826, 133681487], [133667651, 133667849], [133666900, 133667158], [133666275, 133666401], [133665727, 133665856], [133664353, 133664389], [133662785, 133662947], [133659963, 133660178], [133659400, 133659643], [133658106, 133658348], [133657454, 133657686], [133656434, 133656614], [133655460, 133655548], [133654194, 133654301], [133647061, 133647253], [133646437, 133646651], [133645525, 133645737], [133644242, 133644350], [133642791, 133642968], [133627194, 133634734]]]	4	31.788237845992484	0.0012384490806897	0.0057809096899212
ENSMUSG00000026473.17:B1	ENSMUSG00000026473.17:B1	ENSMUSG00000026473.17	Glul	alternative first region	mutually exclusive exons	chr1	+	null	[153778679, 153778858]	2	[[[153775689, 153775805]], [[153776330, 153776891]]]	4	11.182902255228154	0.0036537734660451	0.014656239961771
ENSMUSG00000026490.19:B2	ENSMUSG00000026490.19:B2	ENSMUSG00000026490.19	Cdc42bpa	cassette exon	cassette exon	chr1	+	[179911936, 179912070]	[179921945, 179922056]	2	[[], [[179921508, 179921751]]]	7	42.80742544134797	0.000223164472216	0.0015647871063651
ENSMUSG00000026494.13:B1	ENSMUSG00000026494.13:B1	ENSMUSG00000026494.13	Kif26b	alternative first region		chr1	+	null	[178649047, 178649231]	2	[[[178356689, 178357190], [178357953, 178358355], [178506390, 178506924], [178543367, 178543534]], [[178626002, 178626418]]]	5	15.756159448504338	0.0009919404835709	0.004921019502061
ENSMUSG00000026504.18:B1	ENSMUSG00000026504.18:B1	ENSMUSG00000026504.18	Sdccag8	cassette exon	cassette exon	chr1	+	[176653764, 176653850]	[176658622, 176658748]	2	[[], [[176656435, 176656549]]]	7	25.318721044245617	0.000446328944432	0.0025396544729503
ENSMUSG00000026587.16:B1	ENSMUSG00000026587.16:B1	ENSMUSG00000026587.16	Astn1	alternative first region	alternative acceptor	chr1	+	null	[158190119, 158190435]	2	[[[158189873, 158190119]], [[158189909, 158190119]]]	6	13.146378434164724	0.0162151473205457	0.0494506461950206
ENSMUSG00000026761.13:B1	ENSMUSG00000026761.13:B1	ENSMUSG00000026761.13	Orc4	alternative first region	cassette exon	chr2	-	[48839128, 48839246]	null	2	[[], [[48839246, 48839288]]]	4	25.9057317240198	0.0001259921884843	0.0015180391809236
ENSMUSG00000026812.17:B1	ENSMUSG00000026812.17:B1	ENSMUSG00000026812.17	Tsc1	alternative first region	alternative acceptor	chr2	+	null	[28548616, 28548802]	3	[[[28531248, 28531302], [28542180, 28542243]], [[28531252, 28531331], [28542180, 28542243]], [[28531254, 28531331], [28542180, 28542243]]]	6	44.04727328003786	0.0001905306277984	0.0015180391809236
ENSMUSG00000026812.17:B2	ENSMUSG00000026812.17:B2	ENSMUSG00000026812.17	Tsc1	cassette exon	cassette exon	chr2	+	[28562404, 28562516]	[28562796, 28562915]	2	[[], [[28562793, 28562796]]]	6	28.165407761826764	0.000197745699031	0.0015180391809236
ENSMUSG00000026825.18:B1	ENSMUSG00000026825.18:B1	ENSMUSG00000026825.18	Dnm1	alternative first region	alternative acceptor	chr2	-	[32243060, 32243246]	null	2	[[[32243246, 32243296]], [[32243246, 32243302]]]	7	20.871826357748898	0.0015621513055121	0.0070613996830384
ENSMUSG00000026872.19:B1	ENSMUSG00000026872.19:B1	ENSMUSG00000026872.19	Zeb2	alternative first region	alternative acceptor; mutually exclusive exons	chr2	-	[45000027, 45000169]	null	6	[[[45000359, 45000527]], [[45000432, 45000745]], [[45002834, 45002902]], [[45002834, 45002997]], [[45002834, 45003291]], [[45007211, 45007407], [45002834, 45003104]]]	4	57.11849346374792	0.0001905306277984	0.0015180391809236
ENSMUSG00000026872.19:B2	ENSMUSG00000026872.19:B2	ENSMUSG00000026872.19	Zeb2	alternative last region	alternative donor	chr2	-	null	[45000027, 45000169]	5	[[[44912858, 44913116], [44891611, 44891826], [44888895, 44889004], [44877132, 44878007]], [[44912858, 44913116], [44907408, 44907477], [44892527, 44892716], [44891611, 44891826], [44888895, 44889004], [44886037, 44888007], [44884490, 44884671], [44878453, 44879165]], [[44912858, 44913116], [44907408, 44907480], [44892527, 44892716], [44891611, 44891826], [44888895, 44889004], [44886037, 44888007], [44884490, 44884671], [44873643, 44879165]], [[44912858, 44913116], [44907408, 44907480], [44892527, 44892716], [44891611, 44891826], [44888895, 44889004], [44886037, 44888007], [44884490, 44884671], [44877134, 44879165]], [[44985594, 44987209]]]	4	44.88996180074693	0.0003810612555968	0.0022697996529028
ENSMUSG00000026915.17:B1	ENSMUSG00000026915.17:B1	ENSMUSG00000026915.17	Strbp	alternative first region	cassette exon	chr2	-	[37537127, 37537297]	null	2	[[], [[37593203, 37593287]]]	6	21.994204986360685	0.000395491398062	0.0022943654069986
ENSMUSG00000026924.18:B1	ENSMUSG00000026924.18:B1	ENSMUSG00000026924.18	Sec16a	alternative first region	cassette exon	chr2	-	[26335086, 26335226]	null	2	[[], [[26335226, 26335228]]]	2	6.56618880242545	0.0003869594659959	0.0022943654069986
ENSMUSG00000026959.14:B3	ENSMUSG00000026959.14:B3	ENSMUSG00000026959.14	Grin1	cassette exon	cassette exon	chr2	-	[25181192, 25182140]	[25185803, 25185949]	2	[[[25182140, 25182496]], [[25184449, 25184560], [25182140, 25182496]]]	5	22.473603283818093	0.0001239925604463	0.0015180391809236
ENSMUSG00000027012.16:B3	ENSMUSG00000027012.16:B3	ENSMUSG00000027012.16	Dync1i2	cassette exon	cassette exon	chr2	+	[71058943, 71059034]	[71066258, 71066374]	2	[[], [[71063992, 71064052]]]	4	10.980074685069637	0.004031750031498	0.0158161823922863
ENSMUSG00000027254.14:B1	ENSMUSG00000027254.14:B1	ENSMUSG00000027254.14	Map1a	alternative first region		chr2	+	null	[121129077, 121129160]	2	[[[121120080, 121120353], [121121200, 121121302]], [[121125934, 121126023]]]	12	117.52539560254388	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000027309.19:B1	ENSMUSG00000027309.19:B1	ENSMUSG00000027309.19	Dnaaf9	alternative first region	alternative acceptor	chr2	-	[130664340, 130664420]	null	2	[[[130681883, 130682054]], [[130681883, 130682065]]]	10	76.67663265582982	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000027363.16:B1	ENSMUSG00000027363.16:B1	ENSMUSG00000027363.16	Usp8	alternative first region	cassette exon	chr2	+	null	[126549279, 126549407]	2	[[], [[126549262, 126549279]]]	4	11.245237272012194	0.0035277812775607	0.0142471166787659
