test_id	block_id	gene_id	gene_name	event_type	event_components	chromosome	strand	left_anchor	right_anchor	n_tested_paths	tested_path_signatures	n_test_levels	statistic	empirical_p_value	fdr
ENSMUSG00000024462.18:B1|cell_type|EX_cortical|ODC	ENSMUSG00000024462.18:B1	ENSMUSG00000024462.18	Gabbr1	whole-gene complex		chr17	+	null	null	4	[[[37356857, 37357181], [37357586, 37357668], [37358345, 37358549], [37359312, 37359498], [37360668, 37360689], [37361890, 37362051], [37365022, 37365157], [37365628, 37365799], [37366737, 37366839], [37367187, 37367253], [37367679, 37367871], [37373425, 37373668], [37374221, 37374285], [37375551, 37375629], [37378105, 37378256], [37378667, 37378800], [37380003, 37380120], [37380204, 37380312], [37380872, 37380966], [37381545, 37381673], [37382744, 37382873], [37383035, 37383179], [37383744, 37385959]], [[37356919, 37357181], [37357586, 37357668], [37358345, 37358549], [37359312, 37360359]], [[37357459, 37357668], [37358345, 37358549], [37359312, 37360359]], [[37361522, 37362051], [37365022, 37365157], [37365628, 37365799], [37366737, 37366839], [37367187, 37367253], [37367679, 37367871], [37373425, 37373668], [37374221, 37374285], [37375551, 37375629], [37378105, 37378256], [37378667, 37378800], [37380003, 37380120], [37380204, 37380312], [37380872, 37380966], [37381545, 37381673], [37382744, 37382873], [37383035, 37383179], [37383744, 37385196]]]	2	304.59897721091806	0.010844306738962	0.0437355749508048
ENSMUSG00000024498.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024498.17:B1	ENSMUSG00000024498.17	Tcerg1	alternative first region	cassette exon	chr18	+	null	[42644565, 42644650]	2	[[], [[42644551, 42644565]]]	2	17.441390976182884	0.0009397392223657	0.0071733638817321
ENSMUSG00000024617.17:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	22.209070567950366	0.0010416173476634	0.0077880185947985
ENSMUSG00000024617.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	14.511382863178854	0.0029354670706879	0.0167588211585772
ENSMUSG00000024617.17:B1|cell_type|ASC|INH_medium_spiny	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	15.725458212357957	0.0038350456891245	0.0202783870512409
ENSMUSG00000024617.17:B1|cell_type|ASC|INH_midbrain	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	26.68294823192344	0.0031241124680488	0.017505675097129
ENSMUSG00000024617.17:B1|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	18.7347102393287	0.0029354670706879	0.0167588211585772
ENSMUSG00000024617.17:B1|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	26.32183478390269	0.0008995786184366	0.0069465411758374
ENSMUSG00000024617.17:B1|cell_type|EX_cerebellum_granule|INH_midbrain	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	31.610687264359665	0.0022720817949446	0.0137725923280691
ENSMUSG00000024617.17:B1|cell_type|EX_cerebellum_granule|INH_migrating_interneuron	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	19.16189179405089	0.0058709341413758	0.0276430281000642
ENSMUSG00000024617.17:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	41.49827999736319	0.0011360408974723	0.0082379360782068
ENSMUSG00000024617.17:B1|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	38.9719294383501	0.0118962304715493	0.0467455284952609
ENSMUSG00000024617.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	132.98335091793805	4.734624307561195e-05	0.001049508388176
ENSMUSG00000024617.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	102.69924305065447	4.734624307561195e-05	0.001049508388176
ENSMUSG00000024617.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024617.17:B1	ENSMUSG00000024617.17	Camk2a	whole-gene complex		chr18	+	null	null	3	[[[61058703, 61058912], [61074358, 61074453], [61080057, 61080117], [61084364, 61084419], [61085205, 61085271], [61085356, 61085429], [61088608, 61088711], [61090175, 61090259], [61090371, 61090466], [61091212, 61091335], [61091644, 61091728], [61093074, 61093117], [61096994, 61097035], [61102082, 61102115], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61119479]], [[61058796, 61058912], [61074358, 61074453], [61076180, 61076468]], [[61096671, 61097035], [61103065, 61103114], [61111011, 61111087], [61113131, 61113226], [61117397, 61117626], [61117848, 61118769]]]	2	48.70397664732531	4.734624307561195e-05	0.001049508388176
ENSMUSG00000024743.17:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+	null	[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	2	38.90780420449448	0.0014200511218403	0.0095694149815815
ENSMUSG00000024743.17:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+	null	[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	2	26.716193721876184	0.0090435735818032	0.0381057023266066
ENSMUSG00000024743.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+	null	[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	2	86.54655847895884	4.734624307561195e-05	0.001049508388176
ENSMUSG00000024743.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+	null	[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	2	136.81477455387164	4.734624307561195e-05	0.001049508388176
ENSMUSG00000024743.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024743.17:B1	ENSMUSG00000024743.17	Syt7	alternative first region	alternative acceptor; cassette exon	chr19	+	null	[10366846, 10366877]	3	[[], [[10366453, 10366846]], [[10366794, 10366846]]]	2	42.73045160063483	4.734624307561195e-05	0.001049508388176
ENSMUSG00000024743.17:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024743.17:B2	ENSMUSG00000024743.17	Syt7	compound internal	cassette exon; multi-exon skipping	chr19	+	[10395326, 10395406]	[10412913, 10413049]	5	[[], [[10399120, 10399252]], [[10399120, 10399252], [10400148, 10400376], [10403662, 10404031], [10407701, 10407824]], [[10399120, 10399252], [10403662, 10404031], [10407701, 10407824]], [[10403662, 10404031], [10407701, 10407824]]]	2	113.4737600133708	0.0001323977227591	0.0019795393898133
ENSMUSG00000024743.17:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024743.17:B2	ENSMUSG00000024743.17	Syt7	compound internal	cassette exon; multi-exon skipping	chr19	+	[10395326, 10395406]	[10412913, 10413049]	5	[[], [[10399120, 10399252]], [[10399120, 10399252], [10400148, 10400376], [10403662, 10404031], [10407701, 10407824]], [[10399120, 10399252], [10403662, 10404031], [10407701, 10407824]], [[10403662, 10404031], [10407701, 10407824]]]	2	153.76544597216892	0.0003971931682775	0.0039182100936973
ENSMUSG00000024743.17:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024743.17:B2	ENSMUSG00000024743.17	Syt7	compound internal	cassette exon; multi-exon skipping	chr19	+	[10395326, 10395406]	[10412913, 10413049]	5	[[], [[10399120, 10399252]], [[10399120, 10399252], [10400148, 10400376], [10403662, 10404031], [10407701, 10407824]], [[10399120, 10399252], [10403662, 10404031], [10407701, 10407824]], [[10403662, 10404031], [10407701, 10407824]]]	2	67.32135213705635	0.0014563749503508	0.0097595250822266
ENSMUSG00000024743.17:B3|cell_type|ASC|EX_cortical	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	16.547760027036244	0.0097123568514568	0.0401455920313417
ENSMUSG00000024743.17:B3|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	30.361787552391867	0.000468713381767	0.0044488073320122
ENSMUSG00000024743.17:B3|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	20.76063888506204	0.0010005387516354	0.0075357032559888
ENSMUSG00000024743.17:B3|cell_type|EX_cortical|EX_thalamus	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	30.234826110090008	0.0024320579169141	0.0144327636486688
ENSMUSG00000024743.17:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	75.00016817464466	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000024743.17:B3|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	86.35736154812115	0.0001174674027957	0.001870378857191
ENSMUSG00000024743.17:B3|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024743.17:B3	ENSMUSG00000024743.17	Syt7	alternative last region	cassette exon	chr19	+	[10425703, 10425808]	null	2	[[], [[10425808, 10430544]]]	2	46.23983036871856	0.0001174674027957	0.001870378857191
ENSMUSG00000024758.16:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000024758.16:B1	ENSMUSG00000024758.16	Rtn3	alternative first region	alternative acceptor	chr19	-	[7460303, 7460567]	null	2	[[[7460567, 7460637]], [[7460567, 7460646]]]	2	14.015003622757108	0.0052635085615297	0.0255381820978943
ENSMUSG00000024758.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024758.16:B1	ENSMUSG00000024758.16	Rtn3	alternative first region	alternative acceptor	chr19	-	[7460303, 7460567]	null	2	[[[7460567, 7460637]], [[7460567, 7460646]]]	2	17.052801600427447	0.0009525623928367	0.0072516618525382
ENSMUSG00000024758.16:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024758.16:B1	ENSMUSG00000024758.16	Rtn3	alternative first region	alternative acceptor	chr19	-	[7460303, 7460567]	null	2	[[[7460567, 7460637]], [[7460567, 7460646]]]	2	21.09865784670345	0.0014061401453011	0.0095416652716863
ENSMUSG00000024897.10:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024897.10:B1	ENSMUSG00000024897.10	Apba1	alternative first region		chr19	+	null	[23889818, 23889914]	2	[[[23736250, 23736455], [23870098, 23871384]], [[23881820, 23882085]]]	2	50.54250826998993	0.0014422669042165	0.0096822015155389
ENSMUSG00000024921.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18	Smarca2	alternative first region	mutually exclusive exons	chr19	+	null	[26729223, 26729441]	5	[[[26582451, 26582633], [26597083, 26597344], [26601280, 26601410], [26608069, 26608531], [26617787, 26618049], [26624420, 26624547], [26626383, 26626557], [26628948, 26629122], [26631740, 26631911], [26641450, 26641504], [26646152, 26646283], [26646513, 26646571], [26648483, 26648584], [26650098, 26650246], [26654033, 26654197], [26655715, 26655782], [26656473, 26656584], [26659270, 26659513], [26661208, 26661322], [26668744, 26668852], [26669580, 26669667], [26673575, 26673622], [26675745, 26675912], [26683467, 26683631], [26687857, 26688085], [26693514, 26693592], [26698128, 26698347]], [[26725650, 26725698]], [[26725802, 26725944], [26727251, 26727347], [26728521, 26728556]], [[26725810, 26725937], [26727251, 26727347]], [[26727717, 26728108]]]	2	54.87008139878333	0.000794386336555	0.0063691755565634
ENSMUSG00000024921.18:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18	Smarca2	alternative first region	mutually exclusive exons	chr19	+	null	[26729223, 26729441]	5	[[[26582451, 26582633], [26597083, 26597344], [26601280, 26601410], [26608069, 26608531], [26617787, 26618049], [26624420, 26624547], [26626383, 26626557], [26628948, 26629122], [26631740, 26631911], [26641450, 26641504], [26646152, 26646283], [26646513, 26646571], [26648483, 26648584], [26650098, 26650246], [26654033, 26654197], [26655715, 26655782], [26656473, 26656584], [26659270, 26659513], [26661208, 26661322], [26668744, 26668852], [26669580, 26669667], [26673575, 26673622], [26675745, 26675912], [26683467, 26683631], [26687857, 26688085], [26693514, 26693592], [26698128, 26698347]], [[26725650, 26725698]], [[26725802, 26725944], [26727251, 26727347], [26728521, 26728556]], [[26725810, 26725937], [26727251, 26727347]], [[26727717, 26728108]]]	2	69.9345733010839	0.0011915795048325	0.0085269592961204
ENSMUSG00000024921.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18	Smarca2	alternative first region	mutually exclusive exons	chr19	+	null	[26729223, 26729441]	5	[[[26582451, 26582633], [26597083, 26597344], [26601280, 26601410], [26608069, 26608531], [26617787, 26618049], [26624420, 26624547], [26626383, 26626557], [26628948, 26629122], [26631740, 26631911], [26641450, 26641504], [26646152, 26646283], [26646513, 26646571], [26648483, 26648584], [26650098, 26650246], [26654033, 26654197], [26655715, 26655782], [26656473, 26656584], [26659270, 26659513], [26661208, 26661322], [26668744, 26668852], [26669580, 26669667], [26673575, 26673622], [26675745, 26675912], [26683467, 26683631], [26687857, 26688085], [26693514, 26693592], [26698128, 26698347]], [[26725650, 26725698]], [[26725802, 26725944], [26727251, 26727347], [26728521, 26728556]], [[26725810, 26725937], [26727251, 26727347]], [[26727717, 26728108]]]	2	163.32909869470245	0.0054283066331259	0.0260724539045276
ENSMUSG00000024921.18:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18	Smarca2	alternative first region	mutually exclusive exons	chr19	+	null	[26729223, 26729441]	5	[[[26582451, 26582633], [26597083, 26597344], [26601280, 26601410], [26608069, 26608531], [26617787, 26618049], [26624420, 26624547], [26626383, 26626557], [26628948, 26629122], [26631740, 26631911], [26641450, 26641504], [26646152, 26646283], [26646513, 26646571], [26648483, 26648584], [26650098, 26650246], [26654033, 26654197], [26655715, 26655782], [26656473, 26656584], [26659270, 26659513], [26661208, 26661322], [26668744, 26668852], [26669580, 26669667], [26673575, 26673622], [26675745, 26675912], [26683467, 26683631], [26687857, 26688085], [26693514, 26693592], [26698128, 26698347]], [[26725650, 26725698]], [[26725802, 26725944], [26727251, 26727347], [26728521, 26728556]], [[26725810, 26725937], [26727251, 26727347]], [[26727717, 26728108]]]	2	241.90100479233	0.0001323977227591	0.0019795393898133
ENSMUSG00000024921.18:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024921.18:B1	ENSMUSG00000024921.18	Smarca2	alternative first region	mutually exclusive exons	chr19	+	null	[26729223, 26729441]	5	[[[26582451, 26582633], [26597083, 26597344], [26601280, 26601410], [26608069, 26608531], [26617787, 26618049], [26624420, 26624547], [26626383, 26626557], [26628948, 26629122], [26631740, 26631911], [26641450, 26641504], [26646152, 26646283], [26646513, 26646571], [26648483, 26648584], [26650098, 26650246], [26654033, 26654197], [26655715, 26655782], [26656473, 26656584], [26659270, 26659513], [26661208, 26661322], [26668744, 26668852], [26669580, 26669667], [26673575, 26673622], [26675745, 26675912], [26683467, 26683631], [26687857, 26688085], [26693514, 26693592], [26698128, 26698347]], [[26725650, 26725698]], [[26725802, 26725944], [26727251, 26727347], [26728521, 26728556]], [[26725810, 26725937], [26727251, 26727347]], [[26727717, 26728108]]]	2	144.67770094370897	0.0003971931682775	0.0039182100936973
ENSMUSG00000024921.18:B2|cell_type|ASC|EX_cortical	ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18	Smarca2	cassette exon	cassette exon	chr19	+	[26729223, 26729441]	[26748337, 26748443]	2	[[], [[26737277, 26737331]]]	2	38.28439133107732	0.0002625360987135	0.0029858859114254
ENSMUSG00000024921.18:B2|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18	Smarca2	cassette exon	cassette exon	chr19	+	[26729223, 26729441]	[26748337, 26748443]	2	[[], [[26737277, 26737331]]]	2	22.779506685177783	0.0003124511795032	0.0034064961625692
ENSMUSG00000024921.18:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18	Smarca2	cassette exon	cassette exon	chr19	+	[26729223, 26729441]	[26748337, 26748443]	2	[[], [[26737277, 26737331]]]	2	76.45215031465406	0.0001332533813045	0.0019795393898133
ENSMUSG00000024921.18:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18	Smarca2	cassette exon	cassette exon	chr19	+	[26729223, 26729441]	[26748337, 26748443]	2	[[], [[26737277, 26737331]]]	2	73.28641306315687	0.0002247696111485	0.0028518748081196
ENSMUSG00000024921.18:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024921.18:B2	ENSMUSG00000024921.18	Smarca2	cassette exon	cassette exon	chr19	+	[26729223, 26729441]	[26748337, 26748443]	2	[[], [[26737277, 26737331]]]	2	96.63085693870428	0.0002247696111485	0.0028518748081196
ENSMUSG00000024921.18:B3|cell_type|ASC|EX_cortical	ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18	Smarca2	alternative last region	alternative donor; cassette exon	chr19	+	[26754734, 26754781]	null	4	[[], [[26754781, 26754792]], [[26754781, 26754876]], [[26754781, 26755721]]]	2	43.58404038353245	0.000371372486604	0.0038517118908797
ENSMUSG00000024921.18:B3|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18	Smarca2	alternative last region	alternative donor; cassette exon	chr19	+	[26754734, 26754781]	null	4	[[], [[26754781, 26754792]], [[26754781, 26754876]], [[26754781, 26755721]]]	2	26.07879123777564	0.0056766937238049	0.0269514325089365
ENSMUSG00000024921.18:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18	Smarca2	alternative last region	alternative donor; cassette exon	chr19	+	[26754734, 26754781]	null	4	[[], [[26754781, 26754792]], [[26754781, 26754876]], [[26754781, 26755721]]]	2	153.52096402721668	0.0009549578226961	0.0072601198289039
ENSMUSG00000024921.18:B3|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18	Smarca2	alternative last region	alternative donor; cassette exon	chr19	+	[26754734, 26754781]	null	4	[[], [[26754781, 26754792]], [[26754781, 26754876]], [[26754781, 26755721]]]	2	134.80158087130374	5.305321237200913e-05	0.0010522220453781
ENSMUSG00000024921.18:B3|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000024921.18:B3	ENSMUSG00000024921.18	Smarca2	alternative last region	alternative donor; cassette exon	chr19	+	[26754734, 26754781]	null	4	[[], [[26754781, 26754792]], [[26754781, 26754876]], [[26754781, 26755721]]]	2	136.63997073556902	5.305321237200913e-05	0.0010522220453781
ENSMUSG00000025020.12:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000025020.12:B1	ENSMUSG00000025020.12	Slit1	alternative first region	cassette exon	chr19	-	[41731650, 41731931]	null	2	[[], [[41731931, 41732104]]]	2	10.056793961492597	0.0124996465032097	0.0484597063507497
