event_type	event_id	suppa_event_id
SE	7848	ENSMUSG00000034848.18;SE:chr2:66015187-66016498:66016565-66018604:-
SE	7851	ENSMUSG00000044647.17;SE:chr2:65676228-65690875:65691036-65708309:+
SE	7855	ENSMUSG00000063146.12;SE:chr5:134532315-134533588:134533692-134539017:-
SE	7861	ENSMUSG00000039936.19;SE:chr4:149758651-149781506:149781680-149783012:-
SE	7866	ENSMUSG00000026824.12;SE:chr2:55327914-55336838:55337054-55484823:+
SE	7880	ENSMUSG00000026878.18;SE:chr2:35080089-35081524:35081577-35082633:-
SE	7891	ENSMUSG00000031865.17;SE:chr6:83173089-83174301:83174315-83174473:+
SE	7895	ENSMUSG00000050447.16;SE:chr2:49956596-50018382:50018546-50055481:+
SE	7897	ENSMUSG00000040225.16;SE:chr1:162501225-162501668:162501720-162504260:-
SE	7898	ENSMUSG00000040225.16;SE:chr1:162501225-162503174:162503410-162504260:-
SE	7907	ENSMUSG00000033216.10;SE:chr6:88235373-88249004:88249083-88258531:-
SE	7914	ENSMUSG00000028339.18;SE:chr4:47279954-47280149:47280214-47280852:+
SE	7922	ENSMUSG00000079293.13;SE:chr6:129444631-129445832:129445966-129447862:-
SE	7923	ENSMUSG00000059173.20;SE:chr2:79689576-79689714:79689740-79695382:-
SE	7924	ENSMUSG00000059173.20;SE:chr2:79736516-79737634:79737682-79738689:-
SE	7925	ENSMUSG00000087203.9;SE:chr2:117902323-117902624:117902733-117932795:-
SE	7942	ENSMUSG00000085125.8;SE:chr1:17782818-17794746:17794813-17797323:-
SE	7950	ENSMUSG00000036639.13;SE:chr5:140317710-140318178:140318228-140320210:+
SE	7951	ENSMUSG00000027375.15;SE:chr2:127480634-127482141:127482308-127497961:-
SE	7952	ENSMUSG00000047048.5;SE:chr1:173876822-173877039:173877136-173877936:+
SE	7959	ENSMUSG00000119943.1;SE:chr2:174453206-174455167:174455261-174455749:-
SE	7960	ENSMUSG00000049550.18;SE:chr5:123718187-123719655:123719660-123720783:-
SE	7961	ENSMUSG00000049550.18;SE:chr5:123721701-123724397:123724417-123728856:-
SE	7964	ENSMUSG00000049550.18;SE:chr5:123761333-123765357:123765473-123768516:-
SE	7965	ENSMUSG00000049550.18;SE:chr5:123769232-123773237:123773341-123778557:-
SE	7966	ENSMUSG00000049550.18;SE:chr5:123773341-123777019:123777051-123778557:-
SE	7992	ENSMUSG00000029304.15;SE:chr5:104584442-104584767:104584769-104585521:+
SE	7993	ENSMUSG00000029255.9;SE:chr5:86330279-86333130:86333346-86345163:-
SE	8000	ENSMUSG00000075376.11;SE:chr2:37304824-37309444:37309479-37312779:-
SE	8001	ENSMUSG00000026836.16;SE:chr2:58390569-58397289:58397533-58406036:-
SE	8002	ENSMUSG00000026836.16;SE:chr2:58390569-58406036:58406312-58427790:-
SE	8004	ENSMUSG00000039759.11;SE:chr4:152067809-152068092:152068193-152070126:-
SE	8010	ENSMUSG00000036882.8;SE:chr7:30232457-30233528:30233610-30234351:-
SE	8011	ENSMUSG00000036882.8;SE:chr7:30232457-30233528:30233637-30234351:-
SE	8012	ENSMUSG00000028583.15;SE:chr4:142995869-142997093:142997131-143000470:-
SE	8013	ENSMUSG00000026601.16;SE:chr1:156163014-156166315:156166647-156169354:-
SE	8026	ENSMUSG00000068323.13;SE:chr6:83274365-83276408:83276492-83277453:+
SE	8028	ENSMUSG00000010066.16;SE:chr9:107395468-107396378:107396398-107399322:+
SE	8031	ENSMUSG00000026889.13;SE:chr2:36012950-36017137:36017263-36024147:-
SE	8036	ENSMUSG00000030231.12;SE:chr6:140482489-140482732:140482749-140489446:+
SE	8045	ENSMUSG00000025701.13;SE:chr6:116387859-116389421:116389591-116390083:-
SE	8046	ENSMUSG00000035778.18;SE:chr2:35303439-35304231:35304296-35306484:-
SE	8047	ENSMUSG00000035778.18;SE:chr2:35303439-35304231:35304296-35312192:-
SE	8048	ENSMUSG00000035778.18;SE:chr2:35303439-35306484:35306519-35312192:-
SE	8049	ENSMUSG00000035778.18;SE:chr2:35304296-35306484:35306519-35312192:-
SE	8069	ENSMUSG00000109324.3;SE:chr7:44633011-44633504:44633557-44635707:-
SE	8073	ENSMUSG00000026870.20;SE:chr2:34777809-34778134:34778183-34780292:+
SE	8076	ENSMUSG00000070953.14;SE:chr2:34675740-34680515:34680667-34685184:-
SE	8083	ENSMUSG00000026305.16;SE:chr1:91006803-91009863:91009901-91012668:+
SE	8085	ENSMUSG00000026305.16;SE:chr1:91012727-91014781:91014846-91016356:+
SE	8089	ENSMUSG00000026305.16;SE:chr1:91029032-91030969:91031040-91032849:+
SE	8097	ENSMUSG00000039620.18;SE:chr8:36972879-36975479:36975566-36978727:+
SE	8098	ENSMUSG00000028886.16;SE:chr4:132384099-132384889:132384927-132389206:+
SE	8099	ENSMUSG00000028886.16;SE:chr4:132384099-132389206:132389249-132394466:+
SE	8104	ENSMUSG00000028886.16;SE:chr4:132397566-132400207:132400343-132417016:+
SE	8108	ENSMUSG00000038831.17;SE:chr2:33035515-33036582:33036665-33045300:-
SE	8122	ENSMUSG00000038831.17;SE:chr2:33174920-33214665:33214715-33226525:-
SE	8139	ENSMUSG00000004347.18;SE:chr6:56158782-56322111:56322137-56338730:-
SE	8140	ENSMUSG00000004347.18;SE:chr6:56158782-56322111:56322137-56346526:-
SE	8141	ENSMUSG00000004347.18;SE:chr6:56322137-56338730:56338845-56346526:-
SE	8162	ENSMUSG00000026853.16;SE:chr2:30303258-30304280:30304372-30305324:-
SE	8164	ENSMUSG00000007476.19;SE:chr2:30127817-30130581:30130689-30145180:+
SE	8166	ENSMUSG00000039648.15;SE:chr2:30077319-30077701:30077829-30078065:-
SE	8167	ENSMUSG00000039648.15;SE:chr2:30078151-30078227:30078376-30081937:-
SE	8169	ENSMUSG00000039648.15;SE:chr2:30084124-30087969:30088171-30095645:-
SE	8170	ENSMUSG00000027985.15;SE:chr3:130983074-130984672:130984755-130986778:+
SE	8171	ENSMUSG00000027985.15;SE:chr3:130997953-130998582:130998622-131016725:+
SE	8177	ENSMUSG00000105891.6;SE:chr3:102170195-102170676:102170832-102175425:+
SE	8179	ENSMUSG00000105891.6;SE:chr3:102170195-102175425:102175595-102186229:+
SE	8182	ENSMUSG00000073971.4;SE:chr7:102287790-102288694:102288837-102289400:+
SE	8184	ENSMUSG00000073724.14;SE:chr4:143785797-143791464:143791511-143792302:+
SE	8185	ENSMUSG00000042557.15;SE:chr9:56983914-56988379:56988486-56993865:+
SE	8188	ENSMUSG00000026670.16;SE:chr1:169971032-169975565:169975612-169976840:-
SE	8189	ENSMUSG00000026670.16;SE:chr1:169971032-169975565:169975615-169976840:-
SE	8200	ENSMUSG00000074529.12;SE:chr2:177545520-177563228:177563288-177563482:-
SE	8201	ENSMUSG00000074529.12;SE:chr2:177563288-177563482:177563566-177567352:-
SE	8202	ENSMUSG00000007458.15;SE:chr6:122286125-122288563:122288586-122289193:+
SE	8203	ENSMUSG00000062372.14;SE:chr5:30525384-30527420:30527622-30528044:-
SE	8207	ENSMUSG00000062372.14;SE:chr5:30564614-30571849:30571893-30576745:-
SE	8209	ENSMUSG00000026918.17;SE:chr2:27343086-27343412:27343462-27344325:-
SE	8216	ENSMUSG00000031917.13;SE:chr8:107784043-107784679:107784819-107785009:+
SE	8218	ENSMUSG00000030160.8;SE:chr6:129490067-129491177:129491220-129493007:+
SE	8222	ENSMUSG00000039262.17;SE:chr2:32102303-32102899:32104959-32106058:+
SE	8225	ENSMUSG00000039262.17;SE:chr2:32117048-32119275:32119356-32120623:+
SE	8226	ENSMUSG00000038770.18;SE:chr5:144938034-144939156:144939218-144941742:-
SE	8229	ENSMUSG00000005907.15;SE:chr5:3656410-3657667:3657786-3659854:+
SE	8233	ENSMUSG00000037624.16;SE:chr1:188975223-188988765:188988951-188990935:-
SE	8239	ENSMUSG00000027318.18;SE:chr2:130895070-130895143:130895220-130895310:-
SE	8241	ENSMUSG00000086804.9;SE:chr6:31643424-31648618:31648716-31655483:+
SE	8255	ENSMUSG00000026927.18;SE:chr2:26277683-26278504:26278572-26278928:-
SE	8256	ENSMUSG00000026927.18;SE:chr2:26277683-26278504:26278572-26279161:-
SE	8257	ENSMUSG00000026927.18;SE:chr2:26277683-26278928:26279077-26279161:-
SE	8258	ENSMUSG00000026927.18;SE:chr2:26278572-26278928:26279077-26279161:-
SE	8264	ENSMUSG00000026930.16;SE:chr2:26229718-26230417:26230596-26234614:+
SE	8265	ENSMUSG00000079263.9;SE:chr6:141954471-141955424:141955509-141957081:-
SE	8287	ENSMUSG00000043541.17;SE:chr6:145121050-145121129:145121185-145121898:-
SE	8288	ENSMUSG00000043541.17;SE:chr6:145121050-145121898:145122011-145123059:-
SE	8291	ENSMUSG00000086035.3;SE:chr4:89271838-89272251:89272373-89274946:+
SE	8292	ENSMUSG00000086035.3;SE:chr4:89271838-89272255:89272373-89273541:+
SE	8293	ENSMUSG00000086035.3;SE:chr4:89271838-89273541:89273584-89274946:+
SE	8294	ENSMUSG00000086035.3;SE:chr4:89272373-89273541:89273584-89274946:+
SE	8295	ENSMUSG00000086035.3;SE:chr4:89275446-89276972:89277041-89279353:+
SE	8296	ENSMUSG00000086035.3;SE:chr4:89288109-89337590:89337687-89340868:+
SE	8297	ENSMUSG00000086035.3;SE:chr4:89288109-89340868:89340979-89347836:+
SE	8298	ENSMUSG00000086035.3;SE:chr4:89351577-89354606:89354855-89363028:+
SE	8299	ENSMUSG00000086035.3;SE:chr4:89351577-89363028:89363352-89402251:+
SE	8300	ENSMUSG00000086035.3;SE:chr4:89403546-89406129:89406308-89448804:+
SE	8304	ENSMUSG00000025602.14;SE:chr9:40121192-40121737:40121856-40122192:+
SE	8309	ENSMUSG00000026924.18;SE:chr2:26302925-26303691:26303750-26304383:-
SE	8316	ENSMUSG00000025534.18;SE:chr5:130028910-130029202:130029383-130029598:-
SE	8320	ENSMUSG00000038390.12;SE:chr6:124839085-124839872:124839988-124840634:-
SE	8341	ENSMUSG00000026131.21;SE:chr1:34288719-34288885:34289211-34289691:+
SE	8346	ENSMUSG00000026131.21;SE:chr1:34338919-34340942:34341013-34341911:+
SE	8347	ENSMUSG00000026131.21;SE:chr1:34342113-34342502:34342612-34345609:+
SE	8349	ENSMUSG00000075107.4;SE:chr2:88845432-88845975:88846030-88848469:-
SE	8355	ENSMUSG00000027346.16;SE:chr2:132406631-132410540:132410636-132414105:-
SE	8357	ENSMUSG00000032777.10;SE:chr7:125245905-125246512:125246799-125247569:-
SE	8365	ENSMUSG00000028986.13;SE:chr5:24362089-24363537:24363634-24364445:+
SE	8367	ENSMUSG00000026774.12;SE:chr2:23102519-23102672:23102845-23116894:+
SE	8368	ENSMUSG00000109506.2;SE:chr7:82990813-82993921:82994088-83005679:-
SE	8374	ENSMUSG00000040242.15;SE:chr6:146491534-146494132:146494245-146496674:+
SE	8375	ENSMUSG00000026458.14;SE:chr1:134226566-134226764:134226874-134227029:-
SE	8381	ENSMUSG00000041308.7;SE:chr8:107728338-107736413:107736597-107737924:+
SE	8406	ENSMUSG00000035513.20;SE:chr2:29087161-29088826:29088927-29094910:-
SE	8407	ENSMUSG00000035513.20;SE:chr2:29088927-29090886:29090960-29094910:-
SE	8419	ENSMUSG00000050174.16;SE:chr3:37463711-37466509:37466564-37473491:-
SE	8420	ENSMUSG00000050174.16;SE:chr3:37466564-37470850:37471053-37473491:-
SE	8430	ENSMUSG00000053702.17;SE:chr2:17384653-17387671:17387763-17393503:-
SE	8431	ENSMUSG00000053702.17;SE:chr2:17398087-17401868:17401978-17405285:-
SE	8435	ENSMUSG00000053702.17;SE:chr2:17418598-17422704:17422808-17429332:-
SE	8438	ENSMUSG00000039826.14;SE:chr2:29667968-29668744:29668880-29669835:-
SE	8442	ENSMUSG00000052675.12;SE:chr7:23811861-23817760:23817808-23821659:+
SE	8443	ENSMUSG00000031393.17;SE:chrX:73080938-73123515:73123638-73129116:-
SE	8445	ENSMUSG00000038346.19;SE:chr6:125001233-125001468:125001515-125001709:+
SE	8447	ENSMUSG00000038346.19;SE:chr6:125002045-125002811:125002903-125007761:+
SE	8448	ENSMUSG00000038346.19;SE:chr6:125007985-125008634:125008816-125010203:+
SE	8454	ENSMUSG00000026950.19;SE:chr2:52073848-52075283:52075387-52076024:-
SE	8469	ENSMUSG00000053192.10;SE:chr3:95127774-95135395:95135570-95136363:-
SE	8479	ENSMUSG00000028082.15;SE:chr3:85982495-85986252:85986291-85987702:+
SE	8480	ENSMUSG00000028082.15;SE:chr3:85992664-86000997:86001104-86005454:+
SE	8481	ENSMUSG00000028082.15;SE:chr3:86011654-86014277:86014345-86014519:+
SE	8482	ENSMUSG00000027007.17;SE:chr2:79491348-79491983:79492048-79492653:+
SE	8483	ENSMUSG00000027007.17;SE:chr2:79493108-79501074:79501191-79502103:+
SE	8486	ENSMUSG00000028520.13;SE:chr4:103128048-103141585:103141676-103147496:-
SE	8497	ENSMUSG00000037017.16;SE:chr5:138115250-138116098:138116182-138123240:+
SE	8498	ENSMUSG00000037017.16;SE:chr5:138115269-138116098:138116182-138123240:+
SE	8499	ENSMUSG00000040016.17;SE:chr3:157310781-157347358:157347446-157349512:+
SE	8502	ENSMUSG00000026872.19;SE:chr2:44891826-44892528:44892716-44912859:-
SE	8503	ENSMUSG00000026872.19;SE:chr2:44892716-44907409:44907477-44912859:-
SE	8504	ENSMUSG00000026872.19;SE:chr2:44892716-44907409:44907480-44912859:-
SE	8521	ENSMUSG00000026727.11;SE:chr2:13229236-13246556:13246606-13275722:-
SE	8522	ENSMUSG00000023452.20;SE:chr5:32894798-32895330:32895490-32895732:-
SE	8527	ENSMUSG00000026173.16;SE:chr1:74599652-74601001:74601096-74601214:+
SE	8530	ENSMUSG00000027022.15;SE:chr2:67337524-67338253:67347517-67349564:+
SE	8535	ENSMUSG00000079421.9;SE:chr2:35279622-35280486:35280569-35286918:-
SE	8536	ENSMUSG00000079434.9;SE:chr1:87501848-87507156:87507257-87522600:+
SE	8537	ENSMUSG00000029337.3;SE:chr5:98402619-98409802:98409905-98423070:+
SE	8570	ENSMUSG00000086196.8;SE:chr2:60186140-60186260:60186341-60191332:+
SE	8571	ENSMUSG00000032246.15;SE:chr9:62765443-62765524:62765554-62775959:+
SE	8572	ENSMUSG00000032246.15;SE:chr9:62765443-62765524:62765554-62778548:+
SE	8573	ENSMUSG00000032246.15;SE:chr9:62765443-62775959:62776099-62778548:+
SE	8574	ENSMUSG00000032246.15;SE:chr9:62765554-62775959:62776099-62778548:+
SE	8577	ENSMUSG00000079604.10;SE:chr2:9357365-9377214:9377327-9414520:+
SE	8591	ENSMUSG00000056268.16;SE:chr1:138982359-138986805:138986864-138988013:+
SE	8593	ENSMUSG00000028156.13;SE:chr3:138233075-138239137:138239272-138252082:+
SE	8594	ENSMUSG00000028156.13;SE:chr3:138252188-138253420:138253515-138256024:+
SE	8599	ENSMUSG00000027012.16;SE:chr2:71049762-71058171:71058188-71058944:+
SE	8600	ENSMUSG00000027012.16;SE:chr2:71059034-71063993:71064052-71066259:+
SE	8602	ENSMUSG00000053470.14;SE:chr6:71609255-71609481:71609563-71609822:-
SE	8605	ENSMUSG00000030189.16;SE:chr6:131347377-131352937:131353143-131356321:-
SE	8606	ENSMUSG00000026648.19;SE:chr2:3426452-3430305:3430389-3434784:+
SE	8610	ENSMUSG00000026648.19;SE:chr2:3451410-3453885:3454235-3458581:+
SE	8612	ENSMUSG00000009418.17;SE:chr1:135383068-135385599:135385607-135386394:-
SE	8615	ENSMUSG00000009418.17;SE:chr1:135392496-135393577:135393747-135395379:-
SE	8621	ENSMUSG00000050530.15;SE:chr2:3221406-3224507:3224621-3225855:+
SE	8637	ENSMUSG00000026336.14;SE:chr1:98427621-98435238:98435370-98436944:+
SE	8638	ENSMUSG00000029790.17;SE:chr6:30655849-30656478:30656693-30657297:-
SE	8643	ENSMUSG00000026114.15;SE:chr1:37271426-37280908:37281021-37283914:+
SE	8670	ENSMUSG00000094200.3;SE:chr6:43123712-43125053:43125157-43130201:+
SE	8671	ENSMUSG00000057421.13;SE:chrX:94990679-94991004:94991054-94991376:-
SE	8676	ENSMUSG00000064289.16;SE:chr2:61423552-61424341:61424545-61443995:+
SE	8684	ENSMUSG00000037709.14;SE:chr6:58917302-58921106:58921189-58923025:-
SE	8692	ENSMUSG00000032517.17;SE:chr9:119978863-119983753:119983831-119996867:+
SE	8697	ENSMUSG00000026883.18;SE:chr2:35610753-35611273:35611425-35613041:+
SE	8713	ENSMUSG00000056763.17;SE:chr1:10129048-10130049:10130072-10134558:+
SE	8719	ENSMUSG00000056763.17;SE:chr1:10166238-10174437:10174589-10178594:+
SE	8724	ENSMUSG00000025816.16;SE:chr2:5879229-5881175:5881372-5881652:-
SE	8726	ENSMUSG00000025816.16;SE:chr2:5882819-5884428:5884511-5887392:-
SE	8733	ENSMUSG00000029860.17;SE:chr6:42328082-42328204:42328296-42328409:+
SE	8735	ENSMUSG00000025938.17;SE:chr1:12942552-12946534:12946598-12949362:-
SE	8736	ENSMUSG00000025938.17;SE:chr1:12951676-12964651:12964849-12991262:-
SE	8744	ENSMUSG00000027940.19;SE:chr3:89997386-89998320:89998398-90006835:+
SE	8745	ENSMUSG00000034101.15;SE:chr2:84434096-84435528:84435590-84438673:-
SE	8747	ENSMUSG00000034101.15;SE:chr2:84442436-84442876:84442893-84443280:-
SE	8748	ENSMUSG00000028591.12;SE:chr4:144122572-144129908:144130020-144134927:-
SE	8752	ENSMUSG00000034557.15;SE:chr4:108548988-108550517:108550693-108552966:-
SE	8753	ENSMUSG00000034557.15;SE:chr4:108553065-108574986:108577009-108581004:-
SE	8754	ENSMUSG00000029669.15;SE:chr6:21772935-21795577:21795720-21799878:-
SE	8767	ENSMUSG00000030353.16;SE:chr6:128223824-128224923:128225051-128228503:-
SE	8769	ENSMUSG00000023206.17;SE:chr2:11723269-11724824:11724916-11728224:+
SE	8770	ENSMUSG00000023206.17;SE:chr2:11723269-11724824:11724916-11728907:+
SE	8771	ENSMUSG00000023206.17;SE:chr2:11723269-11728224:11728421-11728907:+
SE	8772	ENSMUSG00000023206.17;SE:chr2:11724916-11728224:11728421-11728907:+
SE	8773	ENSMUSG00000023206.17;SE:chr2:11724916-11728323:11728421-11728907:+
SE	8774	ENSMUSG00000023206.17;SE:chr2:11723269-11728907:11728939-11735382:+
SE	8775	ENSMUSG00000023206.17;SE:chr2:11728939-11732574:11732644-11735382:+
SE	8778	ENSMUSG00000029361.19;SE:chr5:118052507-118053612:118053713-118057461:+
SE	8779	ENSMUSG00000067786.17;SE:chr2:157402180-157402368:157402455-157403133:+
SE	8780	ENSMUSG00000067786.17;SE:chr2:157402180-157402368:157402455-157403462:+
SE	8781	ENSMUSG00000067786.17;SE:chr2:157402180-157403133:157403159-157403462:+
SE	8782	ENSMUSG00000067786.17;SE:chr2:157402180-157403133:157403208-157403462:+
SE	8783	ENSMUSG00000067786.17;SE:chr2:157402180-157403133:157403213-157403462:+
SE	8784	ENSMUSG00000067786.17;SE:chr2:157402455-157403133:157403213-157403462:+
SE	8785	ENSMUSG00000029625.17;SE:chr5:145110269-145112367:145112462-145112921:+
SE	8789	ENSMUSG00000031505.12;SE:chr8:11560347-11561877:11561997-11562895:+
SE	8791	ENSMUSG00000116048.2;SE:chr1:93406790-93416850:93416876-93418879:+
SE	8798	ENSMUSG00000041954.19;SE:chr4:156112506-156112678:156112880-156112952:+
SE	8804	ENSMUSG00000006333.15;SE:chr7:3707767-3708732:3708918-3709650:+
SE	8805	ENSMUSG00000066803.3;SE:chr7:12100552-12101931:12102041-12103130:-
SE	8807	ENSMUSG00000053368.14;SE:chr5:149979447-149980256:149980327-149983345:+
SE	8808	ENSMUSG00000027474.14;SE:chr2:152916827-152918321:152918384-152920402:+
SE	8809	ENSMUSG00000026896.15;SE:chr2:62453841-62465400:62465546-62469674:-
SE	8811	ENSMUSG00000033021.17;SE:chr1:75412655-75412790:75412956-75413422:+
SE	8814	ENSMUSG00000022995.17;SE:chr1:181735941-181739162:181739224-181740872:-
SE	8815	ENSMUSG00000022995.17;SE:chr1:181747194-181749223:181749333-181751125:-
SE	8816	ENSMUSG00000022995.17;SE:chr1:181747194-181749223:181750065-181751125:-
SE	8819	ENSMUSG00000022995.17;SE:chr1:181758327-181758739:181758750-181783959:-
SE	8820	ENSMUSG00000022995.17;SE:chr1:181758327-181763225:181763281-181783959:-
SE	8822	ENSMUSG00000022995.17;SE:chr1:181758327-181772606:181772617-181783959:-
SE	8832	ENSMUSG00000026514.15;SE:chr1:181277647-181282160:181282303-181286790:+
SE	8844	ENSMUSG00000091012.3;SE:chr6:66615573-66617558:66617653-66618516:-
SE	8845	ENSMUSG00000000134.18;SE:chrX:7633923-7634132:7634236-7635669:+
SE	8850	ENSMUSG00000040506.17;SE:chr2:91604092-91635369:91635455-91640375:+
SE	8851	ENSMUSG00000040506.17;SE:chr2:91635455-91640375:91640554-91654805:+
SE	8853	ENSMUSG00000043019.13;SE:chr1:151687455-151688505:151688519-151694061:+
SE	8854	ENSMUSG00000043019.13;SE:chr1:151687455-151688505:151688552-151694061:+
SE	8855	ENSMUSG00000072679.11;SE:chr6:143193620-143194576:143194668-143195177:+
SE	8862	ENSMUSG00000030361.18;SE:chr6:128596137-128597215:128597313-128599694:-
SE	8863	ENSMUSG00000028698.14;SE:chr4:116143395-116144020:116144196-116148872:+
SE	8872	ENSMUSG00000030435.17;SE:chr7:5071182-5071732:5071795-5072443:+
SE	8877	ENSMUSG00000035919.17;SE:chr9:22387351-22387866:22387921-22402114:+
SE	8879	ENSMUSG00000035919.17;SE:chr9:22557364-22559316:22559330-22566521:+
SE	8885	ENSMUSG00000054199.19;SE:chr3:88763172-88763726:88763776-88764435:+
SE	8897	ENSMUSG00000027634.15;SE:chr2:156770801-156771852:156771890-156773136:-
SE	8931	ENSMUSG00000070436.13;SE:chr7:98998671-99001031:99001074-99002260:-
SE	8932	ENSMUSG00000070436.13;SE:chr7:98998671-99002089:99002172-99002260:-
SE	8934	ENSMUSG00000036466.18;SE:chr9:64416090-64451876:64451968-64545517:+
SE	8935	ENSMUSG00000036466.18;SE:chr9:64597412-64598503:64598631-64599077:+
SE	8963	ENSMUSG00000023403.15;SE:chr6:49434712-49442403:49442471-49446062:+
SE	8964	ENSMUSG00000092335.3;SE:chr7:42232131-42232330:42232456-42241861:-
SE	8965	ENSMUSG00000092335.3;SE:chr7:42232131-42232330:42232502-42241861:-
SE	8972	ENSMUSG00000037373.13;SE:chr5:33418497-33424227:33424381-33432123:-
SE	8973	ENSMUSG00000037373.13;SE:chr5:33424381-33426786:33426978-33432123:-
SE	8975	ENSMUSG00000074646.12;SE:chr2:155845405-155845601:155845905-155849800:-
SE	8977	ENSMUSG00000026773.20;SE:chr2:11479354-11480565:11480617-11482847:-
SE	8978	ENSMUSG00000026773.20;SE:chr2:11479354-11482847:11482869-11485009:-
SE	8979	ENSMUSG00000026773.20;SE:chr2:11479354-11485009:11485182-11486682:-
SE	8980	ENSMUSG00000026773.20;SE:chr2:11485182-11486058:11486144-11486682:-
SE	8988	ENSMUSG00000001089.15;SE:chr4:136248754-136266436:136266527-136267667:+
SE	8991	ENSMUSG00000057572.16;SE:chr4:129235616-129236914:129236966-129238005:+
SE	8997	ENSMUSG00000040231.17;SE:chr7:45536549-45536791:45536930-45538036:-
SE	9010	ENSMUSG00000026398.15;SE:chr1:136876597-136879840:136879902-136887965:-
SE	9023	ENSMUSG00000043051.18;SE:chr8:125781023-125801789:125801905-125814193:+
SE	9024	ENSMUSG00000043051.18;SE:chr8:125881849-125891732:125891920-125944836:+
SE	9052	ENSMUSG00000013973.13;SE:chr1:171157094-171158802:171158853-171165820:+
SE	9053	ENSMUSG00000013973.13;SE:chr1:171157094-171158821:171158853-171165820:+
SE	9055	ENSMUSG00000028411.16;SE:chr4:40693449-40694852:40695136-40695377:-
SE	9060	ENSMUSG00000039953.14;SE:chr4:149698629-149710544:149710573-149711669:+
SE	9069	ENSMUSG00000029563.17;SE:chr6:15286769-15324612:15324686-15376688:+
SE	9073	ENSMUSG00000052407.18;SE:chr4:83468014-83472515:83472601-83472931:+
SE	9083	ENSMUSG00000005674.10;SE:chr1:171048221-171048374:171048475-171048737:-
SE	9085	ENSMUSG00000026656.16;SE:chr1:170788802-170790894:170791034-170793271:-
SE	9086	ENSMUSG00000026656.16;SE:chr1:170788802-170790978:170791034-170793271:-
SE	9093	ENSMUSG00000026708.17;SE:chr1:160898926-160900449:160900534-160902327:+
SE	9105	ENSMUSG00000055385.13;SE:chr5:108877343-108877680:108877843-108879531:-
SE	9106	ENSMUSG00000015721.19;SE:chr7:23109440-23112730:23112777-23116711:+
SE	9114	ENSMUSG00000048373.9;SE:chr5:44137310-44137986:44138035-44139055:-
SE	9119	ENSMUSG00000037996.18;SE:chr4:86950528-86968121:86968171-86991425:-
SE	9131	ENSMUSG00000037996.18;SE:chr4:86994394-87094399:87094584-87145120:-
SE	9133	ENSMUSG00000029775.15;SE:chr6:30402149-30427708:30427794-30439643:+
SE	9146	ENSMUSG00000026226.17;SE:chr1:85950071-85952049:85952223-85954136:+
SE	9147	ENSMUSG00000026226.17;SE:chr1:85950071-85952052:85952223-85954136:+
SE	9149	ENSMUSG00000100303.5;SE:chr2:75078863-75103411:75103587-75131987:+
SE	9150	ENSMUSG00000100303.5;SE:chr2:75103587-75105634:75105796-75131987:+
SE	9151	ENSMUSG00000100303.5;SE:chr2:75105796-75110281:75110357-75115960:+
SE	9153	ENSMUSG00000100303.5;SE:chr2:75105796-75115960:75116081-75131987:+
SE	9154	ENSMUSG00000100303.5;SE:chr2:75116081-75131987:75132010-75135795:+
SE	9156	ENSMUSG00000100303.5;SE:chr2:75132010-75134623:75134690-75135795:+
SE	9157	ENSMUSG00000100303.5;SE:chr2:75133103-75134623:75134690-75135795:+
SE	9160	ENSMUSG00000100303.5;SE:chr2:75135897-75137275:75137378-75141361:+
SE	9162	ENSMUSG00000051051.8;SE:chr7:139754161-139754573:139754700-139755521:+
SE	9174	ENSMUSG00000026983.11;SE:chr2:24167135-24167261:24167386-24167490:+
SE	9175	ENSMUSG00000079484.13;SE:chr2:30167070-30167160:30167222-30167635:+
SE	9181	ENSMUSG00000085438.3;SE:chr2:119424915-119425047:119425075-119426740:+
SE	9182	ENSMUSG00000085438.3;SE:chr2:119424915-119425740:119425897-119426740:+
SE	9191	ENSMUSG00000005232.12;SE:chr2:69053387-69056156:69056271-69056912:+
SE	9197	ENSMUSG00000098912.9;SE:chr3:88718676-88732439:88732721-88739571:-
SE	9204	ENSMUSG00000019295.9;SE:chr5:33811958-33812057:33812216-33812667:-
SE	9212	ENSMUSG00000071337.12;SE:chr6:86395914-86396083:86396115-86397306:+
SE	9219	ENSMUSG00000038544.15;SE:chr4:59775549-59782254:59782334-59783728:-
SE	9220	ENSMUSG00000026586.17;SE:chr1:163075965-163081546:163081617-163085330:-
SE	9227	ENSMUSG00000091060.3;SE:chr1:162482166-162484605:162484737-162485615:-
SE	9234	ENSMUSG00000060988.13;SE:chr2:54326741-54367660:54367730-54406454:+
SE	9241	ENSMUSG00000028597.12;SE:chr4:108258194-108260398:108260659-108263740:-
SE	9242	ENSMUSG00000028441.13;SE:chr4:41505654-41507099:41507328-41507521:-
SE	9246	ENSMUSG00000043467.20;SE:chr1:160847976-160857212:160857311-160859375:-
SE	9249	ENSMUSG00000025979.14;SE:chr1:55170518-55175836:55175898-55184283:+
SE	9251	ENSMUSG00000060261.17;SE:chr5:134295510-134301378:134301440-134303393:-
SE	9252	ENSMUSG00000060261.17;SE:chr5:134295510-134303393:134303449-134308291:-
SE	9254	ENSMUSG00000060261.17;SE:chr5:134303449-134305226:134305282-134308291:-
